Configuration, ObservableConfiguration, Cost
1451,291,1
1451,292,28
1451,293,10000
1451,294,4
1451,295,87
1451,296,22
1451,297,10000
1451,298,10000
1451,299,10000
1451,300,10000
1452,291,30
1452,292,67
1452,293,10000
1452,294,10000
1452,295,10000
1452,296,10000
1452,297,10000
1452,298,10000
1452,299,10000
1452,300,14
1453,291,43
1453,292,5
1453,293,10000
1453,294,10000
1453,295,10000
1453,296,55
1453,297,10000
1453,298,44
1453,299,10000
1453,300,10000
1454,291,36
1454,292,7
1454,293,64
1454,294,10000
1454,295,38
1454,296,10000
1454,297,10000
1454,298,27
1454,299,10000
1454,300,22
1455,291,10000
1455,292,10000
1455,293,8
1455,294,10000
1455,295,10000
1455,296,10000
1455,297,76
1455,298,10000
1455,299,4
1455,300,10000
1456,291,10000
1456,292,85
1456,293,10000
1456,294,67
1456,295,10000
1456,296,10000
1456,297,10000
1456,298,18
1456,299,18
1456,300,30
1457,291,84
1457,292,10000
1457,293,83
1457,294,96
1457,295,10000
1457,296,90
1457,297,92
1457,298,7
1457,299,27
1457,300,53
1458,291,13
1458,292,10000
1458,293,61
1458,294,10000
1458,295,10000
1458,296,93
1458,297,10000
1458,298,10000
1458,299,10000
1458,300,10000
1459,291,10000
1459,292,14
1459,293,34
1459,294,15
1459,295,77
1459,296,7
1459,297,38
1459,298,78
1459,299,10000
1459,300,10000
1460,291,10000
1460,292,87
1460,293,10000
1460,294,11
1460,295,10000
1460,296,66
1460,297,51
1460,298,10000
1460,299,10000
1460,300,10000
1461,291,9
1461,292,10000
1461,293,10000
1461,294,61
1461,295,10000
1461,296,61
1461,297,32
1461,298,10000
1461,299,26
1461,300,10000
1462,291,77
1462,292,10000
1462,293,7
1462,294,10000
1462,295,10000
1462,296,10000
1462,297,73
1462,298,10000
1462,299,62
1462,300,97
1463,291,70
1463,292,10000
1463,293,3
1463,294,93
1463,295,10000
1463,296,10000
1463,297,10000
1463,298,54
1463,299,10000
1463,300,10000
1464,291,10000
1464,292,10000
1464,293,49
1464,294,86
1464,295,55
1464,296,10000
1464,297,71
1464,298,70
1464,299,10000
1464,300,10000
1465,291,10000
1465,292,10000
1465,293,35
1465,294,10000
1465,295,10000
1465,296,10000
1465,297,10000
1465,298,9
1465,299,82
1465,300,96
1466,291,37
1466,292,10000
1466,293,25
1466,294,10000
1466,295,82
1466,296,10000
1466,297,46
1466,298,86
1466,299,58
1466,300,100
1467,291,10000
1467,292,100
1467,293,10000
1467,294,10000
1467,295,10000
1467,296,10000
1467,297,62
1467,298,10000
1467,299,35
1467,300,70
1468,291,8
1468,292,10000
1468,293,10000
1468,294,10000
1468,295,10000
1468,296,10000
1468,297,99
1468,298,10000
1468,299,10000
1468,300,59
1469,291,51
1469,292,72
1469,293,10000
1469,294,80
1469,295,10000
1469,296,10000
1469,297,10000
1469,298,12
1469,299,28
1469,300,10000
1470,291,18
1470,292,63
1470,293,85
1470,294,10000
1470,295,89
1470,296,64
1470,297,10000
1470,298,55
1470,299,53
1470,300,71
1471,291,24
1471,292,10000
1471,293,10000
1471,294,51
1471,295,10000
1471,296,10000
1471,297,41
1471,298,19
1471,299,41
1471,300,10000
1472,291,10000
1472,292,10000
1472,293,10000
1472,294,10000
1472,295,10000
1472,296,10000
1472,297,89
1472,298,57
1472,299,29
1472,300,16
1473,291,11
1473,292,43
1473,293,10000
1473,294,10000
1473,295,2
1473,296,10000
1473,297,37
1473,298,8
1473,299,10000
1473,300,10000
1474,291,10000
1474,292,10000
1474,293,97
1474,294,10000
1474,295,10000
1474,296,10000
1474,297,76
1474,298,60
1474,299,10000
1474,300,10000
1475,291,10000
1475,292,1
1475,293,10000
1475,294,23
1475,295,99
1475,296,21
1475,297,82
1475,298,10000
1475,299,10000
1475,300,10000
1476,291,70
1476,292,10000
1476,293,69
1476,294,10000
1476,295,38
1476,296,91
1476,297,32
1476,298,10000
1476,299,92
1476,300,21
1477,291,10000
1477,292,96
1477,293,52
1477,294,28
1477,295,13
1477,296,60
1477,297,10000
1477,298,10000
1477,299,13
1477,300,24
1478,291,10000
1478,292,12
1478,293,10000
1478,294,31
1478,295,23
1478,296,57
1478,297,10000
1478,298,10000
1478,299,10000
1478,300,10000
1479,291,38
1479,292,10000
1479,293,10000
1479,294,91
1479,295,14
1479,296,10000
1479,297,46
1479,298,30
1479,299,37
1479,300,10000
1480,291,75
1480,292,44
1480,293,76
1480,294,58
1480,295,10000
1480,296,65
1480,297,18
1480,298,10000
1480,299,43
1480,300,28
1481,291,9
1481,292,10
1481,293,10000
1481,294,56
1481,295,92
1481,296,7
1481,297,70
1481,298,75
1481,299,69
1481,300,10000
1482,291,50
1482,292,10000
1482,293,61
1482,294,10000
1482,295,10000
1482,296,83
1482,297,94
1482,298,10000
1482,299,70
1482,300,61
1483,291,10000
1483,292,6
1483,293,98
1483,294,12
1483,295,10000
1483,296,10000
1483,297,10000
1483,298,62
1483,299,94
1483,300,10000
1484,291,10000
1484,292,10000
1484,293,81
1484,294,10000
1484,295,66
1484,296,23
1484,297,63
1484,298,10000
1484,299,80
1484,300,17
1485,291,10000
1485,292,26
1485,293,85
1485,294,86
1485,295,10000
1485,296,10000
1485,297,10000
1485,298,10000
1485,299,37
1485,300,10000
1486,291,91
1486,292,10000
1486,293,10000
1486,294,10000
1486,295,42
1486,296,10000
1486,297,73
1486,298,10000
1486,299,33
1486,300,69
1487,291,38
1487,292,40
1487,293,10000
1487,294,97
1487,295,10000
1487,296,10000
1487,297,7
1487,298,10000
1487,299,7
1487,300,39
1488,291,89
1488,292,10000
1488,293,45
1488,294,72
1488,295,53
1488,296,10000
1488,297,10000
1488,298,35
1488,299,91
1488,300,10000
1489,291,10000
1489,292,10000
1489,293,10000
1489,294,90
1489,295,35
1489,296,20
1489,297,20
1489,298,10000
1489,299,55
1489,300,10000
1490,291,1
1490,292,67
1490,293,10000
1490,294,10000
1490,295,10000
1490,296,10000
1490,297,10000
1490,298,10000
1490,299,10000
1490,300,13
1491,291,10000
1491,292,23
1491,293,30
1491,294,71
1491,295,62
1491,296,96
1491,297,10000
1491,298,10000
1491,299,10000
1491,300,13
1492,291,48
1492,292,10000
1492,293,10000
1492,294,10000
1492,295,10000
1492,296,10000
1492,297,62
1492,298,41
1492,299,10
1492,300,10000
1493,291,98
1493,292,22
1493,293,7
1493,294,28
1493,295,10000
1493,296,58
1493,297,10000
1493,298,63
1493,299,10000
1493,300,10000
1494,291,37
1494,292,10000
1494,293,77
1494,294,18
1494,295,53
1494,296,10000
1494,297,10000
