Configuration, ObservableConfiguration, Cost
1,1,10000
1,2,10000
1,3,10000
1,4,34
1,5,10000
1,6,22
1,7,10000
1,8,10000
1,9,15
1,10,38
1,11,57
1,12,10000
1,13,10000
1,14,10000
2,1,10000
2,2,15
2,3,34
2,4,81
2,5,10000
2,6,10000
2,7,10000
2,8,95
2,9,10000
2,10,10000
2,11,91
2,12,26
2,13,10000
2,14,77
3,1,70
3,2,58
3,3,10000
3,4,10000
3,5,9
3,6,50
3,7,45
3,8,10000
3,9,56
3,10,10000
3,11,10000
3,12,10000
3,13,40
3,14,10000
4,1,39
4,2,72
4,3,94
4,4,10000
4,5,10000
4,6,41
4,7,10000
4,8,47
4,9,72
4,10,99
4,11,10000
4,12,86
4,13,10000
4,14,78
5,1,10000
5,2,90
5,3,94
5,4,99
5,5,39
5,6,37
5,7,58
5,8,10000
5,9,10000
5,10,10000
5,11,10000
5,12,10000
5,13,34
5,14,64
6,1,10000
6,2,80
6,3,29
6,4,10000
6,5,10000
6,6,88
6,7,38
6,8,10000
6,9,10000
6,10,90
6,11,10000
6,12,6
6,13,61
6,14,10000
7,1,52
7,2,10000
7,3,34
7,4,10000
7,5,38
7,6,73
7,7,51
7,8,31
7,9,10000
7,10,10000
7,11,10000
7,12,10000
7,13,86
7,14,10000
8,1,10000
8,2,77
8,3,10000
8,4,64
8,5,10000
8,6,10000
8,7,17
8,8,10000
8,9,10000
8,10,71
8,11,17
8,12,10000
8,13,10000
8,14,94
9,1,54
9,2,10000
9,3,22
9,4,8
9,5,42
9,6,10000
9,7,10000
9,8,10000
9,9,10000
9,10,24
9,11,47
9,12,10000
9,13,10000
9,14,26
10,1,33
10,2,10000
10,3,72
10,4,10000
10,5,10000
10,6,53
10,7,94
10,8,5
10,9,36
10,10,10000
10,11,69
10,12,10000
10,13,10000
10,14,71
11,1,10000
11,2,10000
11,3,10000
11,4,80
11,5,10000
11,6,10000
11,7,78
11,8,5
11,9,10000
11,10,10000
11,11,82
11,12,10000
11,13,18
11,14,10000
12,1,55
12,2,10000
12,3,12
12,4,43
12,5,87
12,6,10000
12,7,12
12,8,88
12,9,98
12,10,10000
12,11,94
12,12,10000
12,13,44
12,14,14
