Configuration, ObservableConfiguration, Cost
1001,201,46
1001,202,10000
1001,203,10000
1001,204,51
1001,205,10000
1001,206,67
1001,207,25
1001,208,22
1001,209,83
1001,210,24
1002,201,41
1002,202,88
1002,203,10000
1002,204,72
1002,205,10000
1002,206,93
1002,207,10000
1002,208,10000
1002,209,10000
1002,210,10000
1003,201,63
1003,202,10000
1003,203,32
1003,204,10000
1003,205,68
1003,206,10000
1003,207,16
1003,208,83
1003,209,10000
1003,210,10000
1004,201,1
1004,202,30
1004,203,10000
1004,204,10000
1004,205,10000
1004,206,10000
1004,207,10000
1004,208,10000
1004,209,22
1004,210,10000
1005,201,34
1005,202,85
1005,203,10000
1005,204,21
1005,205,10000
1005,206,69
1005,207,55
1005,208,84
1005,209,10000
1005,210,10000
1006,201,10000
1006,202,12
1006,203,10000
1006,204,10000
1006,205,26
1006,206,10000
1006,207,32
1006,208,10000
1006,209,40
1006,210,39
1007,201,10000
1007,202,10000
1007,203,10000
1007,204,10000
1007,205,10000
1007,206,61
1007,207,66
1007,208,73
1007,209,10000
1007,210,10000
1008,201,73
1008,202,91
1008,203,47
1008,204,87
1008,205,10000
1008,206,10000
1008,207,47
1008,208,10000
1008,209,10000
1008,210,10000
1009,201,6
1009,202,10000
1009,203,45
1009,204,61
1009,205,42
1009,206,10000
1009,207,96
1009,208,10000
1009,209,10000
1009,210,56
1010,201,10000
1010,202,78
1010,203,77
1010,204,10000
1010,205,65
1010,206,55
1010,207,10000
1010,208,27
1010,209,83
1010,210,10000
1011,201,14
1011,202,10000
1011,203,7
1011,204,83
1011,205,85
1011,206,47
1011,207,5
1011,208,10000
1011,209,75
1011,210,7
1012,201,65
1012,202,10000
1012,203,83
1012,204,10000
1012,205,87
1012,206,22
1012,207,34
1012,208,10000
1012,209,10000
1012,210,59
1013,201,10000
1013,202,7
1013,203,30
1013,204,10000
1013,205,60
1013,206,10000
1013,207,10000
1013,208,10000
1013,209,5
1013,210,10000
1014,201,27
1014,202,45
1014,203,10000
1014,204,32
1014,205,54
1014,206,10000
1014,207,93
1014,208,10000
1014,209,10000
1014,210,92
1015,201,10000
1015,202,100
1015,203,10000
1015,204,10000
1015,205,97
1015,206,80
1015,207,8
1015,208,71
1015,209,30
1015,210,10000
1016,201,6
1016,202,86
1016,203,8
1016,204,10000
1016,205,10000
1016,206,94
1016,207,71
1016,208,77
1016,209,10000
1016,210,39
1017,201,10000
1017,202,10000
1017,203,83
1017,204,17
1017,205,45
1017,206,59
1017,207,10000
1017,208,10000
1017,209,100
1017,210,10000
1018,201,93
1018,202,10000
1018,203,86
1018,204,55
1018,205,10000
1018,206,10000
1018,207,93
1018,208,10000
1018,209,10000
1018,210,10000
1019,201,23
1019,202,10000
1019,203,10000
1019,204,10000
1019,205,10000
1019,206,10000
1019,207,14
1019,208,10000
1019,209,10000
1019,210,10000
1020,201,10000
1020,202,96
1020,203,81
1020,204,10000
1020,205,10000
1020,206,10000
1020,207,10000
1020,208,91
1020,209,10000
1020,210,10000
1021,201,10000
1021,202,10000
1021,203,10000
1021,204,24
1021,205,95
1021,206,33
1021,207,97
1021,208,10000
1021,209,10000
1021,210,82
1022,201,10000
1022,202,61
1022,203,10000
1022,204,10000
1022,205,27
1022,206,66
1022,207,10000
1022,208,10000
1022,209,54
1022,210,82
1023,201,43
1023,202,5
1023,203,85
1023,204,10000
1023,205,28
1023,206,6
1023,207,10000
1023,208,10000
1023,209,10000
1023,210,100
1024,201,28
1024,202,85
1024,203,10000
1024,204,4
1024,205,92
1024,206,10000
1024,207,10000
1024,208,85
1024,209,10000
1024,210,12
1025,201,10000
1025,202,16
1025,203,92
1025,204,10000
1025,205,70
1025,206,10000
1025,207,10000
1025,208,10000
1025,209,43
1025,210,60
1026,201,11
1026,202,69
1026,203,29
1026,204,10000
1026,205,10000
1026,206,10000
1026,207,10000
1026,208,58
1026,209,10000
1026,210,46
1027,201,10000
1027,202,10000
1027,203,10000
1027,204,21
1027,205,6
1027,206,78
1027,207,10000
1027,208,10000
1027,209,56
1027,210,20
1028,201,10000
1028,202,10000
1028,203,15
1028,204,10000
1028,205,21
1028,206,10000
1028,207,32
1028,208,14
1028,209,10000
1028,210,20
1029,201,10000
1029,202,44
1029,203,49
1029,204,45
1029,205,78
1029,206,10000
1029,207,27
1029,208,34
1029,209,10000
1029,210,10000
1030,201,88
1030,202,43
1030,203,10000
1030,204,10000
1030,205,6
1030,206,10000
1030,207,10000
1030,208,10000
1030,209,10000
1030,210,89
1031,201,10000
1031,202,10000
1031,203,10000
1031,204,98
1031,205,24
1031,206,6
1031,207,22
1031,208,56
1031,209,10000
1031,210,10000
1032,201,82
1032,202,59
1032,203,33
1032,204,10000
1032,205,10000
1032,206,10000
1032,207,10000
1032,208,10000
1032,209,60
1032,210,1
1033,201,49
1033,202,4
1033,203,51
1033,204,10000
1033,205,10000
1033,206,10000
1033,207,10000
1033,208,54
1033,209,10000
1033,210,10000
1034,201,50
1034,202,56
1034,203,54
1034,204,10000
1034,205,10000
1034,206,86
1034,207,10000
1034,208,10000
1034,209,10000
1034,210,76
1035,201,10000
1035,202,10000
1035,203,59
1035,204,10000
1035,205,37
1035,206,10000
1035,207,82
1035,208,10000
1035,209,10000
1035,210,10000
1036,201,10000
1036,202,10000
1036,203,32
1036,204,10000
1036,205,10000
1036,206,62
1036,207,27
1036,208,50
1036,209,10000
1036,210,82
1037,201,10000
1037,202,10000
1037,203,41
1037,204,10000
1037,205,18
1037,206,10000
1037,207,10000
1037,208,86
1037,209,88
1037,210,10000
1038,201,40
1038,202,86
1038,203,10000
1038,204,10000
1038,205,10000
1038,206,10000
1038,207,10000
1038,208,10000
1038,209,10000
1038,210,10000
1039,201,10000
1039,202,10000
1039,203,10000
1039,204,55
1039,205,10000
1039,206,10000
1039,207,10000
1039,208,58
1039,209,31
1039,210,10000
1040,201,10000
1040,202,38
1040,203,10000
1040,204,9
1040,205,100
1040,206,34
1040,207,25
1040,208,21
1040,209,10000
1040,210,61
1041,201,10000
1041,202,10000
1041,203,93
1041,204,87
1041,205,10000
1041,206,63
1041,207,90
1041,208,10000
1041,209,55
1041,210,10000
1042,201,25
1042,202,62
1042,203,87
1042,204,30
1042,205,10000
1042,206,10000
1042,207,10000
1042,208,10000
1042,209,91
1042,210,10000
1043,201,10000
1043,202,10000
1043,203,15
1043,204,10000
1043,205,78
1043,206,96
1043,207,37
1043,208,10000
1043,209,10000
1043,210,44
1044,201,10000
1044,202,10000
1044,203,10000
1044,204,91
1044,205,10000
1044,206,54
1044,207,10000
1044,208,73
1044,209,73
1044,210,21
1045,201,10000
1045,202,92
1045,203,49
1045,204,10000
1045,205,10000
1045,206,25
1045,207,81
1045,208,10000
1045,209,1
1045,210,12
1046,201,10000
1046,202,10000
1046,203,92
1046,204,81
1046,205,10000
1046,206,61
1046,207,10000
1046,208,38
1046,209,66
1046,210,43
1047,201,6
1047,202,25
1047,203,10000
1047,204,10000
1047,205,10000
1047,206,10000
1047,207,24
1047,208,10000
1047,209,10000
1047,210,10000
1048,201,10000
1048,202,85
1048,203,90
1048,204,10000
1048,205,80
1048,206,10000
1048,207,79
1048,208,10000
1048,209,10000
1048,210,10000
1049,201,23
1049,202,10000
1049,203,85
1049,204,10000
1049,205,10000
1049,206,10000
1049,207,10000
1049,208,10000
1049,209,51
1049,210,10000
1050,201,10000
1050,202,10000
1050,203,10000
1050,204,84
1050,205,10000
1050,206,10000
1050,207,4
1050,208,10000
1050,209,62
1050,210,10000
Budget,663
