Configuration, ObservableConfiguration, Cost
151,31,35
151,32,58
151,33,10000
151,34,10000
151,35,33
151,36,11
151,37,20
151,38,65
151,39,84
151,40,17
152,31,10000
152,32,69
152,33,83
152,34,44
152,35,47
152,36,29
152,37,6
152,38,29
152,39,10000
152,40,66
153,31,10000
153,32,10000
153,33,2
153,34,80
153,35,10000
153,36,10000
153,37,23
153,38,10000
153,39,3
153,40,70
154,31,10000
154,32,10000
154,33,10000
154,34,27
154,35,55
154,36,81
154,37,10000
154,38,28
154,39,68
154,40,86
155,31,10000
155,32,10000
155,33,95
155,34,10000
155,35,1
155,36,87
155,37,10000
155,38,10000
155,39,79
155,40,10000
156,31,10000
156,32,17
156,33,29
156,34,37
156,35,10000
156,36,10000
156,37,80
156,38,17
156,39,10000
156,40,10000
157,31,37
157,32,10000
157,33,10000
157,34,10000
157,35,38
157,36,10000
157,37,10000
157,38,49
157,39,31
157,40,10000
158,31,10000
158,32,11
158,33,50
158,34,10000
158,35,29
158,36,10000
158,37,10000
158,38,10000
158,39,10000
158,40,10000
159,31,10000
159,32,10000
159,33,30
159,34,94
159,35,28
159,36,10000
159,37,10000
159,38,10000
159,39,25
159,40,90
160,31,10000
160,32,10000
160,33,8
160,34,10000
160,35,29
160,36,10000
160,37,10000
160,38,10000
160,39,10000
160,40,10000
161,31,59
161,32,10000
161,33,50
161,34,8
161,35,84
161,36,10000
161,37,88
161,38,2
161,39,10000
161,40,1
162,31,10000
162,32,90
162,33,86
162,34,55
162,35,19
162,36,10000
162,37,61
162,38,10000
162,39,74
162,40,84
163,31,92
163,32,14
163,33,10000
163,34,10000
163,35,82
163,36,98
163,37,6
163,38,20
163,39,18
163,40,100
164,31,10000
164,32,10000
164,33,95
164,34,1
164,35,10000
164,36,65
164,37,10000
164,38,35
164,39,10000
164,40,38
165,31,10000
165,32,10000
165,33,47
165,34,15
165,35,77
165,36,66
165,37,39
165,38,10000
165,39,11
165,40,10000
166,31,81
166,32,10000
166,33,25
166,34,54
166,35,10000
166,36,10000
166,37,76
166,38,10000
166,39,10000
166,40,10000
167,31,10000
167,32,4
167,33,3
167,34,46
167,35,80
167,36,96
167,37,10000
167,38,10000
167,39,5
167,40,22
168,31,80
168,32,17
168,33,10000
168,34,10000
168,35,10000
168,36,10000
168,37,10000
168,38,10000
168,39,10000
168,40,49
169,31,66
169,32,10000
169,33,70
169,34,10000
169,35,64
169,36,10000
169,37,28
169,38,10000
169,39,88
169,40,57
170,31,56
170,32,7
170,33,10000
170,34,10000
170,35,10000
170,36,19
170,37,10000
170,38,97
170,39,88
170,40,10000
171,31,31
171,32,30
171,33,10000
171,34,10000
171,35,19
171,36,20
171,37,10000
171,38,84
171,39,10000
171,40,10000
172,31,31
172,32,4
172,33,84
172,34,77
172,35,10000
172,36,10000
172,37,10000
172,38,10000
172,39,10000
172,40,10000
173,31,10000
173,32,62
173,33,58
173,34,31
173,35,10000
173,36,62
173,37,68
173,38,10000
173,39,10000
173,40,10000
174,31,47
174,32,98
174,33,74
174,34,25
174,35,47
174,36,44
174,37,10000
174,38,10000
174,39,49
174,40,58
175,31,76
175,32,45
175,33,58
175,34,93
175,35,73
175,36,55
175,37,10000
175,38,10000
175,39,67
175,40,10000
176,31,10000
176,32,90
176,33,64
176,34,69
176,35,90
176,36,66
176,37,29
176,38,10000
176,39,43
176,40,10000
177,31,10000
177,32,46
177,33,10000
177,34,67
177,35,10000
177,36,57
177,37,72
177,38,10000
177,39,10000
177,40,10000
178,31,7
178,32,10000
178,33,8
178,34,80
178,35,10000
178,36,15
178,37,59
178,38,10000
178,39,10000
178,40,5
179,31,10000
179,32,99
179,33,10000
179,34,89
179,35,10000
179,36,23
179,37,2
179,38,37
179,39,64
179,40,94
180,31,84
180,32,89
180,33,49
180,34,10000
180,35,10000
180,36,29
180,37,10000
180,38,1
180,39,14
180,40,100
181,31,45
181,32,25
181,33,10000
181,34,10000
181,35,47
181,36,10000
181,37,44
181,38,14
181,39,10000
181,40,90
182,31,10000
182,32,21
182,33,10000
182,34,22
182,35,10000
182,36,10000
182,37,68
182,38,85
182,39,10000
182,40,10000
183,31,10000
183,32,39
183,33,16
183,34,10000
183,35,10000
183,36,10000
183,37,10000
183,38,88
183,39,10000
183,40,59
184,31,32
184,32,10000
184,33,87
184,34,84
184,35,10000
184,36,43
184,37,49
184,38,10000
184,39,10000
184,40,10000
185,31,10000
185,32,26
185,33,10000
185,34,44
185,35,87
185,36,10000
185,37,10000
185,38,10000
185,39,10000
185,40,96
186,31,30
186,32,10000
186,33,10000
186,34,94
186,35,10000
186,36,78
186,37,10000
186,38,68
186,39,86
186,40,10000
187,31,69
187,32,8
187,33,55
187,34,10000
187,35,10000
187,36,20
187,37,47
187,38,10000
187,39,48
187,40,81
188,31,10000
188,32,10000
188,33,10000
188,34,95
188,35,10000
188,36,80
188,37,10000
188,38,10000
188,39,75
188,40,10000
189,31,10000
189,32,39
189,33,10000
189,34,1
189,35,10000
189,36,10000
189,37,10000
189,38,10000
189,39,10000
189,40,15
190,31,71
190,32,10000
190,33,53
190,34,96
190,35,4
190,36,72
190,37,28
190,38,12
190,39,10000
190,40,99
191,31,75
191,32,80
191,33,10000
191,34,10000
191,35,10000
191,36,10000
191,37,10000
191,38,10000
191,39,64
191,40,10000
192,31,93
192,32,97
192,33,10000
192,34,78
192,35,10000
192,36,10000
192,37,10000
192,38,10000
192,39,58
192,40,48
193,31,10000
193,32,10000
193,33,10000
193,34,78
193,35,30
193,36,10000
193,37,2
193,38,10000
193,39,50
193,40,10000
194,31,95
194,32,13
194,33,10000
194,34,10000
194,35,10000
194,36,10000
194,37,10000
194,38,10000
194,39,51
194,40,87
195,31,10000
195,32,10000
195,33,43
195,34,10000
195,35,82
195,36,13
195,37,4
195,38,10000
195,39,10000
195,40,5
196,31,39
196,32,10000
196,33,79
196,34,33
196,35,10000
196,36,10000
196,37,55
196,38,10000
196,39,10000
196,40,10000
197,31,10000
197,32,27
197,33,10000
197,34,29
197,35,82
197,36,50
197,37,62
197,38,90
197,39,10000
197,40,83
198,31,10000
198,32,10000
198,33,10000
198,34,10000
198,35,14
198,36,10000
198,37,10000
198,38,10000
198,39,81
198,40,91
199,31,10000
199,32,17
199,33,10000
199,34,10000
199,35,10000
199,36,46
199,37,10000
199,38,10000
199,39,10000
199,40,10000
200,31,64
200,32,10000
200,33,4
200,34,10000
200,35,10000
200,36,10000
200,37,10000
200,38,10000
200,39,80
200,40,10000
Budget,462
