Configuration, ObservableConfiguration, Cost
801,225,14
801,226,44
801,227,10000
801,228,10000
801,229,20
801,230,10000
801,231,68
801,232,10000
801,233,65
801,234,10000
801,235,71
801,236,10000
801,237,2
801,238,14
802,225,60
802,226,10000
802,227,6
802,228,10000
802,229,10000
802,230,10000
802,231,40
802,232,46
802,233,10000
802,234,7
802,235,14
802,236,43
802,237,10000
802,238,54
803,225,10000
803,226,95
803,227,25
803,228,10000
803,229,10000
803,230,10000
803,231,10000
803,232,10000
803,233,10000
803,234,10000
803,235,88
803,236,94
803,237,26
803,238,10000
804,225,10000
804,226,10000
804,227,18
804,228,10000
804,229,10000
804,230,10000
804,231,72
804,232,10000
804,233,10000
804,234,69
804,235,20
804,236,57
804,237,10000
804,238,10000
805,225,45
805,226,95
805,227,10000
805,228,10000
805,229,10000
805,230,10000
805,231,30
805,232,10000
805,233,10000
805,234,10000
805,235,10000
805,236,98
805,237,5
805,238,14
806,225,49
806,226,10000
806,227,12
806,228,52
806,229,10000
806,230,89
806,231,10000
806,232,31
806,233,87
806,234,99
806,235,7
806,236,91
806,237,15
806,238,10000
807,225,60
807,226,24
807,227,10000
807,228,79
807,229,10000
807,230,12
807,231,10000
807,232,10000
807,233,10000
807,234,10000
807,235,10000
807,236,10000
807,237,10000
807,238,10000
808,225,26
808,226,10000
808,227,10000
808,228,34
808,229,10000
808,230,10000
808,231,83
808,232,10000
808,233,71
808,234,51
808,235,47
808,236,24
808,237,10000
808,238,43
809,225,61
809,226,10000
809,227,10000
809,228,10000
809,229,67
809,230,10000
809,231,63
809,232,10000
809,233,10000
809,234,10000
809,235,10000
809,236,10000
809,237,10000
809,238,10000
810,225,10000
810,226,16
810,227,94
810,228,34
810,229,10000
810,230,45
810,231,21
810,232,14
810,233,10000
810,234,10000
810,235,95
810,236,10000
810,237,76
810,238,49
811,225,10000
811,226,19
811,227,10000
811,228,28
811,229,68
811,230,10000
811,231,25
811,232,53
811,233,10000
811,234,25
811,235,10000
811,236,95
811,237,61
811,238,44
812,225,10000
812,226,10000
812,227,17
812,228,10000
812,229,10000
812,230,35
812,231,10000
812,232,10000
812,233,10000
812,234,10000
812,235,29
812,236,10000
812,237,10000
812,238,47
813,225,65
813,226,78
813,227,10000
813,228,47
813,229,91
813,230,10000
813,231,24
813,232,10000
813,233,10000
813,234,28
813,235,6
813,236,10000
813,237,10000
813,238,89
814,225,48
814,226,78
814,227,10000
814,228,59
814,229,29
814,230,10000
814,231,10000
814,232,10000
814,233,10000
814,234,50
814,235,10000
814,236,78
814,237,24
814,238,80
815,225,56
815,226,10000
815,227,16
815,228,10000
815,229,10000
815,230,10000
815,231,10000
815,232,42
815,233,49
815,234,32
815,235,10000
815,236,10000
815,237,10000
815,238,10000
816,225,10000
816,226,10000
816,227,10000
816,228,36
816,229,27
816,230,28
816,231,10000
816,232,94
816,233,10000
816,234,10000
816,235,10000
816,236,77
816,237,10000
816,238,10000
817,225,9
817,226,10000
817,227,63
817,228,10000
817,229,25
817,230,42
817,231,10000
817,232,10000
817,233,10000
817,234,31
817,235,10000
817,236,63
817,237,86
817,238,80
818,225,73
818,226,51
818,227,10000
818,228,10000
818,229,10000
818,230,10000
818,231,10000
818,232,93
818,233,10000
818,234,73
818,235,10000
818,236,10000
818,237,10000
818,238,28
819,225,10000
819,226,10000
819,227,10000
819,228,10000
819,229,10000
819,230,10000
819,231,32
819,232,5
819,233,76
819,234,61
819,235,10000
819,236,10000
819,237,66
819,238,6
820,225,10000
820,226,10000
820,227,85
820,228,10
820,229,22
820,230,10000
820,231,10000
820,232,83
820,233,10000
820,234,40
820,235,10000
820,236,10000
820,237,23
820,238,10000
821,225,9
821,226,50
821,227,70
821,228,10000
821,229,2
821,230,84
821,231,9
821,232,10000
821,233,10000
821,234,72
821,235,10000
821,236,54
821,237,10000
821,238,10000
822,225,78
822,226,47
822,227,41
822,228,10000
822,229,10000
822,230,10000
822,231,10000
822,232,6
822,233,10000
822,234,10000
822,235,10000
822,236,68
822,237,7
822,238,67
823,225,74
823,226,20
823,227,5
823,228,74
823,229,81
823,230,42
823,231,2
823,232,1
823,233,73
823,234,10000
823,235,10000
823,236,10000
823,237,10000
823,238,10000
824,225,80
824,226,10000
824,227,31
824,228,26
824,229,100
824,230,24
824,231,55
824,232,40
824,233,32
824,234,10000
824,235,10000
824,236,60
824,237,10
824,238,10000
825,225,10000
825,226,10000
825,227,10000
825,228,47
825,229,10000
825,230,10000
825,231,98
825,232,45
825,233,21
825,234,37
825,235,10000
825,236,10000
825,237,10000
825,238,10000
826,225,16
826,226,10000
826,227,5
826,228,10000
826,229,23
826,230,45
826,231,36
826,232,10000
826,233,36
826,234,3
826,235,85
826,236,10000
826,237,10000
826,238,10000
827,225,37
827,226,10000
827,227,10000
827,228,10000
827,229,86
827,230,10000
827,231,10000
827,232,57
827,233,76
827,234,10000
827,235,10000
827,236,10000
827,237,10000
827,238,10000
828,225,10000
828,226,10000
828,227,10000
828,228,10000
828,229,60
828,230,10000
828,231,68
828,232,27
828,233,94
828,234,38
828,235,100
828,236,8
828,237,10000
828,238,10000
829,225,72
829,226,10000
829,227,26
829,228,59
829,229,56
829,230,77
829,231,62
829,232,10000
829,233,77
829,234,10000
829,235,10000
829,236,10000
829,237,83
829,238,40
830,225,10000
830,226,98
830,227,10000
830,228,36
830,229,60
830,230,27
830,231,10000
830,232,63
830,233,99
830,234,42
830,235,10000
830,236,10000
830,237,96
830,238,95
831,225,38
831,226,66
831,227,10000
831,228,30
831,229,10000
831,230,58
831,231,10000
831,232,4
831,233,92
831,234,100
831,235,10000
831,236,3
831,237,72
831,238,10000
832,225,10000
832,226,36
832,227,10000
832,228,98
832,229,93
832,230,33
832,231,10000
832,232,42
832,233,10000
832,234,69
832,235,10000
832,236,64
832,237,89
832,238,10000
833,225,10000
833,226,10000
833,227,6
833,228,22
833,229,84
833,230,10000
833,231,10000
833,232,21
833,233,9
833,234,10000
833,235,10000
833,236,10000
833,237,87
833,238,95
834,225,10000
834,226,10000
834,227,36
834,228,97
834,229,10000
834,230,10000
834,231,10000
834,232,47
834,233,10000
834,234,52
834,235,10000
834,236,29
834,237,80
834,238,10000
835,225,51
835,226,72
835,227,10000
835,228,86
835,229,10000
835,230,10000
835,231,10000
835,232,88
835,233,10000
835,234,10000
835,235,10000
835,236,5
835,237,66
835,238,83
836,225,10000
836,226,10000
836,227,47
836,228,84
836,229,10000
836,230,10000
836,231,72
836,232,10000
836,233,10000
836,234,24
836,235,50
836,236,10000
836,237,58
836,238,10000
837,225,76
837,226,10000
837,227,10000
837,228,49
837,229,10000
837,230,16
837,231,10000
837,232,10000
837,233,52
837,234,10000
837,235,10000
837,236,10000
837,237,10000
837,238,10000
838,225,73
838,226,10000
838,227,12
838,228,21
838,229,64
838,230,10000
838,231,10000
838,232,10000
838,233,26
838,234,10000
838,235,92
838,236,14
838,237,33
838,238,10000
839,225,17
839,226,10000
839,227,10000
839,228,36
839,229,10000
839,230,100
839,231,10000
839,232,87
839,233,10000
839,234,22
839,235,10000
839,236,19
839,237,28
839,238,10000
840,225,78
840,226,10000
840,227,11
840,228,40
840,229,10000
840,230,65
840,231,10000
840,232,10000
840,233,78
840,234,60
840,235,27
840,236,10000
840,237,10000
840,238,61
841,225,10000
841,226,10000
841,227,41
841,228,84
841,229,43
841,230,10000
841,231,55
841,232,10000
841,233,49
841,234,10000
841,235,10000
841,236,26
841,237,86
841,238,10000
842,225,27
842,226,10000
842,227,24
842,228,91
842,229,10000
842,230,10000
842,231,10000
842,232,42
842,233,37
842,234,10000
842,235,10000
842,236,50
842,237,52
842,238,10000
843,225,10000
843,226,10000
843,227,6
843,228,10000
843,229,10000
843,230,10000
843,231,10000
843,232,10000
843,233,10000
843,234,10000
843,235,7
843,236,10000
843,237,86
843,238,10000
844,225,10000
844,226,40
844,227,10000
844,228,10000
844,229,10000
844,230,86
844,231,10000
844,232,73
844,233,10000
844,234,10000
844,235,38
844,236,1
844,237,48
844,238,18
845,225,10000
845,226,10000
845,227,10000
845,228,10000
845,229,10000
845,230,10000
845,231,85
845,232,44
845,233,10000
845,234,93
845,235,13
845,236,10000
845,237,10000
845,238,70
846,225,10000
846,226,10000
846,227,10000
846,228,48
846,229,31
846,230,10000
846,231,15
846,232,10000
846,233,10000
846,234,95
846,235,10000
846,236,10000
846,237,11
846,238,10000
847,225,17
847,226,64
847,227,10000
847,228,10000
847,229,10000
847,230,10000
847,231,10000
847,232,10000
847,233,72
847,234,10000
847,235,10000
847,236,19
847,237,10000
847,238,28
848,225,90
848,226,50
848,227,44
848,228,5
848,229,10000
848,230,18
848,231,10000
848,232,10000
848,233,10000
848,234,10000
848,235,37
848,236,10000
848,237,43
848,238,10000
849,225,10000
849,226,10000
849,227,50
849,228,10000
849,229,78
849,230,22
849,231,10000
849,232,100
849,233,10000
849,234,10000
849,235,10000
849,236,29
849,237,10000
849,238,10000
850,225,10000
850,226,35
850,227,10000
850,228,21
850,229,46
850,230,10000
850,231,37
850,232,10000
850,233,4
850,234,52
850,235,74
850,236,10000
850,237,10000
850,238,75
Budget,548
