Configuration, ObservableConfiguration, Cost
551,111,3
551,112,47
551,113,23
551,114,73
551,115,10000
551,116,69
551,117,6
551,118,92
551,119,10000
551,120,18
552,111,10000
552,112,10000
552,113,10000
552,114,7
552,115,10000
552,116,72
552,117,10000
552,118,88
552,119,10000
552,120,75
553,111,49
553,112,54
553,113,10000
553,114,10000
553,115,10000
553,116,63
553,117,4
553,118,10000
553,119,40
553,120,10000
554,111,58
554,112,10000
554,113,56
554,114,10000
554,115,40
554,116,51
554,117,10000
554,118,22
554,119,25
554,120,13
555,111,60
555,112,10000
555,113,10000
555,114,87
555,115,10000
555,116,10000
555,117,10000
555,118,10000
555,119,10000
555,120,10000
556,111,11
556,112,50
556,113,10000
556,114,10000
556,115,10000
556,116,3
556,117,10000
556,118,10000
556,119,88
556,120,10000
557,111,46
557,112,22
557,113,10000
557,114,29
557,115,52
557,116,10000
557,117,39
557,118,71
557,119,59
557,120,10000
558,111,1
558,112,56
558,113,10000
558,114,13
558,115,10000
558,116,3
558,117,10000
558,118,71
558,119,10000
558,120,74
559,111,10000
559,112,30
559,113,10000
559,114,48
559,115,61
559,116,10000
559,117,10000
559,118,54
559,119,10000
559,120,10000
560,111,10000
560,112,10000
560,113,59
560,114,10000
560,115,58
560,116,10000
560,117,10000
560,118,63
560,119,34
560,120,10000
561,111,60
561,112,49
561,113,10000
561,114,10000
561,115,10000
561,116,10000
561,117,10000
561,118,61
561,119,10000
561,120,10000
562,111,10000
562,112,10000
562,113,54
562,114,69
562,115,71
562,116,12
562,117,10000
562,118,10000
562,119,10000
562,120,46
563,111,10000
563,112,10000
563,113,10000
563,114,10000
563,115,57
563,116,10000
563,117,84
563,118,15
563,119,10000
563,120,12
564,111,10000
564,112,9
564,113,34
564,114,62
564,115,87
564,116,10000
564,117,10000
564,118,79
564,119,79
564,120,38
565,111,80
565,112,31
565,113,78
565,114,60
565,115,10000
565,116,100
565,117,10000
565,118,10
565,119,10000
565,120,10000
566,111,28
566,112,10000
566,113,97
566,114,71
566,115,10000
566,116,10000
566,117,86
566,118,31
566,119,22
566,120,89
567,111,10000
567,112,72
567,113,8
567,114,82
567,115,10000
567,116,10000
567,117,1
567,118,10000
567,119,10000
567,120,10000
568,111,43
568,112,99
568,113,10000
568,114,5
568,115,61
568,116,10000
568,117,60
568,118,10000
568,119,91
568,120,10000
569,111,10000
569,112,64
569,113,36
569,114,98
569,115,22
569,116,10000
569,117,40
569,118,10000
569,119,10000
569,120,10000
570,111,10000
570,112,10000
570,113,10000
570,114,91
570,115,10000
570,116,10000
570,117,10000
570,118,10000
570,119,10000
570,120,10000
571,111,71
571,112,22
571,113,10000
571,114,47
571,115,10000
571,116,16
571,117,10000
571,118,65
571,119,10000
571,120,57
572,111,10000
572,112,14
572,113,10000
572,114,87
572,115,10000
572,116,77
572,117,75
572,118,68
572,119,10000
572,120,10000
573,111,37
573,112,2
573,113,1
573,114,8
573,115,25
573,116,2
573,117,28
573,118,20
573,119,27
573,120,82
574,111,85
574,112,10000
574,113,10000
574,114,10000
574,115,10000
574,116,42
574,117,25
574,118,3
574,119,10000
574,120,71
575,111,15
575,112,10000
575,113,8
575,114,70
575,115,71
575,116,10000
575,117,46
575,118,10000
575,119,10000
575,120,34
576,111,10000
576,112,10000
576,113,10000
576,114,10000
576,115,88
576,116,55
576,117,3
576,118,80
576,119,10000
576,120,10000
577,111,90
577,112,10000
577,113,10000
577,114,39
577,115,6
577,116,10000
577,117,3
577,118,58
577,119,78
577,120,10000
578,111,52
578,112,55
578,113,10000
578,114,70
578,115,10000
578,116,10000
578,117,7
578,118,10000
578,119,77
578,120,48
579,111,55
579,112,10000
579,113,28
579,114,79
579,115,10000
579,116,10000
579,117,10000
579,118,22
579,119,58
579,120,35
580,111,10000
580,112,2
580,113,10000
580,114,10000
580,115,10000
580,116,21
580,117,10000
580,118,38
580,119,82
580,120,69
581,111,71
581,112,11
581,113,15
581,114,70
581,115,40
581,116,10000
581,117,50
581,118,59
581,119,10000
581,120,10000
582,111,70
582,112,10000
582,113,67
582,114,10000
582,115,10000
582,116,10000
582,117,10000
582,118,10000
582,119,27
582,120,10000
583,111,10000
583,112,88
583,113,56
583,114,10000
583,115,23
583,116,76
583,117,10000
583,118,64
583,119,10000
583,120,48
584,111,99
584,112,10000
584,113,10000
584,114,43
584,115,10000
584,116,10000
584,117,18
584,118,16
584,119,67
584,120,10000
585,111,31
585,112,10000
585,113,37
585,114,19
585,115,4
585,116,10000
585,117,20
585,118,10000
585,119,10000
585,120,60
586,111,54
586,112,54
586,113,10000
586,114,10000
586,115,10000
586,116,69
586,117,10000
586,118,18
586,119,10000
586,120,10000
587,111,77
587,112,10000
587,113,16
587,114,52
587,115,10000
587,116,97
587,117,18
587,118,66
587,119,10000
587,120,53
588,111,10000
588,112,10000
588,113,10000
588,114,11
588,115,10000
588,116,40
588,117,10000
588,118,10000
588,119,87
588,120,10000
589,111,63
589,112,60
589,113,87
589,114,43
589,115,68
589,116,10000
589,117,10000
589,118,35
589,119,56
589,120,10000
590,111,10000
590,112,10000
590,113,10000
590,114,71
590,115,36
590,116,13
590,117,26
590,118,81
590,119,14
590,120,10000
591,111,55
591,112,53
591,113,10000
591,114,71
591,115,10000
591,116,10000
591,117,87
591,118,10000
591,119,10000
591,120,25
592,111,10000
592,112,78
592,113,91
592,114,10000
592,115,10000
592,116,10000
592,117,32
592,118,36
592,119,14
592,120,49
593,111,98
593,112,61
593,113,10000
593,114,10000
593,115,67
593,116,10000
593,117,72
593,118,10000
593,119,10000
593,120,85
594,111,10000
594,112,80
594,113,10000
594,114,42
594,115,10000
594,116,10000
594,117,92
594,118,10000
594,119,6
594,120,10000
595,111,10000
595,112,59
595,113,10000
595,114,10000
595,115,80
595,116,10000
595,117,49
595,118,63
595,119,81
595,120,45
596,111,10000
596,112,10000
596,113,1
596,114,10000
596,115,10000
596,116,10000
596,117,69
596,118,48
596,119,66
596,120,10000
597,111,4
597,112,64
597,113,74
597,114,10000
597,115,10000
597,116,7
597,117,77
597,118,10000
597,119,10000
597,120,20
598,111,10000
598,112,10000
