Configuration, ObservableConfiguration, Cost
151,43,10000
151,44,92
151,45,10000
151,46,24
151,47,10000
151,48,10000
151,49,43
151,50,10000
151,51,19
151,52,67
151,53,3
151,54,22
151,55,10000
151,56,44
152,43,18
152,44,10000
152,45,10000
152,46,74
152,47,48
152,48,10000
152,49,98
152,50,67
152,51,28
152,52,44
152,53,67
152,54,47
152,55,54
152,56,10000
153,43,100
153,44,10000
153,45,21
153,46,27
153,47,10000
153,48,10000
153,49,10000
153,50,10000
153,51,10000
153,52,95
153,53,10000
153,54,10000
153,55,10000
153,56,10000
154,43,10000
154,44,7
154,45,10000
154,46,3
154,47,21
154,48,10000
154,49,69
154,50,10000
154,51,81
154,52,10000
154,53,70
154,54,10000
154,55,10000
154,56,10000
155,43,23
155,44,10000
155,45,5
155,46,29
155,47,22
155,48,36
155,49,10000
155,50,10000
155,51,10000
155,52,10000
155,53,10000
155,54,10000
155,55,10000
155,56,36
156,43,10000
156,44,99
156,45,10000
156,46,10000
156,47,72
156,48,75
156,49,42
156,50,10000
156,51,10000
156,52,23
156,53,47
156,54,47
156,55,10000
156,56,79
157,43,50
157,44,10000
157,45,80
157,46,17
157,47,10000
157,48,73
157,49,10000
157,50,41
157,51,92
157,52,10000
157,53,93
157,54,10000
157,55,77
157,56,10000
158,43,10000
158,44,10000
158,45,10000
158,46,10000
158,47,10000
158,48,11
158,49,96
158,50,10000
158,51,12
158,52,10000
158,53,83
158,54,8
158,55,10000
158,56,10000
159,43,100
159,44,25
159,45,49
159,46,68
159,47,10000
159,48,10000
159,49,33
159,50,10000
159,51,10000
159,52,10000
159,53,10000
159,54,47
159,55,10000
159,56,10000
160,43,5
160,44,10000
160,45,10000
160,46,37
160,47,98
160,48,10000
160,49,10000
160,50,10000
160,51,10000
160,52,88
160,53,10000
160,54,10000
160,55,94
160,56,54
161,43,10000
161,44,98
161,45,10000
161,46,22
161,47,10000
161,48,13
161,49,32
161,50,47
161,51,23
161,52,10000
161,53,10000
161,54,10000
161,55,44
161,56,23
162,43,2
162,44,13
162,45,64
162,46,10000
162,47,71
162,48,10000
162,49,87
162,50,10000
162,51,10000
162,52,28
162,53,10000
162,54,10000
162,55,25
162,56,30
163,43,86
163,44,10000
163,45,100
163,46,78
163,47,10000
163,48,47
163,49,10000
163,50,10000
163,51,10000
163,52,48
163,53,80
163,54,10000
163,55,10000
163,56,16
164,43,10000
164,44,10000
164,45,10000
164,46,39
164,47,10000
164,48,88
164,49,10000
164,50,25
164,51,79
164,52,10000
164,53,75
164,54,10000
164,55,10000
164,56,10000
165,43,53
165,44,15
165,45,68
165,46,10000
165,47,10000
165,48,53
165,49,10000
165,50,10000
165,51,16
165,52,70
165,53,10000
165,54,39
165,55,30
165,56,28
166,43,53
166,44,34
166,45,10000
166,46,39
166,47,10000
166,48,98
166,49,49
166,50,75
166,51,10000
166,52,10000
166,53,87
166,54,28
166,55,10000
166,56,92
167,43,30
167,44,10000
167,45,10000
167,46,10000
167,47,10000
167,48,10000
167,49,76
167,50,10000
167,51,10000
167,52,10000
167,53,22
167,54,89
167,55,82
167,56,10000
168,43,10000
168,44,10000
168,45,96
168,46,15
168,47,89
168,48,10000
168,49,10000
168,50,10000
168,51,33
168,52,10000
168,53,96
168,54,10000
168,55,38
168,56,10000
169,43,100
169,44,4
169,45,10000
169,46,48
169,47,57
169,48,46
169,49,10000
169,50,10000
169,51,10000
169,52,10000
169,53,62
169,54,10000
169,55,75
169,56,55
170,43,10000
170,44,10000
170,45,20
170,46,10000
170,47,82
170,48,10000
170,49,19
170,50,26
170,51,10000
170,52,78
170,53,75
170,54,10000
170,55,10000
170,56,10000
171,43,41
171,44,10000
171,45,10000
171,46,96
171,47,12
171,48,35
171,49,15
171,50,51
171,51,38
171,52,10000
171,53,28
171,54,10000
171,55,10000
171,56,14
172,43,29
172,44,10000
172,45,10000
172,46,10000
172,47,93
172,48,95
172,49,10000
172,50,10000
172,51,30
172,52,93
172,53,10000
172,54,24
172,55,56
172,56,10000
173,43,68
173,44,10000
173,45,10000
173,46,32
173,47,100
173,48,10000
173,49,10000
173,50,10000
173,51,84
173,52,25
173,53,10000
173,54,36
173,55,10000
173,56,10000
174,43,36
174,44,10000
174,45,2
174,46,10000
174,47,22
174,48,87
174,49,68
174,50,10000
174,51,80
174,52,93
174,53,93
174,54,85
174,55,10000
174,56,10000
175,43,29
175,44,10000
175,45,10000
175,46,10000
175,47,13
175,48,23
175,49,41
175,50,10000
175,51,96
175,52,5
175,53,76
175,54,10000
175,55,10000
175,56,58
176,43,10000
176,44,88
176,45,10000
176,46,39
176,47,10000
176,48,94
176,49,10000
176,50,18
176,51,10000
176,52,35
176,53,76
176,54,6
176,55,10000
176,56,74
177,43,82
177,44,66
177,45,10000
177,46,10000
177,47,10000
177,48,46
177,49,10000
177,50,10000
177,51,10000
177,52,10000
177,53,10000
177,54,10000
177,55,92
177,56,99
178,43,10000
178,44,10000
178,45,10000
178,46,9
178,47,10000
178,48,10000
178,49,12
178,50,10000
178,51,6
178,52,14
178,53,10000
178,54,67
178,55,59
178,56,10000
179,43,2
179,44,10000
179,45,26
179,46,10000
179,47,58
179,48,29
179,49,91
179,50,10000
179,51,75
179,52,73
179,53,10000
179,54,76
179,55,10
179,56,10000
180,43,10000
180,44,5
180,45,10000
180,46,76
180,47,10000
180,48,10000
180,49,10000
180,50,10000
180,51,75
180,52,10
180,53,10000
180,54,65
180,55,64
180,56,86
181,43,22
181,44,16
181,45,10000
181,46,10000
181,47,10000
181,48,10000
181,49,10000
181,50,75
181,51,43
181,52,34
181,53,10000
181,54,82
181,55,88
181,56,63
182,43,10000
182,44,10000
182,45,62
182,46,10000
182,47,10000
182,48,10000
182,49,36
182,50,28
182,51,11
182,52,10000
182,53,3
182,54,10000
182,55,10000
182,56,17
183,43,38
183,44,36
183,45,73
183,46,79
183,47,10000
183,48,10000
183,49,32
183,50,3
183,51,10000
183,52,10000
183,53,2
183,54,10000
183,55,66
183,56,10000
184,43,59
184,44,10000
184,45,10000
184,46,10000
184,47,55
184,48,10000
184,49,10000
184,50,89
184,51,10000
184,52,10000
184,53,10000
184,54,68
184,55,56
184,56,68
185,43,10000
185,44,10000
185,45,10000
185,46,10000
185,47,37
185,48,19
185,49,10000
185,50,10000
185,51,25
185,52,68
185,53,30
185,54,10000
185,55,67
185,56,88
186,43,10
186,44,77
186,45,10000
186,46,10000
186,47,72
186,48,11
186,49,10000
186,50,4
186,51,20
186,52,96
186,53,10000
186,54,10000
186,55,66
186,56,10000
187,43,59
187,44,10000
187,45,11
187,46,67
187,47,10000
187,48,10000
187,49,10000
187,50,82
187,51,10000
187,52,10000
187,53,10000
187,54,10000
187,55,53
187,56,23
188,43,10000
188,44,10000
188,45,10000
188,46,65
188,47,26
188,48,10000
188,49,57
188,50,33
188,51,10000
188,52,33
188,53,10000
188,54,44
188,55,50
188,56,10000
189,43,12
189,44,10000
189,45,10000
189,46,10000
189,47,39
189,48,10000
189,49,9
189,50,10000
189,51,79
189,52,76
189,53,10000
189,54,10000
189,55,74
189,56,10000
190,43,10000
190,44,10000
190,45,66
190,46,10000
190,47,45
190,48,30
190,49,4
190,50,16
190,51,96
190,52,10000
190,53,10000
190,54,54
190,55,44
190,56,10000
191,43,10000
191,44,10000
191,45,10000
191,46,10000
191,47,59
191,48,10000
191,49,40
191,50,75
191,51,47
191,52,10000
191,53,10000
191,54,10000
191,55,7
191,56,86
192,43,10000
192,44,47
192,45,85
192,46,8
192,47,10000
192,48,10000
192,49,58
192,50,10000
192,51,99
192,52,70
192,53,8
192,54,10000
192,55,40
192,56,69
193,43,44
193,44,75
193,45,10000
193,46,10000
193,47,4
193,48,17
193,49,43
193,50,10000
193,51,10000
193,52,10000
193,53,10000
193,54,47
193,55,8
193,56,10000
194,43,10000
194,44,37
194,45,79
194,46,62
194,47,9
194,48,10000
194,49,31
194,50,15
194,51,14
194,52,37
194,53,10000
194,54,10000
194,55,41
194,56,10000
195,43,10000
195,44,10000
195,45,10000
195,46,10000
195,47,10000
195,48,10000
195,49,10000
195,50,10000
195,51,10000
195,52,47
195,53,19
195,54,83
195,55,51
195,56,10000
196,43,85
196,44,8
196,45,10000
196,46,10000
196,47,10000
196,48,10000
196,49,38
196,50,10000
196,51,10000
196,52,10000
196,53,10000
196,54,10000
196,55,10000
196,56,58
197,43,10
197,44,10000
197,45,10000
197,46,10000
197,47,10000
197,48,71
197,49,10000
197,50,10000
197,51,24
197,52,10000
197,53,10000
197,54,10000
197,55,10000
197,56,4
198,43,63
198,44,10000
198,45,15
198,46,10000
198,47,10000
198,48,80
198,49,85
198,50,23
198,51,65
198,52,63
198,53,10000
198,54,41
198,55,55
198,56,99
199,43,60
199,44,10000
199,45,10000
199,46,10000
199,47,35
199,48,10000
199,49,49
199,50,74
199,51,23
199,52,10000
199,53,10000
199,54,10000
199,55,10000
199,56,94
200,43,10000
200,44,12
200,45,78
200,46,10000
200,47,2
200,48,10000
200,49,10000
200,50,11
200,51,10000
200,52,68
200,53,48
200,54,99
200,55,10000
200,56,20
Budget,673
