Configuration, ObservableConfiguration, Cost
101,29,63
101,30,53
101,31,4
101,32,70
101,33,10000
101,34,72
101,35,61
101,36,10000
101,37,10000
101,38,89
101,39,10000
101,40,87
101,41,10000
101,42,10000
102,29,10000
102,30,10000
102,31,96
102,32,10000
102,33,10000
102,34,10000
102,35,10000
102,36,70
102,37,10000
102,38,10000
102,39,10000
102,40,10000
102,41,10000
102,42,98
103,29,79
103,30,19
103,31,21
103,32,10000
103,33,65
103,34,10000
103,35,10000
103,36,10000
103,37,10000
103,38,3
103,39,10000
103,40,25
103,41,10000
103,42,32
104,29,10000
104,30,10000
104,31,10000
104,32,10000
104,33,10000
104,34,29
104,35,51
104,36,29
104,37,13
104,38,10000
104,39,10000
104,40,83
104,41,10000
104,42,10000
105,29,17
105,30,10000
105,31,10000
105,32,10000
105,33,10000
105,34,5
105,35,10000
105,36,10000
105,37,10000
105,38,70
105,39,91
105,40,51
105,41,68
105,42,10000
106,29,50
106,30,53
106,31,37
106,32,10000
106,33,10000
106,34,96
106,35,10000
106,36,6
106,37,10000
106,38,69
106,39,10000
106,40,10000
106,41,10000
106,42,10000
107,29,9
107,30,10000
107,31,21
107,32,10000
107,33,10000
107,34,10000
107,35,32
107,36,10000
107,37,10000
107,38,10000
107,39,66
107,40,10000
107,41,10000
107,42,74
108,29,50
108,30,10000
108,31,10000
108,32,29
108,33,10000
108,34,10000
108,35,10000
108,36,4
108,37,16
108,38,39
108,39,10000
108,40,14
108,41,10000
108,42,43
109,29,75
109,30,10000
109,31,31
109,32,10000
109,33,52
109,34,73
109,35,70
109,36,10000
109,37,10000
109,38,10000
109,39,64
109,40,10000
109,41,48
109,42,10000
110,29,10000
110,30,10000
110,31,10000
110,32,81
110,33,42
110,34,10000
110,35,17
110,36,10000
110,37,86
110,38,10000
110,39,10000
110,40,22
110,41,40
110,42,10000
111,29,10000
111,30,100
111,31,67
111,32,46
111,33,10000
111,34,10000
111,35,10000
111,36,3
111,37,91
111,38,31
111,39,10000
111,40,10000
111,41,29
111,42,73
112,29,18
112,30,29
112,31,76
112,32,26
112,33,10000
112,34,10000
112,35,10000
112,36,10000
112,37,82
112,38,10000
112,39,10000
112,40,18
112,41,13
112,42,14
113,29,24
113,30,10000
113,31,10000
113,32,72
113,33,10000
113,34,58
113,35,44
113,36,56
113,37,10000
113,38,35
113,39,10000
113,40,9
113,41,10000
113,42,63
114,29,53
114,30,79
114,31,67
114,32,10000
114,33,10000
114,34,10000
114,35,37
114,36,10000
114,37,22
114,38,81
114,39,66
114,40,10000
114,41,10000
114,42,10000
115,29,10000
115,30,4
115,31,10000
115,32,16
115,33,60
115,34,83
115,35,17
115,36,11
115,37,10000
115,38,92
115,39,30
115,40,10000
115,41,10000
115,42,10000
116,29,10000
116,30,69
116,31,23
116,32,10000
116,33,50
116,34,10000
116,35,54
116,36,10000
116,37,10000
116,38,10000
116,39,45
116,40,25
116,41,10000
116,42,68
117,29,10000
117,30,33
117,31,82
117,32,10000
117,33,98
117,34,10000
117,35,10000
117,36,81
117,37,18
117,38,22
117,39,96
117,40,10000
117,41,28
117,42,48
118,29,10000
118,30,18
118,31,10000
118,32,3
118,33,28
118,34,10000
118,35,30
118,36,35
118,37,64
118,38,10000
118,39,10000
118,40,39
118,41,95
118,42,11
119,29,30
119,30,10000
119,31,29
119,32,10000
119,33,52
119,34,10000
119,35,97
119,36,10000
119,37,10000
119,38,17
119,39,10000
119,40,87
119,41,38
119,42,88
120,29,10000
120,30,10000
120,31,10000
120,32,10000
120,33,68
120,34,10000
120,35,10000
120,36,10000
120,37,17
120,38,52
120,39,45
120,40,10000
120,41,10000
120,42,70
121,29,10000
121,30,72
121,31,10000
121,32,76
121,33,10000
121,34,33
121,35,10000
121,36,10000
121,37,74
121,38,55
121,39,27
121,40,18
121,41,73
121,42,32
122,29,4
122,30,95
122,31,10000
122,32,10000
122,33,10000
122,34,88
122,35,61
122,36,10000
122,37,10000
122,38,10000
122,39,53
122,40,10000
122,41,30
122,42,99
123,29,82
123,30,10000
123,31,10000
123,32,13
123,33,21
