Configuration, ObservableConfiguration, Cost
951,191,57
951,192,97
951,193,38
951,194,14
951,195,61
951,196,44
951,197,49
951,198,76
951,199,69
951,200,10000
952,191,10000
952,192,21
952,193,10000
952,194,10000
952,195,10000
952,196,10000
952,197,54
952,198,58
952,199,10000
952,200,10000
953,191,10000
953,192,10000
953,193,35
953,194,10000
953,195,10000
953,196,21
953,197,27
953,198,10000
953,199,24
953,200,54
954,191,10000
954,192,10000
954,193,15
954,194,10000
954,195,10000
954,196,48
954,197,88
954,198,10000
954,199,79
954,200,10000
955,191,10000
955,192,95
955,193,10000
955,194,10000
955,195,10000
955,196,10000
955,197,57
955,198,5
955,199,10000
955,200,10000
956,191,10000
956,192,10000
956,193,34
956,194,10000
956,195,12
956,196,16
956,197,88
956,198,10000
956,199,10000
956,200,25
957,191,10000
957,192,10000
957,193,9
957,194,77
957,195,10000
957,196,66
957,197,27
957,198,57
957,199,23
957,200,10000
958,191,10000
958,192,48
958,193,10000
958,194,10000
958,195,10000
958,196,10000
958,197,23
958,198,10000
958,199,89
958,200,10000
959,191,80
959,192,10000
959,193,60
959,194,10000
959,195,32
959,196,22
959,197,10000
959,198,10000
959,199,6
959,200,10000
960,191,29
960,192,10000
960,193,10000
960,194,10000
960,195,10000
960,196,97
960,197,52
960,198,10000
960,199,10000
960,200,24
961,191,10000
961,192,23
961,193,26
961,194,10000
961,195,85
961,196,56
961,197,72
961,198,10000
961,199,69
961,200,10000
962,191,59
962,192,10000
962,193,10000
962,194,10000
962,195,10000
962,196,58
962,197,51
962,198,87
962,199,10000
962,200,10000
963,191,14
963,192,10000
963,193,87
963,194,87
963,195,10000
963,196,10000
963,197,10000
963,198,10000
963,199,10000
963,200,64
964,191,10000
964,192,34
964,193,41
964,194,10000
964,195,10000
964,196,40
964,197,38
964,198,10000
964,199,42
964,200,10000
965,191,10000
965,192,10000
965,193,62
965,194,3
965,195,18
965,196,85
965,197,10000
965,198,80
965,199,76
965,200,37
966,191,94
966,192,10000
966,193,10000
966,194,52
966,195,86
966,196,10000
966,197,57
966,198,31
966,199,56
966,200,10000
967,191,10000
967,192,10000
967,193,78
967,194,9
967,195,10000
967,196,30
967,197,95
967,198,8
967,199,7
967,200,69
968,191,56
968,192,38
968,193,10000
968,194,10000
968,195,10000
968,196,10000
968,197,49
968,198,10000
968,199,24
968,200,10000
969,191,10000
969,192,10000
969,193,46
969,194,15
969,195,10000
969,196,10000
969,197,83
969,198,49
969,199,10000
969,200,10000
970,191,58
970,192,81
970,193,10000
970,194,10000
970,195,14
970,196,40
970,197,35
970,198,48
970,199,10000
970,200,10000
971,191,83
971,192,10000
971,193,10000
971,194,10000
971,195,69
971,196,10000
971,197,10000
971,198,10000
971,199,32
971,200,10000
972,191,56
972,192,84
972,193,10000
972,194,10000
972,195,10000
972,196,96
972,197,10000
972,198,93
972,199,10000
972,200,37
973,191,10000
973,192,10000
973,193,10000
973,194,56
973,195,31
973,196,10000
973,197,10000
973,198,10000
973,199,32
973,200,74
974,191,39
974,192,47
974,193,79
974,194,10000
974,195,79
974,196,10000
974,197,10000
974,198,16
974,199,28
974,200,26
975,191,20
975,192,10000
975,193,10000
975,194,50
975,195,10000
975,196,71
975,197,10000
975,198,66
975,199,10000
975,200,75
976,191,10000
976,192,10000
976,193,62
976,194,10000
976,195,10000
976,196,75
976,197,10000
976,198,73
976,199,26
976,200,10000
977,191,10000
977,192,59
977,193,10000
977,194,4
977,195,26
977,196,3
977,197,10000
977,198,33
977,199,10000
977,200,10000
978,191,10000
978,192,10000
978,193,10000
978,194,13
978,195,10000
978,196,10000
978,197,10000
978,198,10000
978,199,26
978,200,10000
979,191,76
979,192,10000
979,193,48
979,194,10000
979,195,40
979,196,77
979,197,10000
979,198,10000
979,199,10000
979,200,63
980,191,10000
980,192,10000
980,193,9
980,194,10000
980,195,68
980,196,10000
980,197,71
980,198,10000
980,199,10000
980,200,7
981,191,95
981,192,10000
981,193,66
981,194,10000
981,195,6
981,196,10000
981,197,38
981,198,10000
981,199,10000
981,200,10000
982,191,64
982,192,10000
982,193,86
982,194,10000
982,195,10000
982,196,36
982,197,43
982,198,27
982,199,53
982,200,15
983,191,96
983,192,62
983,193,10000
983,194,100
983,195,10000
983,196,10000
983,197,89
983,198,10000
983,199,53
983,200,84
984,191,10000
984,192,88
984,193,10000
984,194,10000
984,195,10000
984,196,44
984,197,10000
984,198,18
984,199,52
984,200,76
985,191,38
985,192,10000
985,193,64
985,194,90
985,195,30
985,196,10000
985,197,57
985,198,10000
985,199,52
985,200,10000
986,191,92
986,192,10000
986,193,18
986,194,50
986,195,10000
986,196,61
986,197,10000
986,198,10000
986,199,10000
986,200,10000
987,191,6
987,192,57
987,193,78
987,194,40
987,195,10000
987,196,59
987,197,10000
987,198,40
987,199,40
987,200,61
988,191,91
988,192,10000
988,193,48
988,194,10000
988,195,10
988,196,10000
988,197,10000
988,198,21
988,199,10000
988,200,54
989,191,10000
989,192,99
989,193,10000
989,194,10000
989,195,10000
989,196,10000
989,197,67
989,198,74
989,199,10
989,200,38
990,191,59
990,192,24
990,193,61
990,194,10000
990,195,4
990,196,13
990,197,60
990,198,10000
990,199,10000
990,200,98
991,191,10000
991,192,62
991,193,71
991,194,10000
991,195,18
991,196,38
991,197,16
991,198,10000
991,199,10000
991,200,44
992,191,10000
992,192,24
992,193,48
992,194,67
992,195,94
992,196,10000
992,197,1
992,198,10000
992,199,10000
992,200,42
993,191,10000
993,192,77
993,193,67
993,194,10000
993,195,10000
993,196,80
993,197,12
993,198,75
993,199,10000
993,200,10000
994,191,10000
994,192,65
994,193,78
994,194,18
994,195,49
994,196,10000
994,197,59
994,198,59
994,199,10000
994,200,61
995,191,25
995,192,10000
995,193,10000
995,194,10000
995,195,10000
995,196,10000
995,197,10000
995,198,16
995,199,10000
995,200,2
996,191,35
996,192,10000
996,193,10000
996,194,10000
996,195,10000
996,196,10000
996,197,26
996,198,10000
996,199,51
