Configuration, ObservableConfiguration, Cost
551,111,10000
551,112,10000
551,113,10000
551,114,56
551,115,4
551,116,87
551,117,10000
551,118,67
551,119,22
551,120,10000
552,111,87
552,112,10000
552,113,11
552,114,40
552,115,10000
552,116,22
552,117,10000
552,118,10000
552,119,10000
552,120,10000
553,111,10000
553,112,10000
553,113,12
553,114,61
553,115,10000
553,116,5
553,117,44
553,118,10000
553,119,10000
553,120,10000
554,111,9
554,112,42
554,113,8
554,114,89
554,115,82
554,116,10000
554,117,88
554,118,52
554,119,10000
554,120,10000
555,111,10000
555,112,40
555,113,56
555,114,77
555,115,10000
555,116,27
555,117,68
555,118,10000
555,119,10000
555,120,54
556,111,10000
556,112,1
556,113,10
556,114,80
556,115,10000
556,116,10000
556,117,38
556,118,10000
556,119,16
556,120,34
557,111,3
557,112,8
557,113,10000
557,114,10000
557,115,10000
557,116,10000
557,117,3
557,118,10000
557,119,10000
557,120,10000
558,111,10000
558,112,2
558,113,10000
558,114,75
558,115,10000
558,116,10000
558,117,10000
558,118,10000
558,119,10000
558,120,68
559,111,10000
559,112,10000
559,113,10000
559,114,80
559,115,10000
559,116,88
559,117,10000
559,118,51
559,119,53
559,120,41
560,111,98
560,112,46
560,113,95
560,114,10000
560,115,62
560,116,71
560,117,76
560,118,98
560,119,10000
560,120,71
561,111,10000
561,112,10000
561,113,10000
561,114,75
561,115,10000
561,116,10000
561,117,37
561,118,10000
561,119,68
561,120,10000
562,111,10000
562,112,80
562,113,11
562,114,29
562,115,10000
562,116,10000
562,117,62
562,118,32
562,119,10000
562,120,10000
563,111,1
563,112,10000
563,113,54
563,114,10000
563,115,86
563,116,49
563,117,10000
563,118,80
563,119,10000
563,120,10000
564,111,17
564,112,13
564,113,98
564,114,10000
564,115,96
564,116,32
564,117,92
564,118,10000
564,119,33
564,120,50
565,111,97
565,112,10000
565,113,10000
565,114,1
565,115,88
565,116,10000
565,117,80
565,118,10000
565,119,52
565,120,10000
566,111,30
566,112,50
566,113,10000
566,114,96
566,115,56
566,116,52
566,117,10000
566,118,10000
566,119,86
566,120,62
567,111,10000
567,112,11
567,113,10000
567,114,46
567,115,10000
567,116,10000
567,117,10000
567,118,10000
567,119,10000
567,120,47
568,111,10000
568,112,36
568,113,10000
568,114,10000
568,115,10000
568,116,10000
568,117,73
568,118,10000
568,119,21
568,120,45
569,111,6
569,112,10000
569,113,10000
569,114,90
569,115,10000
569,116,36
569,117,10000
569,118,33
569,119,10000
569,120,10000
570,111,90
570,112,10000
570,113,27
570,114,35
570,115,28
570,116,50
570,117,10000
570,118,81
570,119,24
570,120,10000
571,111,10000
571,112,72
571,113,10000
571,114,46
571,115,10000
571,116,10000
571,117,10000
571,118,36
571,119,38
571,120,95
572,111,10000
572,112,10000
572,113,10000
572,114,41
572,115,10000
572,116,10000
572,117,10000
572,118,10000
572,119,10000
572,120,10000
573,111,40
573,112,10000
573,113,60
573,114,10000
573,115,10000
573,116,22
573,117,10000
573,118,49
573,119,10000
573,120,10000
574,111,10000
574,112,13
574,113,90
574,114,51
574,115,10000
574,116,83
574,117,64
574,118,17
574,119,10000
574,120,80
575,111,10000
575,112,10000
575,113,10000
575,114,68
575,115,10000
575,116,10000
575,117,10000
575,118,10000
575,119,10000
575,120,23
576,111,10000
576,112,10000
576,113,10000
576,114,10000
576,115,21
576,116,10000
576,117,87
576,118,57
576,119,10000
576,120,46
577,111,10000
577,112,17
577,113,59
577,114,10000
577,115,13
577,116,61
577,117,10000
577,118,10000
577,119,10000
577,120,10000
578,111,10000
578,112,33
578,113,80
578,114,10000
578,115,10000
578,116,23
578,117,10000
578,118,62
578,119,91
578,120,80
579,111,10000
579,112,10000
579,113,47
579,114,10000
579,115,23
579,116,69
579,117,42
579,118,15
579,119,37
579,120,88
580,111,10000
580,112,35
580,113,31
580,114,84
580,115,59
580,116,96
580,117,93
580,118,47
580,119,10000
580,120,10000
581,111,10000
581,112,82
581,113,10000
581,114,10000
581,115,27
581,116,10000
581,117,83
581,118,16
581,119,10000
581,120,80
582,111,95
582,112,10000
582,113,10000
582,114,10000
582,115,30
582,116,10000
582,117,41
582,118,100
582,119,43
582,120,97
583,111,10000
583,112,10000
583,113,98
583,114,85
583,115,10000
583,116,80
583,117,91
583,118,83
583,119,10000
583,120,38
584,111,10000
584,112,10000
584,113,50
584,114,22
584,115,10000
584,116,10000
584,117,11
584,118,10000
584,119,10000
584,120,10000
585,111,74
585,112,10000
585,113,10000
585,114,10000
585,115,10000
585,116,10000
585,117,10000
585,118,56
585,119,10000
585,120,29
586,111,10000
586,112,67
586,113,10000
586,114,10000
586,115,3
586,116,10000
586,117,52
586,118,89
586,119,76
586,120,75
587,111,62
587,112,10000
587,113,10000
587,114,60
587,115,10000
587,116,10000
587,117,55
587,118,32
587,119,30
587,120,46
588,111,87
588,112,10000
588,113,16
588,114,45
588,115,10000
588,116,69
588,117,10000
588,118,27
588,119,10000
588,120,85
589,111,13
589,112,49
589,113,10000
589,114,31
589,115,10000
589,116,46
589,117,10000
589,118,38
589,119,62
589,120,10000
590,111,10000
590,112,10000
590,113,80
590,114,10000
590,115,88
590,116,10000
590,117,32
590,118,10000
590,119,10000
590,120,55
591,111,10000
591,112,63
591,113,29
591,114,11
591,115,35
591,116,10000
591,117,10000
591,118,89
591,119,55
591,120,10000
592,111,5
592,112,97
592,113,10000
592,114,10000
592,115,58
592,116,61
592,117,10000
592,118,10000
592,119,1
592,120,10000
593,111,40
593,112,86
593,113,10000
593,114,91
593,115,10000
