Configuration, ObservableConfiguration, Cost
851,171,10000
851,172,10000
851,173,10000
851,174,55
851,175,10000
851,176,88
851,177,10000
851,178,10000
851,179,10000
851,180,10000
852,171,10000
852,172,10000
852,173,10000
852,174,10000
852,175,46
852,176,10000
852,177,10000
852,178,24
852,179,10000
852,180,10000
853,171,10000
853,172,10000
853,173,46
853,174,10000
853,175,10000
853,176,10000
853,177,10000
853,178,10000
853,179,22
853,180,10000
854,171,10000
854,172,69
854,173,10000
854,174,46
854,175,34
854,176,4
854,177,10000
854,178,10000
854,179,10000
854,180,10000
855,171,14
855,172,10000
855,173,14
855,174,10000
855,175,10000
855,176,10000
855,177,10000
855,178,10000
855,179,99
855,180,22
856,171,10000
856,172,11
856,173,54
856,174,81
856,175,10000
856,176,43
856,177,10000
856,178,10000
856,179,8
856,180,94
857,171,42
857,172,61
857,173,10000
857,174,10000
857,175,10000
857,176,10000
857,177,10000
857,178,73
857,179,12
857,180,10000
858,171,10000
858,172,10000
858,173,14
858,174,10000
858,175,10000
858,176,24
858,177,11
858,178,10000
858,179,10000
858,180,61
859,171,10000
859,172,7
859,173,10000
859,174,1
859,175,80
859,176,10000
859,177,24
859,178,59
859,179,10000
859,180,10000
860,171,52
860,172,10000
860,173,99
860,174,78
860,175,10000
860,176,34
860,177,10000
860,178,31
860,179,22
860,180,10000
861,171,66
861,172,9
861,173,42
861,174,84
861,175,83
861,176,10000
861,177,77
861,178,10000
861,179,10000
861,180,61
862,171,10000
862,172,59
862,173,10000
862,174,5
862,175,10000
862,176,46
862,177,10000
862,178,10000
862,179,21
862,180,10000
863,171,10000
863,172,62
863,173,10000
863,174,45
863,175,76
863,176,71
863,177,10000
863,178,10000
863,179,49
863,180,10000
864,171,82
864,172,47
864,173,38
864,174,10000
864,175,10000
864,176,10000
864,177,10000
864,178,10000
864,179,10000
864,180,10000
865,171,6
865,172,10000
865,173,10000
865,174,57
865,175,15
865,176,60
865,177,20
865,178,48
865,179,10000
865,180,10000
866,171,10000
866,172,50
866,173,10000
866,174,10000
866,175,68
866,176,91
866,177,10000
866,178,91
866,179,10000
866,180,10000
867,171,86
867,172,3
867,173,10000
867,174,6
867,175,10000
867,176,95
867,177,89
867,178,10000
867,179,34
867,180,10000
868,171,10000
868,172,10000
868,173,61
868,174,10000
868,175,8
868,176,56
868,177,10000
868,178,16
868,179,63
868,180,43
869,171,10000
869,172,10000
869,173,10000
869,174,10000
869,175,10000
869,176,10000
869,177,4
869,178,10000
869,179,10000
869,180,73
870,171,5
870,172,10000
870,173,70
870,174,10000
870,175,75
870,176,10000
870,177,10000
870,178,10000
870,179,43
870,180,10000
871,171,94
871,172,10000
871,173,10000
871,174,88
871,175,10
871,176,10000
871,177,10000
871,178,48
871,179,94
871,180,10000
872,171,96
872,172,10000
872,173,10000
872,174,10000
872,175,34
872,176,61
872,177,10000
872,178,78
872,179,73
872,180,89
873,171,10000
873,172,10000
873,173,78
873,174,10000
873,175,10000
873,176,69
873,177,67
873,178,10000
873,179,10000
873,180,63
874,171,23
874,172,69
874,173,26
874,174,10000
874,175,10000
874,176,10000
874,177,65
874,178,16
874,179,98
874,180,38
875,171,64
875,172,12
875,173,64
875,174,39
875,175,80
875,176,10000
875,177,93
875,178,73
875,179,10000
875,180,47
876,171,10000
876,172,93
876,173,10000
876,174,4
876,175,10000
876,176,10000
876,177,52
876,178,10000
876,179,41
876,180,76
877,171,2
877,172,10000
877,173,10000
877,174,10000
877,175,10000
877,176,10000
877,177,48
877,178,10000
877,179,10000
877,180,10000
878,171,69
878,172,10000
878,173,16
878,174,1
878,175,10000
878,176,10000
878,177,94
878,178,10000
878,179,10000
878,180,66
879,171,10000
879,172,10000
879,173,99
879,174,48
879,175,91
879,176,10000
879,177,10000
879,178,10000
879,179,10000
879,180,71
880,171,7
880,172,10000
880,173,10000
880,174,10000
880,175,23
880,176,10000
880,177,10000
880,178,10000
880,179,10000
880,180,56
881,171,10000
881,172,91
881,173,34
881,174,75
881,175,10000
881,176,79
881,177,31
881,178,9
881,179,36
881,180,81
882,171,10000
882,172,95
882,173,10000
882,174,18
882,175,95
882,176,29
882,177,10000
882,178,10000
882,179,42
882,180,73
883,171,86
883,172,16
883,173,18
883,174,10000
883,175,69
883,176,36
883,177,10000
883,178,10000
883,179,10000
883,180,41
884,171,92
884,172,52
884,173,10000
884,174,31
884,175,10000
884,176,41
884,177,20
884,178,10000
884,179,10000
884,180,37
885,171,19
885,172,87
885,173,10000
885,174,10000
885,175,10000
885,176,70
885,177,59
885,178,10000
885,179,10000
885,180,73
886,171,10000
886,172,77
886,173,93
886,174,10000
886,175,10000
886,176,35
886,177,13
886,178,59
886,179,93
886,180,10000
887,171,83
887,172,33
887,173,38
887,174,10000
887,175,10000
887,176,10000
887,177,100
887,178,21
887,179,10000
887,180,10000
888,171,92
888,172,10000
888,173,10000
888,174,34
888,175,10000
888,176,10000
888,177,10000
888,178,10000
888,179,10000
888,180,10000
889,171,10000
889,172,10000
889,173,10000
889,174,10000
889,175,10000
889,176,10000
889,177,10000
889,178,97
889,179,11
889,180,10000
890,171,90
890,172,5
890,173,23
890,174,10000
890,175,10000
890,176,72
890,177,70
890,178,10000
890,179,10000
890,180,10
891,171,10000
891,172,10000
891,173,10000
891,174,10000
891,175,61
891,176,88
891,177,10000
891,178,59
891,179,74
891,180,10000
892,171,91
892,172,74
892,173,10000
892,174,10000
892,175,10000
892,176,10000
892,177,39
892,178,10000
892,179,94
892,180,24
893,171,24
893,172,10000
893,173,19
893,174,10000
893,175,58
893,176,10000
893,177,65
893,178,10000
893,179,89
893,180,10000
894,171,68
894,172,10000
894,173,10000
894,174,91
894,175,10000
894,176,10000
894,177,10000
894,178,10000
894,179,87
894,180,22
895,171,86
895,172,10000
895,173,10000
895,174,10000
895,175,16
895,176,49
895,177,10000
895,178,10000
895,179,22
895,180,52
896,171,10000
896,172,10000
896,173,10000
896,174,12
896,175,10000
896,176,10000
896,177,30
896,178,10000
896,179,10000
896,180,10000
897,171,10000
897,172,10000
897,173,26
897,174,10000
897,175,10000
897,176,10000
897,177,10000
897,178,10000
897,179,48
897,180,10000
898,171,10000
898,172,75
898,173,10000
898,174,35
898,175,10000
898,176,22
898,177,10000
898,178,10000
898,179,10000
898,180,20
899,171,6
899,172,76
899,173,71
899,174,10000
899,175,10000
899,176,66
899,177,41
899,178,90
899,179,43
899,180,12
900,171,40
900,172,10000
900,173,97
900,174,40
900,175,10000
900,176,49
900,177,7
900,178,10000
900,179,10000
900,180,10000
Budget,732
