Configuration, ObservableConfiguration, Cost
201,57,40
201,58,81
201,59,10000
201,60,10000
201,61,10000
201,62,20
201,63,10000
201,64,97
201,65,10000
201,66,38
201,67,75
201,68,10000
201,69,87
201,70,10000
202,57,10000
202,58,29
202,59,97
202,60,51
202,61,10000
202,62,32
202,63,10000
202,64,2
202,65,48
202,66,10000
202,67,50
202,68,10000
202,69,68
202,70,88
203,57,10000
203,58,37
203,59,10000
203,60,10000
203,61,10000
203,62,10000
203,63,10000
203,64,10000
203,65,10000
203,66,17
203,67,10000
203,68,10000
203,69,10000
203,70,49
204,57,70
204,58,63
204,59,7
204,60,16
204,61,42
204,62,10000
204,63,10000
204,64,19
204,65,10000
204,66,42
204,67,10000
204,68,10000
204,69,31
204,70,10000
205,57,62
205,58,31
205,59,58
205,60,10000
205,61,50
205,62,77
205,63,10000
205,64,72
205,65,57
205,66,32
205,67,10000
205,68,7
205,69,48
205,70,2
206,57,10000
206,58,10000
206,59,10000
206,60,10000
206,61,10000
206,62,84
206,63,12
206,64,10000
206,65,10000
206,66,66
206,67,37
206,68,10000
206,69,10000
206,70,10000
207,57,5
207,58,10000
207,59,54
207,60,10000
207,61,10000
207,62,38
207,63,67
207,64,10000
207,65,64
207,66,10000
207,67,10000
207,68,10000
207,69,86
207,70,10000
208,57,10000
208,58,10000
208,59,10000
208,60,37
208,61,71
208,62,10000
208,63,10000
208,64,64
208,65,10000
208,66,10000
208,67,10000
208,68,10000
208,69,10000
208,70,36
209,57,9
209,58,10000
209,59,10000
209,60,10000
209,61,32
209,62,10000
209,63,10000
209,64,85
209,65,35
209,66,10000
209,67,97
209,68,47
209,69,10000
209,70,22
210,57,10000
210,58,10000
210,59,10000
210,60,10000
210,61,10000
210,62,6
210,63,41
210,64,85
210,65,100
210,66,54
210,67,77
210,68,23
210,69,10000
210,70,10000
211,57,10000
211,58,84
211,59,10000
211,60,10000
211,61,10000
211,62,10000
211,63,10000
211,64,10000
211,65,94
211,66,40
211,67,62
211,68,76
211,69,92
211,70,48
212,57,70
212,58,10000
212,59,52
212,60,10000
212,61,10000
212,62,32
212,63,61
212,64,10000
212,65,10000
212,66,10000
212,67,10000
212,68,6
212,69,10000
212,70,10000
213,57,44
213,58,22
213,59,95
213,60,65
213,61,10000
213,62,10000
213,63,10000
213,64,3
213,65,10000
213,66,10000
213,67,20
213,68,76
213,69,32
213,70,18
214,57,38
214,58,10000
214,59,10000
214,60,55
214,61,10000
214,62,80
214,63,89
214,64,2
214,65,40
214,66,10000
214,67,10000
214,68,10000
214,69,53
214,70,7
215,57,86
215,58,50
215,59,53
215,60,10000
215,61,10000
