Configuration, ObservableConfiguration, Cost
501,101,10000
501,102,10000
501,103,40
501,104,10000
501,105,33
501,106,10000
501,107,10000
501,108,10000
501,109,10000
501,110,85
502,101,19
502,102,22
502,103,19
502,104,10000
502,105,16
502,106,10000
502,107,10000
502,108,10000
502,109,80
502,110,23
503,101,10000
503,102,10000
503,103,57
503,104,10000
503,105,10000
503,106,62
503,107,10000
503,108,5
503,109,94
503,110,10000
504,101,80
504,102,10
504,103,81
504,104,10000
504,105,10000
504,106,10000
504,107,47
504,108,60
504,109,16
504,110,36
505,101,90
505,102,10000
505,103,21
505,104,10000
505,105,10000
505,106,47
505,107,10000
505,108,38
505,109,10000
505,110,32
506,101,10000
506,102,10000
506,103,99
506,104,71
506,105,10000
506,106,42
506,107,10000
506,108,43
506,109,10000
506,110,64
507,101,36
507,102,10000
507,103,27
507,104,84
507,105,10000
507,106,10000
507,107,39
507,108,51
507,109,10000
507,110,61
508,101,20
508,102,86
508,103,88
508,104,94
508,105,10000
508,106,80
508,107,89
508,108,96
508,109,13
508,110,19
509,101,38
509,102,10000
509,103,42
509,104,39
509,105,31
509,106,10000
509,107,10000
509,108,10000
509,109,82
509,110,10000
510,101,22
510,102,10000
510,103,10000
510,104,10000
510,105,73
510,106,98
510,107,54
510,108,14
510,109,58
510,110,79
511,101,10000
511,102,10000
511,103,10000
511,104,31
511,105,10000
511,106,5
511,107,18
511,108,10000
511,109,33
511,110,10000
512,101,10000
512,102,10000
512,103,88
512,104,10000
512,105,10000
512,106,57
512,107,25
512,108,10000
512,109,10000
512,110,10000
513,101,10000
513,102,10000
513,103,10000
513,104,49
513,105,49
513,106,10000
513,107,10000
513,108,39
513,109,41
513,110,10000
514,101,40
514,102,46
514,103,94
514,104,10000
514,105,10000
514,106,23
514,107,71
514,108,10000
514,109,10000
514,110,10000
515,101,6
515,102,91
515,103,21
515,104,10000
515,105,10000
515,106,10000
515,107,7
515,108,50
515,109,13
515,110,10000
516,101,10000
516,102,10000
516,103,10000
516,104,49
516,105,1
516,106,46
516,107,53
516,108,74
516,109,56
516,110,10000
517,101,10000
517,102,70
517,103,24
517,104,23
517,105,90
517,106,10000
517,107,10000
517,108,10000
517,109,10000
517,110,10000
518,101,59
518,102,32
518,103,10000
518,104,54
518,105,10000
518,106,10000
518,107,10000
518,108,100
518,109,32
518,110,10000
519,101,77
519,102,10000
519,103,76
519,104,10000
519,105,10000
519,106,10000
519,107,10000
519,108,10000
519,109,10000
519,110,37
520,101,76
520,102,58
520,103,10000
520,104,10000
520,105,10000
520,106,10000
520,107,83
520,108,10000
520,109,83
520,110,10000
521,101,10000
521,102,10
521,103,1
521,104,33
521,105,23
521,106,77
521,107,10000
521,108,10000
521,109,24
521,110,42
522,101,10000
522,102,10000
522,103,3
522,104,79
522,105,25
522,106,49
522,107,10000
522,108,5
522,109,10000
522,110,10000
523,101,21
523,102,10000
523,103,10000
523,104,89
523,105,10000
523,106,22
523,107,10000
523,108,86
523,109,44
523,110,10000
524,101,10000
524,102,10000
524,103,10000
524,104,10000
524,105,13
524,106,64
524,107,10000
524,108,10000
524,109,12
524,110,65
525,101,97
525,102,10000
525,103,42
525,104,2
525,105,88
525,106,70
525,107,10000
525,108,7
525,109,11
525,110,10000
526,101,10000
526,102,10000
526,103,10000
526,104,63
526,105,4
526,106,42
526,107,50
526,108,24
526,109,69
526,110,10000
527,101,10000
527,102,10000
527,103,10000
527,104,10000
527,105,30
527,106,10000
527,107,10000
527,108,49
527,109,10000
527,110,41
528,101,10000
528,102,10000
528,103,62
528,104,10000
528,105,70
528,106,67
528,107,10000
528,108,51
528,109,10000
528,110,10000
529,101,15
529,102,10000
529,103,10000
529,104,9
529,105,72
529,106,57
529,107,10000
529,108,25
529,109,5
529,110,10000
530,101,17
530,102,10000
530,103,10000
530,104,18
530,105,49
530,106,33
530,107,2
530,108,10000
530,109,91
530,110,100
531,101,10000
531,102,10000
531,103,10000
531,104,7
531,105,10000
531,106,93
531,107,10000
531,108,10000
531,109,96
531,110,19
532,101,10000
532,102,100
532,103,10000
532,104,10000
532,105,64
532,106,10000
532,107,55
532,108,10000
532,109,28
532,110,10000
533,101,10000
533,102,10000
533,103,10000
533,104,43
533,105,63
533,106,10000
533,107,82
533,108,78
533,109,100
533,110,10000
534,101,99
534,102,10000
534,103,70
534,104,10000
