Configuration, ObservableConfiguration, Cost
1101,221,10000
1101,222,43
1101,223,9
1101,224,96
1101,225,10000
1101,226,15
1101,227,10000
1101,228,10000
1101,229,10000
1101,230,57
1102,221,10
1102,222,10000
1102,223,10000
1102,224,42
1102,225,10000
1102,226,10000
1102,227,32
1102,228,36
1102,229,10000
1102,230,85
1103,221,88
1103,222,10000
1103,223,92
1103,224,20
1103,225,10000
1103,226,10000
1103,227,10000
1103,228,10000
1103,229,28
1103,230,10000
1104,221,84
1104,222,10000
1104,223,10000
1104,224,54
1104,225,96
1104,226,97
1104,227,45
1104,228,38
1104,229,10000
1104,230,10000
1105,221,27
1105,222,10000
1105,223,10000
1105,224,10000
1105,225,82
1105,226,10000
1105,227,25
1105,228,10000
1105,229,10000
1105,230,28
1106,221,9
1106,222,57
1106,223,10000
1106,224,72
1106,225,9
1106,226,67
1106,227,10000
1106,228,51
1106,229,10000
1106,230,39
1107,221,10000
1107,222,10000
1107,223,10000
1107,224,19
1107,225,10000
1107,226,10000
1107,227,10000
1107,228,10000
1107,229,10000
1107,230,32
1108,221,10000
1108,222,10000
1108,223,10000
1108,224,17
1108,225,10000
1108,226,53
1108,227,21
1108,228,10000
1108,229,10000
1108,230,89
1109,221,81
1109,222,10000
1109,223,64
1109,224,2
1109,225,10000
1109,226,3
1109,227,10000
1109,228,10000
1109,229,10000
1109,230,10000
1110,221,23
1110,222,10000
1110,223,35
1110,224,55
1110,225,76
1110,226,10000
1110,227,10000
1110,228,95
1110,229,10000
1110,230,99
1111,221,10000
1111,222,10000
1111,223,29
1111,224,10000
1111,225,10000
1111,226,5
1111,227,24
1111,228,72
1111,229,10000
1111,230,18
1112,221,36
1112,222,10000
1112,223,56
1112,224,44
1112,225,59
1112,226,82
1112,227,10000
1112,228,87
1112,229,83
1112,230,43
1113,221,10000
1113,222,70
1113,223,58
1113,224,14
1113,225,10000
1113,226,10000
1113,227,19
1113,228,29
1113,229,59
1113,230,50
1114,221,65
1114,222,10000
1114,223,50
1114,224,27
1114,225,10000
1114,226,8
1114,227,83
1114,228,10000
1114,229,10000
1114,230,19
1115,221,73
1115,222,60
1115,223,9
1115,224,10000
1115,225,10000
1115,226,68
1115,227,75
1115,228,10000
1115,229,78
1115,230,80
1116,221,46
1116,222,10000
1116,223,10000
1116,224,99
1116,225,10000
1116,226,77
1116,227,58
1116,228,68
1116,229,75
1116,230,35
1117,221,51
1117,222,29
1117,223,74
1117,224,10000
1117,225,94
1117,226,25
1117,227,10000
1117,228,31
1117,229,10000
1117,230,7
1118,221,10000
1118,222,10000
1118,223,10000
1118,224,10000
1118,225,58
1118,226,64
1118,227,37
1118,228,10000
1118,229,10000
1118,230,10000
