Configuration, ObservableConfiguration, Cost
1301,261,51
1301,262,92
1301,263,90
1301,264,10000
1301,265,76
1301,266,10000
1301,267,98
1301,268,10000
1301,269,99
1301,270,10000
1302,261,10000
1302,262,10000
1302,263,10000
1302,264,1
1302,265,70
1302,266,10000
1302,267,15
1302,268,10000
1302,269,10000
1302,270,56
1303,261,10000
1303,262,10000
1303,263,10000
1303,264,19
1303,265,54
1303,266,31
1303,267,37
1303,268,64
1303,269,84
1303,270,42
1304,261,10000
1304,262,16
1304,263,75
1304,264,88
1304,265,10000
1304,266,24
1304,267,10000
1304,268,60
1304,269,10000
1304,270,65
1305,261,2
1305,262,10000
1305,263,86
1305,264,10000
1305,265,10000
1305,266,10000
1305,267,49
1305,268,26
1305,269,91
1305,270,10000
1306,261,44
1306,262,52
1306,263,95
1306,264,68
1306,265,10000
1306,266,51
1306,267,73
1306,268,10000
1306,269,51
1306,270,10000
1307,261,10000
1307,262,10000
1307,263,54
1307,264,62
1307,265,26
1307,266,72
1307,267,10000
1307,268,10000
1307,269,10000
1307,270,98
1308,261,10000
1308,262,66
1308,263,13
1308,264,10000
1308,265,10000
1308,266,5
1308,267,9
1308,268,10000
1308,269,7
1308,270,77
1309,261,10000
1309,262,10000
1309,263,69
1309,264,10000
1309,265,10000
1309,266,10000
1309,267,49
1309,268,15
1309,269,41
1309,270,43
1310,261,10000
1310,262,44
1310,263,10000
1310,264,10
1310,265,10000
1310,266,10000
1310,267,10000
1310,268,10000
1310,269,10000
1310,270,95
1311,261,93
1311,262,10000
1311,263,10000
1311,264,10000
1311,265,10000
1311,266,70
1311,267,10000
1311,268,52
1311,269,33
1311,270,24
1312,261,83
1312,262,18
1312,263,67
1312,264,10000
1312,265,94
1312,266,50
1312,267,10000
1312,268,10000
1312,269,23
1312,270,10000
1313,261,10000
1313,262,10000
1313,263,37
1313,264,63
1313,265,17
1313,266,83
1313,267,58
1313,268,10
1313,269,10000
1313,270,18
1314,261,10000
1314,262,3
1314,263,10000
1314,264,10000
1314,265,10000
1314,266,10000
1314,267,66
1314,268,10000
1314,269,10000
1314,270,10000
1315,261,8
1315,262,10000
1315,263,43
1315,264,10000
1315,265,60
1315,266,10000
1315,267,10000
1315,268,28
1315,269,10000
1315,270,10000
1316,261,10000
1316,262,63
1316,263,10000
1316,264,86
1316,265,31
1316,266,10000
1316,267,37
1316,268,24
1316,269,91
1316,270,38
1317,261,86
1317,262,10000
1317,263,31
1317,264,28
1317,265,28
1317,266,10000
1317,267,10000
1317,268,10000
1317,269,88
1317,270,10000
1318,261,10000
1318,262,10000
1318,263,10000
1318,264,10000
1318,265,10000
1318,266,10000
1318,267,41
1318,268,36
1318,269,35
1318,270,31
1319,261,10000
1319,262,44
1319,263,10000
1319,264,67
1319,265,10000
1319,266,39
1319,267,52
1319,268,75
1319,269,10000
1319,270,10000
1320,261,78
1320,262,32
1320,263,10000
1320,264,100
1320,265,10000
1320,266,10000
1320,267,48
1320,268,94
1320,269,10000
1320,270,5
1321,261,10000
1321,262,83
1321,263,10000
1321,264,71
1321,265,10000
1321,266,88
1321,267,10000
1321,268,55
1321,269,98
1321,270,10000
1322,261,62
1322,262,10000
1322,263,33
1322,264,10000
1322,265,10000
1322,266,36
1322,267,10000
1322,268,10000
1322,269,69
1322,270,23
1323,261,10000
1323,262,10000
1323,263,3
1323,264,65
1323,265,10000
1323,266,64
1323,267,11
1323,268,64
1323,269,10000
1323,270,36
1324,261,93
1324,262,10000
1324,263,35
1324,264,33
1324,265,36
1324,266,55
1324,267,10000
1324,268,29
1324,269,10000
1324,270,4
1325,261,87
1325,262,10000
1325,263,10000
1325,264,71
1325,265,10000
1325,266,10000
1325,267,10000
1325,268,86
1325,269,10000
1325,270,10000
1326,261,41
1326,262,10000
1326,263,10000
1326,264,98
1326,265,10000
1326,266,10000
1326,267,10000
1326,268,40
1326,269,10000
1326,270,10000
1327,261,10000
1327,262,10000
1327,263,83
1327,264,10000
1327,265,10000
1327,266,10000
1327,267,79
1327,268,3
1327,269,10000
1327,270,10000
1328,261,10000
1328,262,37
1328,263,10000
1328,264,90
1328,265,10000
1328,266,10000
1328,267,95
1328,268,15
1328,269,98
1328,270,10000
1329,261,45
1329,262,16
1329,263,10000
1329,264,60
1329,265,11
1329,266,10000
1329,267,7
1329,268,10000
1329,269,10000
1329,270,10000
1330,261,10000
1330,262,10000
1330,263,10000
1330,264,10000
1330,265,62
1330,266,78
1330,267,10000
1330,268,95
1330,269,10000
1330,270,36
1331,261,66
1331,262,10000
1331,263,10000
1331,264,23
1331,265,10000
1331,266,10000
1331,267,10000
1331,268,33
1331,269,44
1331,270,10000
1332,261,10000
1332,262,59
1332,263,10000
1332,264,10000
1332,265,93
1332,266,10000
1332,267,65
1332,268,4
1332,269,20
1332,270,55
1333,261,10000
1333,262,9
1333,263,48
1333,264,10000
1333,265,10000
1333,266,10000
1333,267,69
1333,268,10000
1333,269,56
1333,270,10000
1334,261,10000
1334,262,10000
1334,263,6
1334,264,64
1334,265,10000
1334,266,10000
1334,267,10000
1334,268,10000
1334,269,10000
1334,270,10000
1335,261,10000
1335,262,16
1335,263,10000
1335,264,3
1335,265,10000
1335,266,11
1335,267,22
1335,268,10000
1335,269,10000
1335,270,10000
1336,261,10000
1336,262,10000
1336,263,10000
1336,264,10000
1336,265,10000
1336,266,93
1336,267,10000
1336,268,10000
1336,269,10000
1336,270,10000
1337,261,77
1337,262,10000
1337,263,10000
1337,264,10000
1337,265,70
1337,266,70
1337,267,10000
1337,268,10000
1337,269,89
1337,270,10000
1338,261,10000
1338,262,66
1338,263,10000
1338,264,10000
1338,265,10000
1338,266,3
1338,267,10000
1338,268,68
1338,269,48
1338,270,10000
1339,261,14
1339,262,10000
1339,263,89
1339,264,10000
1339,265,87
1339,266,10000
1339,267,10000
1339,268,90
1339,269,52
1339,270,3
1340,261,63
1340,262,98
1340,263,10000
1340,264,10000
1340,265,10000
1340,266,10000
1340,267,10000
1340,268,10000
1340,269,1
1340,270,10000
1341,261,72
1341,262,10000
1341,263,66
1341,264,39
1341,265,11
1341,266,10000
1341,267,47
1341,268,49
1341,269,10000
1341,270,31
1342,261,6
1342,262,14
1342,263,10000
1342,264,10000
1342,265,10000
1342,266,10000
1342,267,34
1342,268,92
1342,269,10000
1342,270,10000
1343,261,10000
1343,262,10000
1343,263,10000
1343,264,10000
1343,265,32
1343,266,6
1343,267,10
1343,268,10000
1343,269,6
1343,270,10000
1344,261,10000
1344,262,17
1344,263,10000
1344,264,21
1344,265,10000
1344,266,59
1344,267,10000
1344,268,91
1344,269,5
1344,270,16
1345,261,75
1345,262,10000
1345,263,7
1345,264,10000
1345,265,73
1345,266,10000
1345,267,16
1345,268,10000
1345,269,10000
1345,270,28
1346,261,69
1346,262,10000
1346,263,10000
1346,264,10000
1346,265,10000
1346,266,89
1346,267,91
1346,268,41
1346,269,10000
1346,270,78
1347,261,10000
1347,262,37
1347,263,63
1347,264,10000
1347,265,10000
1347,266,35
1347,267,73
1347,268,43
1347,269,84
1347,270,34
1348,261,10000
1348,262,10000
1348,263,55
1348,264,10000
1348,265,66
1348,266,10000
1348,267,32
1348,268,10000
1348,269,87
1348,270,45
1349,261,10
1349,262,10000
1349,263,37
1349,264,82
1349,265,5
1349,266,62
1349,267,26
1349,268,45
1349,269,66
1349,270,10000
1350,261,55
1350,262,10000
1350,263,10000
1350,264,10000
1350,265,10000
1350,266,10000
1350,267,30
1350,268,10000
1350,269,39
1350,270,10000
Budget,725
