Configuration, ObservableConfiguration, Cost
1201,337,33
1201,338,55
1201,339,21
1201,340,10000
1201,341,10000
1201,342,10000
1201,343,10000
1201,344,10000
1201,345,10000
1201,346,91
1201,347,10000
1201,348,10000
1201,349,10000
1201,350,10000
1202,337,10000
1202,338,91
1202,339,68
1202,340,64
1202,341,21
1202,342,10000
1202,343,10000
1202,344,96
1202,345,10000
1202,346,10000
1202,347,10000
1202,348,79
1202,349,10000
1202,350,10000
1203,337,59
1203,338,10000
1203,339,10000
1203,340,10000
1203,341,10000
1203,342,10000
1203,343,4
1203,344,10000
1203,345,10
1203,346,42
1203,347,8
1203,348,10000
1203,349,20
1203,350,10000
1204,337,10000
1204,338,10000
1204,339,54
1204,340,69
1204,341,10000
1204,342,10000
1204,343,10000
1204,344,44
1204,345,10000
1204,346,10000
1204,347,10000
1204,348,10000
1204,349,10000
1204,350,69
1205,337,10000
1205,338,10000
1205,339,32
1205,340,8
1205,341,38
1205,342,10000
1205,343,77
1205,344,64
1205,345,62
1205,346,24
1205,347,10000
1205,348,10000
1205,349,39
1205,350,83
1206,337,6
1206,338,10000
1206,339,39
1206,340,10000
1206,341,10000
1206,342,10000
1206,343,56
1206,344,10000
1206,345,10000
1206,346,24
1206,347,97
1206,348,11
1206,349,10000
1206,350,10000
1207,337,10000
1207,338,57
1207,339,50
1207,340,80
1207,341,78
1207,342,10000
1207,343,32
1207,344,10000
1207,345,18
1207,346,10000
1207,347,10000
1207,348,83
1207,349,57
1207,350,10000
1208,337,98
1208,338,27
1208,339,10000
1208,340,87
1208,341,10000
1208,342,97
1208,343,10000
1208,344,92
1208,345,30
1208,346,21
1208,347,71
1208,348,10000
1208,349,10000
1208,350,53
1209,337,10000
1209,338,73
1209,339,73
1209,340,10000
1209,341,10000
1209,342,31
1209,343,10000
1209,344,10000
1209,345,10000
1209,346,79
1209,347,8
1209,348,10000
1209,349,14
1209,350,10000
1210,337,10000
1210,338,80
1210,339,10000
1210,340,10000
1210,341,92
1210,342,10000
1210,343,10000
1210,344,10000
1210,345,10000
1210,346,10000
1210,347,10000
1210,348,10000
1210,349,50
1210,350,83
1211,337,16
1211,338,9
1211,339,10000
1211,340,10000
1211,341,10000
1211,342,10000
1211,343,10000
1211,344,6
1211,345,80
1211,346,56
1211,347,62
1211,348,65
1211,349,10000
1211,350,10000
1212,337,10000
1212,338,59
1212,339,91
1212,340,10000
1212,341,98
1212,342,53
1212,343,29
1212,344,10000
1212,345,10000
1212,346,10000
1212,347,10000
1212,348,10000
1212,349,96
1212,350,79
1213,337,10000
1213,338,93
1213,339,69
1213,340,10000
1213,341,19
1213,342,90
1213,343,10000
1213,344,10000
1213,345,80
1213,346,10000
1213,347,47
1213,348,43
1213,349,41
1213,350,36
1214,337,87
1214,338,10000
1214,339,10000
1214,340,10000
1214,341,10000
1214,342,49
1214,343,10000
1214,344,10000
1214,345,10000
1214,346,10000
1214,347,33
1214,348,10000
1214,349,91
1214,350,10000
1215,337,10000
1215,338,31
1215,339,86
1215,340,23
1215,341,40
1215,342,10000
1215,343,10000
1215,344,7
1215,345,68
1215,346,2
1215,347,44
1215,348,63
1215,349,10000
1215,350,10000
1216,337,80
1216,338,35
1216,339,10000
1216,340,10000
1216,341,10000
1216,342,10000
1216,343,21
1216,344,17
1216,345,63
1216,346,5
1216,347,73
1216,348,29
1216,349,10000
1216,350,10000
1217,337,54
1217,338,61
1217,339,56
1217,340,19
1217,341,10000
1217,342,10000
1217,343,10000
1217,344,10000
1217,345,10000
1217,346,52
1217,347,51
1217,348,10000
1217,349,10000
1217,350,10000
1218,337,55
1218,338,25
1218,339,36
1218,340,10000
1218,341,67
1218,342,65
1218,343,2
1218,344,81
1218,345,70
1218,346,76
1218,347,10000
1218,348,43
1218,349,41
1218,350,10000
1219,337,4
1219,338,10000
1219,339,10000
1219,340,10000
1219,341,25
1219,342,29
1219,343,77
1219,344,7
1219,345,10000
1219,346,50
1219,347,20
1219,348,10000
1219,349,10000
1219,350,3
1220,337,10000
1220,338,10000
1220,339,10000
1220,340,10000
1220,341,51
1220,342,10000
1220,343,10000
1220,344,10000
1220,345,92
1220,346,58
1220,347,10000
1220,348,95
1220,349,10000
1220,350,10000
1221,337,70
1221,338,10000
1221,339,97
1221,340,10000
1221,341,27
1221,342,10000
1221,343,96
1221,344,10000
1221,345,54
1221,346,10000
1221,347,10000
1221,348,10000
1221,349,72
1221,350,10000
1222,337,90
1222,338,10000
1222,339,7
1222,340,70
1222,341,56
1222,342,62
1222,343,66
1222,344,10000
1222,345,30
1222,346,28
1222,347,51
1222,348,78
1222,349,10000
1222,350,79
1223,337,10000
1223,338,20
1223,339,10000
1223,340,10000
1223,341,10000
1223,342,56
1223,343,10000
1223,344,35
1223,345,10000
1223,346,39
1223,347,10000
1223,348,69
1223,349,10000
1223,350,21
1224,337,5
1224,338,1
1224,339,51
1224,340,10000
1224,341,10000
1224,342,10000
1224,343,10000
1224,344,65
1224,345,10000
1224,346,10000
1224,347,10000
1224,348,68
1224,349,10000
1224,350,86
1225,337,56
1225,338,95
1225,339,10000
1225,340,10000
1225,341,10000
1225,342,10000
1225,343,34
1225,344,10000
1225,345,10000
1225,346,45
1225,347,10000
1225,348,45
1225,349,10000
1225,350,71
1226,337,82
1226,338,100
1226,339,73
1226,340,10000
1226,341,10000
1226,342,17
1226,343,10000
1226,344,77
1226,345,10000
1226,346,20
1226,347,86
1226,348,10000
1226,349,17
1226,350,10000
1227,337,44
1227,338,10000
1227,339,70
1227,340,10000
1227,341,10000
1227,342,13
1227,343,41
1227,344,24
1227,345,24
1227,346,66
1227,347,10000
1227,348,10000
1227,349,48
1227,350,30
1228,337,10000
1228,338,10000
1228,339,48
1228,340,89
1228,341,10000
1228,342,10000
1228,343,10000
1228,344,3
1228,345,10000
1228,346,10000
1228,347,10000
1228,348,10000
1228,349,10000
1228,350,10000
1229,337,10000
1229,338,75
1229,339,10000
1229,340,10000
1229,341,10000
1229,342,10000
1229,343,10000
1229,344,10000
