Configuration, ObservableConfiguration, Cost
51,11,82
51,12,87
51,13,10000
51,14,44
51,15,10000
51,16,85
51,17,10000
51,18,27
51,19,10000
51,20,76
52,11,10000
52,12,10000
52,13,10000
52,14,10000
52,15,96
52,16,10000
52,17,10000
52,18,10000
52,19,10000
52,20,10000
53,11,61
53,12,28
53,13,9
53,14,10000
53,15,43
53,16,84
53,17,10000
53,18,10000
53,19,10000
53,20,53
54,11,78
54,12,92
54,13,28
54,14,10000
54,15,31
54,16,10000
54,17,10000
54,18,10000
54,19,19
54,20,10000
55,11,18
55,12,47
55,13,10000
55,14,60
55,15,10000
55,16,10000
55,17,10000
55,18,10000
55,19,51
55,20,10000
56,11,10000
56,12,10000
56,13,10000
56,14,25
56,15,27
56,16,36
56,17,10000
56,18,52
56,19,4
56,20,10000
57,11,10000
57,12,10000
57,13,10000
57,14,96
57,15,17
57,16,10000
57,17,10000
57,18,10000
57,19,10000
57,20,10000
58,11,18
58,12,10000
58,13,82
58,14,25
58,15,10000
58,16,44
58,17,88
58,18,10000
58,19,57
58,20,10000
59,11,45
59,12,18
59,13,80
59,14,10000
59,15,58
59,16,45
59,17,10000
59,18,31
59,19,10000
59,20,10000
60,11,36
60,12,3
60,13,10000
60,14,30
60,15,2
60,16,10000
60,17,61
60,18,24
60,19,10000
60,20,44
61,11,54
61,12,17
61,13,62
61,14,82
61,15,35
61,16,70
61,17,10000
61,18,10000
61,19,85
61,20,55
62,11,10000
62,12,46
62,13,85
62,14,33
62,15,10000
62,16,10000
62,17,10000
62,18,10000
62,19,10000
62,20,38
63,11,36
63,12,100
63,13,24
63,14,26
63,15,10000
63,16,50
63,17,23
63,18,10000
63,19,10000
63,20,39
64,11,10000
64,12,10000
64,13,10000
64,14,60
64,15,90
64,16,99
64,17,11
64,18,10000
64,19,25
64,20,10000
65,11,10000
65,12,41
65,13,10000
65,14,42
65,15,42
65,16,10000
65,17,53
65,18,49
65,19,10000
65,20,32
66,11,10000
66,12,10000
66,13,10000
66,14,32
66,15,10000
66,16,10000
66,17,74
66,18,10000
66,19,66
66,20,10000
67,11,27
67,12,88
67,13,23
67,14,10000
67,15,58
67,16,61
67,17,75
67,18,10000
67,19,10000
67,20,40
68,11,33
68,12,6
68,13,10000
68,14,10000
68,15,41
68,16,10000
68,17,10000
68,18,79
68,19,83
68,20,10000
69,11,10000
69,12,53
69,13,7
69,14,17
69,15,45
69,16,21
69,17,86
69,18,10000
69,19,10000
69,20,10000
70,11,10000
70,12,10000
70,13,71
70,14,84
70,15,10000
70,16,45
70,17,23
70,18,10000
70,19,10000
70,20,5
71,11,42
71,12,10000
71,13,10000
71,14,84
71,15,10000
71,16,66
71,17,10000
71,18,72
71,19,10000
71,20,41
72,11,10000
72,12,10000
72,13,7
72,14,10000
72,15,72
72,16,53
72,17,10000
72,18,10000
72,19,2
72,20,21
73,11,24
73,12,97
73,13,47
73,14,10000
73,15,10000
73,16,10000
73,17,46
73,18,50
73,19,10000
73,20,10000
74,11,60
74,12,10000
74,13,22
74,14,10000
74,15,13
74,16,78
74,17,10000
74,18,70
74,19,10000
74,20,58
75,11,10000
75,12,19
75,13,10000
75,14,10000
75,15,10000
75,16,10000
75,17,10000
75,18,10000
75,19,10000
75,20,24
76,11,10000
76,12,10000
76,13,10000
76,14,60
76,15,10000
76,16,43
76,17,10000
76,18,10000
76,19,20
76,20,85
77,11,10000
77,12,98
77,13,10000
77,14,10000
77,15,10000
77,16,10000
77,17,6
77,18,97
77,19,10000
77,20,10000
78,11,10000
78,12,66
78,13,10000
78,14,10000
78,15,10000
78,16,10000
78,17,10000
78,18,65
78,19,10000
78,20,10000
79,11,59
79,12,37
79,13,60
79,14,100
79,15,10000
79,16,10000
79,17,16
79,18,62
79,19,10000
79,20,10000
80,11,100
80,12,12
80,13,10000
80,14,31
80,15,7
80,16,10000
80,17,10000
80,18,99
80,19,10000
80,20,25
81,11,10000
81,12,71
81,13,10000
81,14,55
81,15,10000
81,16,43
81,17,10000
81,18,10000
81,19,10000
81,20,10000
82,11,57
82,12,10000
82,13,10000
82,14,10000
82,15,15
82,16,10000
82,17,10000
82,18,1
82,19,66
82,20,72
83,11,49
83,12,10000
83,13,39
83,14,10000
83,15,10000
83,16,10000
83,17,92
83,18,10000
83,19,10
83,20,10000
84,11,10000
84,12,87
84,13,38
84,14,10000
84,15,10000
84,16,10000
84,17,10000
84,18,10000
84,19,10000
84,20,77
85,11,16
85,12,41
85,13,48
85,14,20
85,15,10000
85,16,10000
85,17,77
85,18,10000
85,19,10000
85,20,10000
86,11,10000
86,12,87
86,13,10000
86,14,81
86,15,79
86,16,5
86,17,10000
86,18,10000
86,19,72
86,20,44
87,11,10000
87,12,10000
87,13,92
87,14,10000
87,15,53
87,16,84
87,17,62
87,18,29
87,19,98
87,20,10000
88,11,74
88,12,5
88,13,10000
88,14,10000
88,15,60
88,16,85
88,17,91
88,18,10000
88,19,94
88,20,53
89,11,92
89,12,10000
89,13,10000
89,14,10000
89,15,28
89,16,10000
89,17,77
89,18,10000
89,19,10000
89,20,30
90,11,10000
90,12,6
90,13,10000
90,14,10000
90,15,98
90,16,99
90,17,38
90,18,49
90,19,13
90,20,10000
91,11,10000
91,12,10000
91,13,86
91,14,65
91,15,10000
91,16,10000
91,17,89
91,18,10000
91,19,10000
91,20,34
92,11,10000
92,12,10000
92,13,10000
92,14,97
92,15,64
92,16,10000
92,17,26
92,18,10000
92,19,10000
92,20,10000
93,11,50
93,12,10000
93,13,10000
93,14,10000
93,15,10000
93,16,10000
93,17,10000
93,18,54
93,19,10000
93,20,10000
94,11,64
94,12,39
94,13,10000
94,14,10000
94,15,45
94,16,53
94,17,10000
94,18,10
94,19,10000
94,20,10000
95,11,10000
95,12,10000
95,13,57
95,14,24
95,15,64
95,16,10000
95,17,47
95,18,86
95,19,10000
95,20,10000
96,11,51
96,12,49
96,13,21
96,14,10000
96,15,75
96,16,58
96,17,10000
96,18,89
96,19,18
96,20,22
97,11,10000
97,12,10000
97,13,19
97,14,97
97,15,63
97,16,38
97,17,89
97,18,10000
97,19,15
97,20,38
98,11,53
98,12,81
98,13,64
98,14,19
98,15,10000
98,16,60
98,17,10000
98,18,14
98,19,10000
98,20,10000
99,11,41
99,12,10000
99,13,10000
99,14,10000
99,15,17
99,16,77
99,17,83
99,18,36
99,19,1
99,20,37
100,11,10000
100,12,36
100,13,10000
100,14,10000
100,15,10000
100,16,51
100,17,66
100,18,10000
100,19,22
100,20,10000
Budget,949
