Configuration, ObservableConfiguration, Cost
451,127,71
451,128,10000
451,129,59
451,130,10000
451,131,10000
451,132,10000
451,133,10000
451,134,20
451,135,91
451,136,10000
451,137,67
451,138,10000
451,139,61
451,140,35
452,127,42
452,128,10000
452,129,7
452,130,18
452,131,14
452,132,10000
452,133,10000
452,134,76
452,135,10000
452,136,81
452,137,29
452,138,88
452,139,57
452,140,99
453,127,11
453,128,87
453,129,83
453,130,10000
453,131,10000
453,132,2
453,133,10000
453,134,19
453,135,10000
453,136,54
453,137,17
453,138,10000
453,139,77
453,140,10000
454,127,1
454,128,60
454,129,89
454,130,10000
454,131,10000
454,132,10000
454,133,10000
454,134,10000
454,135,10000
454,136,3
454,137,10000
454,138,88
454,139,10000
454,140,67
455,127,10000
455,128,48
455,129,90
455,130,94
455,131,75
455,132,10000
455,133,10000
455,134,10000
455,135,10000
455,136,11
455,137,2
455,138,10000
455,139,10000
455,140,75
456,127,10000
456,128,10000
456,129,30
456,130,66
456,131,66
456,132,10000
456,133,10000
456,134,10000
456,135,5
456,136,21
456,137,10000
456,138,10000
456,139,10000
456,140,9
457,127,10000
457,128,10000
457,129,10000
457,130,10000
457,131,10000
457,132,58
457,133,22
457,134,10000
457,135,73
457,136,87
457,137,90
457,138,41
457,139,10000
457,140,7
458,127,46
458,128,59
458,129,10000
458,130,35
458,131,13
458,132,90
458,133,24
458,134,62
458,135,10000
458,136,35
458,137,42
458,138,10000
458,139,10000
458,140,10000
459,127,97
459,128,10000
459,129,16
459,130,87
459,131,72
459,132,75
459,133,62
459,134,77
459,135,66
459,136,39
459,137,73
459,138,10000
459,139,10000
459,140,10000
460,127,34
460,128,10000
460,129,10000
460,130,10000
460,131,65
460,132,90
460,133,46
460,134,10000
460,135,10000
460,136,69
460,137,63
460,138,81
460,139,69
460,140,72
461,127,86
461,128,10000
461,129,31
461,130,68
461,131,10000
461,132,53
461,133,47
461,134,96
461,135,10000
461,136,45
461,137,10000
461,138,10000
461,139,80
461,140,13
462,127,10000
462,128,10000
462,129,69
462,130,47
462,131,10000
462,132,10000
462,133,10000
462,134,76
462,135,10000
462,136,10000
462,137,10000
462,138,45
462,139,19
462,140,75
463,127,39
463,128,10000
463,129,10000
463,130,10000
463,131,47
463,132,60
463,133,10000
463,134,2
463,135,47
463,136,10000
463,137,10000
463,138,10000
463,139,10000
463,140,69
464,127,10000
464,128,10000
464,129,73
464,130,84
464,131,10000
464,132,10000
464,133,53
464,134,68
464,135,37
464,136,31
464,137,10000
464,138,72
464,139,69
464,140,35
465,127,14
465,128,6
465,129,9
465,130,49
465,131,10000
465,132,93
465,133,36
