Configuration, ObservableConfiguration, Cost
1351,271,5
1351,272,10000
1351,273,27
1351,274,39
1351,275,10000
1351,276,10000
1351,277,100
1351,278,76
1351,279,78
1351,280,10000
1352,271,10000
1352,272,58
1352,273,10000
1352,274,10000
1352,275,27
1352,276,10000
1352,277,90
1352,278,10000
1352,279,39
1352,280,10
1353,271,72
1353,272,54
1353,273,43
1353,274,11
1353,275,10000
1353,276,50
1353,277,10000
1353,278,10000
1353,279,10000
1353,280,10000
1354,271,41
1354,272,5
1354,273,64
1354,274,10000
1354,275,10000
1354,276,10000
1354,277,10000
1354,278,46
1354,279,10000
1354,280,10000
1355,271,88
1355,272,59
1355,273,40
1355,274,1
1355,275,10000
1355,276,10000
1355,277,10000
1355,278,10000
1355,279,10000
1355,280,58
1356,271,38
1356,272,89
1356,273,10000
1356,274,10000
1356,275,97
1356,276,10000
1356,277,88
1356,278,10000
1356,279,10000
1356,280,6
1357,271,98
1357,272,15
1357,273,89
1357,274,83
1357,275,30
1357,276,59
1357,277,85
1357,278,10000
1357,279,42
1357,280,67
1358,271,49
1358,272,10000
1358,273,10000
1358,274,10000
1358,275,14
1358,276,10000
1358,277,10000
1358,278,10000
1358,279,10000
1358,280,63
1359,271,10000
1359,272,90
1359,273,65
1359,274,89
1359,275,10000
1359,276,8
1359,277,64
1359,278,94
1359,279,10000
1359,280,10000
1360,271,10000
1360,272,10000
1360,273,95
1360,274,10000
1360,275,10000
1360,276,7
1360,277,5
1360,278,10000
1360,279,99
1360,280,10000
1361,271,56
1361,272,90
1361,273,89
1361,274,10000
1361,275,10000
1361,276,54
1361,277,5
1361,278,10000
1361,279,56
1361,280,19
1362,271,10000
1362,272,10000
1362,273,10000
1362,274,47
1362,275,10000
1362,276,98
1362,277,95
1362,278,48
1362,279,77
1362,280,10000
1363,271,71
1363,272,81
1363,273,86
1363,274,40
1363,275,10000
1363,276,60
1363,277,10000
1363,278,96
1363,279,58
1363,280,39
1364,271,10000
1364,272,1
1364,273,84
1364,274,10000
1364,275,23
1364,276,24
1364,277,87
1364,278,10000
1364,279,11
1364,280,55
1365,271,3
1365,272,10000
1365,273,13
1365,274,15
1365,275,25
1365,276,10000
1365,277,10000
1365,278,72
1365,279,63
1365,280,10000
1366,271,10000
1366,272,10000
1366,273,64
1366,274,85
1366,275,10000
1366,276,93
1366,277,10000
1366,278,29
1366,279,64
1366,280,10000
1367,271,58
1367,272,32
1367,273,10000
1367,274,13
1367,275,66
1367,276,10000
1367,277,22
1367,278,10000
1367,279,10000
1367,280,10000
1368,271,38
1368,272,10000
1368,273,26
1368,274,10000
1368,275,15
1368,276,31
1368,277,10000
1368,278,98
1368,279,9
1368,280,88
1369,271,13
1369,272,12
1369,273,10000
1369,274,10000
1369,275,6
1369,276,84
1369,277,91
1369,278,10000
1369,279,97
1369,280,33
1370,271,10000
1370,272,10000
1370,273,10000
1370,274,10000
1370,275,10000
1370,276,73
1370,277,10000
1370,278,44
1370,279,56
1370,280,27
1371,271,10000
1371,272,52
1371,273,72
1371,274,40
1371,275,10000
1371,276,91
1371,277,78
1371,278,10000
1371,279,10000
1371,280,1
1372,271,10000
1372,272,42
1372,273,17
1372,274,10000
1372,275,10000
1372,276,42
1372,277,10000
1372,278,40
1372,279,10000
1372,280,10000
1373,271,86
1373,272,10000
1373,273,10000
1373,274,10000
1373,275,10000
1373,276,38
1373,277,36
1373,278,10000
1373,279,28
1373,280,10000
1374,271,89
1374,272,79
1374,273,79
1374,274,56
1374,275,10000
1374,276,44
1374,277,68
1374,278,10000
1374,279,84
1374,280,10000
1375,271,10000
1375,272,10000
1375,273,10000
1375,274,54
1375,275,78
1375,276,10000
1375,277,10000
1375,278,10000
1375,279,82
1375,280,33
1376,271,16
1376,272,9
1376,273,10000
1376,274,81
1376,275,25
1376,276,44
1376,277,63
1376,278,8
1376,279,97
1376,280,10000
1377,271,37
1377,272,99
1377,273,10000
1377,274,10000
1377,275,18
1377,276,19
1377,277,12
1377,278,85
1377,279,49
1377,280,10000
1378,271,10000
1378,272,22
1378,273,41
1378,274,10000
1378,275,10000
1378,276,10000
1378,277,10000
1378,278,10000
1378,279,100
1378,280,3
1379,271,10000
1379,272,87
1379,273,10000
1379,274,38
1379,275,67
1379,276,77
1379,277,10000
1379,278,10000
1379,279,67
1379,280,58
1380,271,57
1380,272,29
1380,273,10000
1380,274,10000
1380,275,10000
1380,276,10000
1380,277,10000
1380,278,7
1380,279,10000
1380,280,20
1381,271,86
1381,272,10000
1381,273,10000
1381,274,10000
1381,275,20
1381,276,13
1381,277,79
1381,278,10000
1381,279,10000
1381,280,98
1382,271,10000
1382,272,10000
1382,273,10000
1382,274,40
1382,275,10000
1382,276,56
1382,277,98
1382,278,10000
1382,279,10000
1382,280,13
1383,271,100
1383,272,67
1383,273,10000
1383,274,10000
1383,275,41
1383,276,65
1383,277,10000
1383,278,38
1383,279,3
1383,280,10000
1384,271,10000
1384,272,59
1384,273,10000
1384,274,89
1384,275,10000
1384,276,10000
1384,277,82
1384,278,44
1384,279,99
1384,280,82
1385,271,10000
1385,272,69
1385,273,10000
1385,274,10000
1385,275,10000
1385,276,2
1385,277,10000
1385,278,10000
1385,279,10000
1385,280,10000
1386,271,10000
1386,272,69
1386,273,10000
1386,274,52
1386,275,10000
1386,276,10000
1386,277,37
1386,278,10000
1386,279,10000
1386,280,10000
1387,271,10000
1387,272,5
1387,273,10000
1387,274,10000
1387,275,10000
1387,276,22
1387,277,74
1387,278,10000
1387,279,10000
1387,280,10000
1388,271,60
1388,272,30
1388,273,10000
1388,274,10000
1388,275,10000
1388,276,56
1388,277,10000
1388,278,23
1388,279,10000
1388,280,69
1389,271,61
1389,272,10000
1389,273,10000
1389,274,52
1389,275,10000
1389,276,10000
1389,277,86
1389,278,62
1389,279,10000
1389,280,10000
1390,271,93
1390,272,11
1390,273,10000
1390,274,53
1390,275,10000
1390,276,96
1390,277,67
1390,278,10000
1390,279,10000
1390,280,10000
1391,271,60
1391,272,98
1391,273,90
1391,274,91
1391,275,10000
1391,276,10000
1391,277,10000
1391,278,100
1391,279,39
1391,280,10000
1392,271,10000
1392,272,10000
1392,273,10000
1392,274,10000
1392,275,16
1392,276,3
1392,277,80
1392,278,10000
1392,279,10000
1392,280,10000
1393,271,10000
1393,272,52
1393,273,72
1393,274,10
1393,275,10000
1393,276,96
1393,277,10000
1393,278,63
1393,279,94
1393,280,10000
1394,271,10000
1394,272,10000
1394,273,10000
1394,274,10000
1394,275,10000
1394,276,10000
1394,277,10000
1394,278,10000
1394,279,30
1394,280,45
1395,271,10000
1395,272,44
1395,273,10
1395,274,75
1395,275,10000
1395,276,10000
1395,277,10000
1395,278,93
1395,279,10000
1395,280,71
1396,271,10000
1396,272,12
1396,273,29
1396,274,10000
1396,275,55
1396,276,10000
1396,277,16
1396,278,71
1396,279,24
1396,280,10000
1397,271,77
1397,272,10000
1397,273,10000
1397,274,10000
1397,275,97
1397,276,52
1397,277,19
1397,278,10
1397,279,10000
1397,280,6
1398,271,10000
1398,272,10000
1398,273,85
1398,274,10000
1398,275,14
1398,276,89
1398,277,10000
1398,278,82
1398,279,10000
1398,280,10000
1399,271,10000
1399,272,78
1399,273,57
1399,274,77
1399,275,70
1399,276,10000
1399,277,24
1399,278,18
1399,279,10000
1399,280,10000
1400,271,23
1400,272,9
1400,273,10000
1400,274,10000
1400,275,21
1400,276,94
1400,277,10000
1400,278,10000
1400,279,10000
1400,280,98
Budget,142
