Configuration, ObservableConfiguration, Cost
401,81,37
401,82,10000
401,83,10000
401,84,45
401,85,10000
401,86,98
401,87,10000
401,88,47
401,89,10000
401,90,10000
402,81,49
402,82,24
402,83,41
402,84,18
402,85,86
402,86,53
402,87,10000
402,88,10000
402,89,10000
402,90,76
403,81,10000
403,82,10000
403,83,10000
403,84,10000
403,85,10000
403,86,10000
403,87,53
403,88,30
403,89,54
403,90,10000
404,81,48
404,82,90
404,83,10000
404,84,10000
404,85,10000
404,86,8
404,87,10000
404,88,10000
404,89,15
404,90,10000
405,81,10000
405,82,10000
405,83,10000
405,84,26
405,85,10000
405,86,10000
405,87,10000
405,88,10000
405,89,10000
405,90,10000
406,81,84
406,82,10000
406,83,47
406,84,10000
406,85,10000
406,86,64
406,87,10000
406,88,97
406,89,8
406,90,10000
407,81,10000
407,82,10000
407,83,10000
407,84,81
407,85,10000
407,86,9
407,87,44
407,88,10000
407,89,10000
407,90,61
408,81,10000
408,82,10000
408,83,51
408,84,36
408,85,40
408,86,84
408,87,100
408,88,10000
408,89,10000
408,90,10000
409,81,82
409,82,60
409,83,10000
409,84,10000
409,85,10000
409,86,10000
409,87,15
409,88,32
409,89,29
409,90,76
410,81,36
410,82,10000
410,83,42
410,84,10000
410,85,10000
410,86,10000
410,87,82
410,88,10000
410,89,66
410,90,10000
411,81,10000
411,82,26
411,83,55
411,84,28
411,85,10000
411,86,91
411,87,100
411,88,68
411,89,57
411,90,10000
412,81,10000
412,82,10000
412,83,83
412,84,53
412,85,20
412,86,41
412,87,10000
412,88,10000
412,89,10000
412,90,96
413,81,10000
413,82,9
413,83,70
413,84,56
413,85,10000
413,86,25
413,87,66
413,88,77
413,89,10000
413,90,92
414,81,10000
414,82,60
414,83,83
414,84,10000
414,85,10000
414,86,81
414,87,29
414,88,20
414,89,94
414,90,34
415,81,74
415,82,49
415,83,41
415,84,65
415,85,2
415,86,10000
415,87,10000
415,88,54
415,89,36
415,90,10000
416,81,92
416,82,91
416,83,10000
416,84,10000
416,85,57
416,86,45
416,87,79
416,88,54
416,89,10000
416,90,10000
417,81,51
417,82,10000
417,83,10000
417,84,10000
417,85,92
417,86,10000
417,87,37
417,88,15
417,89,20
417,90,10000
418,81,38
418,82,10000
418,83,80
418,84,10000
418,85,10000
418,86,10000
418,87,10000
418,88,10000
418,89,10000
418,90,10000
419,81,10000
419,82,10000
419,83,10000
419,84,10000
419,85,60
419,86,41
419,87,18
419,88,28
419,89,10000
419,90,10000
420,81,10000
420,82,10000
420,83,95
420,84,10000
420,85,93
420,86,79
420,87,11
420,88,10000
420,89,10000
420,90,10000
421,81,21
421,82,21
421,83,17
421,84,10000
421,85,59
421,86,83
421,87,32
421,88,51
421,89,99
421,90,35
422,81,100
422,82,86
422,83,10000
422,84,83
422,85,75
422,86,10000
422,87,10000
422,88,98
422,89,10000
422,90,81
423,81,10000
423,82,10000
423,83,10
423,84,10000
423,85,54
423,86,10000
423,87,10000
423,88,10000
423,89,35
423,90,93
424,81,10000
424,82,10000
424,83,98
424,84,10000
424,85,8
424,86,43
424,87,10000
424,88,91
424,89,79
424,90,5
425,81,10000
425,82,10000
425,83,10000
425,84,58
425,85,16
425,86,81
425,87,69
425,88,54
425,89,10000
425,90,56
426,81,24
426,82,19
426,83,10000
426,84,4
426,85,80
426,86,10000
426,87,10000
426,88,62
426,89,76
426,90,10000
427,81,84
427,82,10000
427,83,10000
427,84,15
427,85,64
427,86,10000
427,87,10000
427,88,60
427,89,10000
427,90,10000
