Configuration, ObservableConfiguration, Cost
101,21,10000
101,22,70
101,23,57
101,24,75
101,25,10000
101,26,88
101,27,10000
101,28,10000
101,29,46
101,30,30
102,21,69
102,22,14
102,23,10000
102,24,10000
102,25,51
102,26,37
102,27,48
102,28,42
102,29,33
102,30,82
103,21,33
103,22,10000
103,23,13
103,24,3
103,25,10000
103,26,35
103,27,10000
103,28,64
103,29,88
103,30,24
104,21,10000
104,22,25
104,23,59
104,24,10000
104,25,10000
104,26,33
104,27,11
104,28,17
104,29,10000
104,30,50
105,21,10000
105,22,82
105,23,10000
105,24,98
105,25,10000
105,26,10000
105,27,10000
105,28,10000
105,29,26
105,30,10000
106,21,81
106,22,10000
106,23,10000
106,24,10000
106,25,10000
106,26,68
106,27,58
106,28,10000
106,29,77
106,30,10000
107,21,10000
107,22,10000
107,23,10000
107,24,10000
107,25,67
107,26,10000
107,27,25
107,28,10000
107,29,20
107,30,57
108,21,10000
108,22,90
108,23,34
108,24,10000
108,25,63
108,26,10000
108,27,61
108,28,100
108,29,10000
108,30,93
109,21,10000
109,22,10000
109,23,65
109,24,10000
109,25,79
109,26,45
109,27,15
109,28,52
109,29,10000
109,30,10
110,21,10000
110,22,20
110,23,25
110,24,10000
110,25,10000
110,26,10000
110,27,18
110,28,32
110,29,80
110,30,10000
111,21,10000
111,22,10000
111,23,57
111,24,50
111,25,46
111,26,83
111,27,10000
111,28,10000
111,29,88
111,30,10000
112,21,10000
112,22,18
112,23,78
112,24,10000
112,25,58
112,26,10000
112,27,10000
112,28,10000
112,29,10000
112,30,56
113,21,10000
113,22,18
113,23,10000
113,24,52
113,25,10000
113,26,56
113,27,44
113,28,6
113,29,10000
113,30,85
114,21,10000
114,22,1
114,23,36
114,24,10000
114,25,10000
114,26,10000
114,27,29
114,28,10000
114,29,10000
114,30,10000
115,21,68
115,22,12
115,23,10000
115,24,10000
115,25,27
115,26,10000
115,27,10000
115,28,10000
115,29,10000
115,30,10000
116,21,10000
116,22,10000
116,23,66
116,24,10000
116,25,38
116,26,10000
116,27,10000
116,28,88
116,29,30
116,30,95
117,21,58
117,22,10000
117,23,10000
117,24,8
117,25,10000
117,26,10000
117,27,10000
117,28,72
117,29,50
117,30,94
118,21,94
118,22,81
118,23,10000
118,24,52
118,25,10000
118,26,97
118,27,10000
118,28,50
118,29,36
118,30,50
119,21,90
119,22,40
119,23,84
119,24,62
119,25,65
119,26,71
119,27,51
119,28,10000
119,29,42
119,30,10000
120,21,98
120,22,10000
120,23,10
120,24,10000
120,25,58
120,26,96
120,27,10000
120,28,7
120,29,10000
120,30,10000
121,21,90
121,22,5
121,23,81
121,24,10000
121,25,75
121,26,18
121,27,49
121,28,89
121,29,10000
121,30,10000
122,21,74
122,22,10000
122,23,19
122,24,63
122,25,10000
122,26,10000
122,27,86
122,28,10000
122,29,59
122,30,7
123,21,16
123,22,73
123,23,74
123,24,40
123,25,2
123,26,42
123,27,77
123,28,10000
123,29,39
123,30,85
124,21,10000
124,22,54
124,23,5
124,24,64
124,25,72
124,26,10000
124,27,10000
124,28,66
124,29,8
124,30,10000
125,21,69
125,22,83
125,23,10000
125,24,10000
125,25,24
125,26,46
125,27,58
125,28,92
125,29,10000
125,30,10000
126,21,10000
126,22,10000
126,23,11
126,24,10000
126,25,10000
126,26,10000
126,27,47
126,28,16
126,29,37
126,30,65
127,21,91
127,22,10000
127,23,10000
127,24,10000
127,25,62
127,26,10000
127,27,44
127,28,60
127,29,10000
127,30,75
128,21,85
128,22,10000
128,23,54
128,24,61
128,25,80
128,26,10000
128,27,10000
128,28,10000
128,29,35
128,30,29
129,21,10000
129,22,10000
129,23,10000
129,24,45
129,25,21
129,26,60
129,27,83
129,28,35
129,29,80
129,30,10000
130,21,93
130,22,10000
130,23,10000
130,24,8
130,25,99
130,26,3
130,27,3
130,28,72
130,29,5
130,30,65
131,21,10000
131,22,10000
131,23,10000
131,24,57
131,25,86
131,26,78
131,27,10000
131,28,52
131,29,10000
131,30,16
132,21,10000
132,22,68
132,23,10000
132,24,36
132,25,64
132,26,10000
132,27,72
132,28,21
132,29,1
132,30,10000
133,21,62
133,22,23
133,23,10000
133,24,10000
133,25,40
133,26,10000
133,27,61
133,28,10000
133,29,4
133,30,15
134,21,10000
134,22,10000
134,23,10000
134,24,71
134,25,10000
134,26,72
134,27,38
134,28,77
134,29,28
134,30,10000
135,21,10000
135,22,20
135,23,70
135,24,10000
135,25,10000
135,26,69
135,27,10000
135,28,52
135,29,10000
135,30,10000
136,21,1
136,22,55
136,23,10000
136,24,10000
136,25,10000
136,26,38
136,27,10000
136,28,95
136,29,10000
136,30,88
137,21,43
137,22,10000
137,23,10
137,24,24
137,25,10000
137,26,86
137,27,60
137,28,10000
137,29,10000
137,30,23
138,21,10000
138,22,10000
138,23,10000
138,24,62
138,25,68
138,26,90
138,27,25
138,28,10000
138,29,23
138,30,97
139,21,92
139,22,8
139,23,10000
139,24,61
139,25,10000
139,26,10000
139,27,10000
139,28,64
139,29,10000
139,30,89
140,21,31
140,22,82
140,23,10000
140,24,10000
140,25,10000
140,26,10000
140,27,10000
140,28,31
140,29,50
140,30,10000
141,21,91
141,22,10000
141,23,10000
141,24,10000
141,25,10000
141,26,10000
141,27,10000
141,28,71
141,29,61
141,30,10000
142,21,10000
142,22,90
142,23,46
142,24,10000
142,25,38
142,26,10000
142,27,10000
142,28,76
142,29,17
142,30,95
143,21,35
143,22,10000
143,23,10000
143,24,10000
143,25,80
143,26,10000
143,27,10000
143,28,17
143,29,10000
143,30,10000
144,21,10000
144,22,10000
144,23,18
144,24,90
144,25,97
144,26,10000
144,27,2
144,28,10000
144,29,10000
144,30,10000
145,21,77
145,22,10000
145,23,34
145,24,10000
145,25,55
145,26,10000
145,27,77
145,28,51
145,29,10000
145,30,10000
146,21,54
146,22,10000
146,23,10000
146,24,39
146,25,10000
146,26,10
146,27,10000
146,28,10000
146,29,10000
146,30,10000
147,21,10000
147,22,94
147,23,10000
147,24,1
147,25,10000
147,26,10000
147,27,10000
147,28,10000
147,29,10000
147,30,30
148,21,10000
148,22,20
148,23,76
148,24,80
148,25,10000
148,26,14
148,27,35
148,28,26
148,29,10000
148,30,10000
149,21,73
149,22,10000
149,23,75
149,24,10000
149,25,100
149,26,40
149,27,10000
149,28,10000
149,29,10000
149,30,79
150,21,27
150,22,10000
150,23,7
150,24,10000
150,25,10
150,26,10000
150,27,10000
150,28,10000
150,29,10000
150,30,10000
Budget,330
