Configuration, ObservableConfiguration, Cost
751,151,68
751,152,10000
751,153,10000
751,154,89
751,155,10000
751,156,72
751,157,10000
751,158,28
751,159,10000
751,160,10000
752,151,14
752,152,10000
752,153,62
752,154,10000
752,155,37
752,156,10000
752,157,10000
752,158,10000
752,159,10000
752,160,10000
753,151,10000
753,152,10000
753,153,100
753,154,88
753,155,10000
753,156,10000
753,157,62
753,158,55
753,159,10000
753,160,10000
754,151,74
754,152,39
754,153,10000
754,154,83
754,155,10000
754,156,14
754,157,93
754,158,10000
754,159,52
754,160,65
755,151,48
755,152,10000
755,153,19
755,154,10000
755,155,94
755,156,10000
755,157,89
755,158,10000
755,159,19
755,160,10000
756,151,27
756,152,37
756,153,10000
756,154,10000
756,155,10000
756,156,4
756,157,10000
756,158,10000
756,159,57
756,160,10000
757,151,25
757,152,10000
757,153,64
757,154,61
757,155,11
757,156,15
757,157,20
757,158,10000
757,159,10000
757,160,10000
758,151,93
758,152,34
758,153,10000
758,154,10000
758,155,78
758,156,10000
758,157,21
758,158,10000
758,159,97
758,160,10000
759,151,10000
759,152,10000
759,153,37
759,154,10000
759,155,26
759,156,82
759,157,14
759,158,72
759,159,10000
759,160,10000
760,151,10000
760,152,55
760,153,10000
760,154,81
760,155,100
760,156,10000
760,157,10000
760,158,63
760,159,87
760,160,45
761,151,39
761,152,10000
761,153,63
761,154,77
761,155,44
761,156,10000
761,157,10000
761,158,60
761,159,17
761,160,10000
762,151,53
762,152,62
762,153,32
762,154,13
762,155,64
762,156,32
762,157,95
762,158,1
762,159,15
762,160,10000
763,151,10000
763,152,53
763,153,10000
763,154,6
763,155,40
763,156,10
763,157,10000
763,158,10000
763,159,10000
763,160,10000
764,151,39
764,152,10000
764,153,10
764,154,94
764,155,30
764,156,10000
764,157,10000
764,158,10000
764,159,86
764,160,10000
765,151,85
765,152,34
765,153,10000
765,154,10000
765,155,10000
765,156,96
765,157,99
765,158,10000
765,159,10000
765,160,92
766,151,10000
766,152,10000
766,153,11
766,154,78
766,155,10000
766,156,10000
766,157,48
766,158,10000
766,159,76
766,160,40
767,151,10000
767,152,10000
767,153,10000
767,154,21
767,155,10000
767,156,10000
767,157,53
767,158,39
767,159,19
767,160,10000
768,151,10000
768,152,17
768,153,62
768,154,10000
768,155,10000
768,156,10000
768,157,10000
768,158,10000
768,159,23
768,160,73
769,151,10000
769,152,10000
769,153,10000
769,154,10000
769,155,10000
769,156,20
769,157,70
769,158,61
769,159,32
769,160,10000
770,151,10000
770,152,57
770,153,10000
770,154,10000
770,155,88
770,156,10000
770,157,88
770,158,14
770,159,65
770,160,98
771,151,10000
771,152,5
771,153,70
771,154,10000
771,155,34
771,156,73
771,157,10000
771,158,58
771,159,9
771,160,76
772,151,10000
772,152,91
772,153,7
772,154,95
772,155,10000
772,156,10000
772,157,10000
772,158,10000
772,159,97
772,160,12
773,151,10000
773,152,10000
773,153,10000
773,154,10000
773,155,10000
773,156,1
773,157,10000
773,158,10000
773,159,3
773,160,10000
774,151,10000
774,152,1
774,153,39
774,154,10000
774,155,94
774,156,53
774,157,10000
774,158,93
774,159,80
774,160,10000
775,151,10000
775,152,10000
775,153,10000
775,154,10000
775,155,10000
775,156,10000
775,157,10000
775,158,35
775,159,10000
775,160,10000
776,151,10000
776,152,10000
776,153,83
776,154,93
776,155,80
776,156,21
776,157,21
776,158,10000
776,159,10000
776,160,10000
777,151,10000
777,152,10000
777,153,10000
777,154,90
777,155,10000
777,156,10000
777,157,10000
777,158,21
777,159,15
777,160,27
778,151,10000
778,152,10000
778,153,10000
778,154,10000
778,155,63
778,156,10000
778,157,73
778,158,89
778,159,7
778,160,100
779,151,38
779,152,18
779,153,10000
779,154,10000
779,155,28
779,156,16
779,157,10000
779,158,52
779,159,10000
779,160,16
780,151,10000
780,152,10000
780,153,10000
780,154,61
780,155,10000
780,156,8
780,157,10000
780,158,10000
780,159,10000
780,160,10000
781,151,10000
781,152,98
781,153,44
781,154,27
781,155,41
781,156,90
781,157,10000
781,158,10000
781,159,10000
781,160,13
782,151,51
782,152,10000
782,153,10000
782,154,10000
782,155,35
782,156,10000
782,157,10000
782,158,5
782,159,10000
782,160,99
783,151,10000
783,152,10000
783,153,10000
783,154,10000
783,155,10000
783,156,10000
783,157,40
783,158,10000
783,159,12
783,160,10000
784,151,10000
784,152,10000
784,153,10000
784,154,10000
784,155,10000
784,156,10000
784,157,60
784,158,1
784,159,10000
784,160,10000
785,151,10000
785,152,10000
785,153,10000
785,154,10000
785,155,10000
785,156,82
785,157,100
785,158,10000
785,159,10000
785,160,10000
