Configuration, ObservableConfiguration, Cost
1151,323,10000
1151,324,68
1151,325,35
1151,326,10000
1151,327,10000
1151,328,10000
1151,329,53
1151,330,46
1151,331,10000
1151,332,41
1151,333,78
1151,334,33
1151,335,37
1151,336,10000
1152,323,10000
1152,324,86
1152,325,10000
1152,326,10000
1152,327,10000
1152,328,10000
1152,329,68
1152,330,10000
1152,331,73
1152,332,29
1152,333,10000
1152,334,73
1152,335,24
1152,336,10000
1153,323,39
1153,324,10000
1153,325,64
1153,326,29
1153,327,10000
1153,328,3
1153,329,10000
1153,330,87
1153,331,10000
1153,332,10000
1153,333,47
1153,334,10000
1153,335,10000
1153,336,10000
1154,323,10000
1154,324,10000
1154,325,10000
1154,326,31
1154,327,100
1154,328,10000
1154,329,85
1154,330,78
1154,331,34
1154,332,10000
1154,333,10000
1154,334,36
1154,335,10000
1154,336,10000
1155,323,10000
1155,324,10000
1155,325,10000
1155,326,38
1155,327,7
1155,328,10000
1155,329,10000
1155,330,23
1155,331,79
1155,332,14
1155,333,10000
1155,334,59
1155,335,90
1155,336,26
1156,323,10000
1156,324,10000
1156,325,10000
1156,326,83
1156,327,86
1156,328,45
1156,329,98
1156,330,31
1156,331,10000
1156,332,10000
1156,333,10000
1156,334,82
1156,335,10000
1156,336,27
1157,323,65
1157,324,10000
1157,325,32
1157,326,71
1157,327,80
1157,328,10000
1157,329,10000
1157,330,10000
1157,331,21
1157,332,10000
1157,333,21
1157,334,75
1157,335,63
1157,336,10
1158,323,10000
1158,324,10000
1158,325,10000
1158,326,10000
1158,327,81
1158,328,10000
1158,329,10000
1158,330,77
1158,331,95
1158,332,94
1158,333,10000
1158,334,10000
1158,335,10000
1158,336,99
1159,323,8
1159,324,10000
1159,325,40
1159,326,10000
1159,327,10000
1159,328,44
1159,329,10000
1159,330,74
1159,331,10000
1159,332,82
1159,333,10000
1159,334,54
1159,335,88
1159,336,52
1160,323,62
1160,324,10000
1160,325,10000
1160,326,23
1160,327,83
1160,328,10000
1160,329,10000
1160,330,10000
1160,331,10000
1160,332,10000
1160,333,10000
1160,334,98
1160,335,10000
1160,336,31
1161,323,10000
1161,324,25
1161,325,10000
1161,326,66
1161,327,10000
1161,328,10000
1161,329,2
1161,330,10000
1161,331,10000
1161,332,67
1161,333,10000
1161,334,51
1161,335,10000
1161,336,10000
1162,323,69
1162,324,10000
1162,325,10000
1162,326,10000
1162,327,10000
1162,328,10000
1162,329,10000
1162,330,10000
1162,331,64
1162,332,85
1162,333,93
1162,334,10000
1162,335,10000
1162,336,10000
1163,323,79
1163,324,28
1163,325,10000
1163,326,27
1163,327,4
1163,328,93
1163,329,89
1163,330,35
1163,331,76
1163,332,10000
1163,333,33
1163,334,45
1163,335,10000
1163,336,92
1164,323,52
1164,324,10000
1164,325,10000
1164,326,29
1164,327,80
1164,328,86
1164,329,96
1164,330,10000
1164,331,10000
1164,332,88
1164,333,10000
1164,334,1
1164,335,10000
1164,336,28
1165,323,10000
1165,324,10000
1165,325,51
1165,326,10000
1165,327,93
1165,328,10000
1165,329,10000
1165,330,13
1165,331,10000
1165,332,10000
1165,333,51
1165,334,84
1165,335,10000
1165,336,10000
1166,323,26
1166,324,91
1166,325,10000
1166,326,10000
1166,327,56
1166,328,52
1166,329,10000
1166,330,10000
1166,331,96
1166,332,10000
1166,333,58
1166,334,77
1166,335,74
1166,336,50
1167,323,21
1167,324,40
1167,325,81
1167,326,88
1167,327,10000
1167,328,10000
1167,329,64
1167,330,33
1167,331,10000
1167,332,10000
1167,333,31
1167,334,63
1167,335,69
1167,336,20
1168,323,79
1168,324,10000
1168,325,10000
1168,326,10000
1168,327,30
1168,328,10000
1168,329,54
1168,330,10000
1168,331,10000
1168,332,48
1168,333,21
1168,334,10000
1168,335,39
1168,336,31
1169,323,10000
1169,324,10000
1169,325,14
1169,326,10000
1169,327,91
1169,328,10000
1169,329,10000
1169,330,73
1169,331,10000
1169,332,10000
1169,333,10000
1169,334,20
1169,335,33
1169,336,10000
1170,323,96
1170,324,78
1170,325,10000
1170,326,10000
1170,327,10000
1170,328,80
1170,329,10000
1170,330,38
1170,331,10000
1170,332,13
1170,333,10000
1170,334,74
1170,335,10000
1170,336,33
1171,323,68
1171,324,10000
1171,325,47
1171,326,75
1171,327,44
1171,328,91
1171,329,16
1171,330,10000
1171,331,10000
1171,332,18
1171,333,62
1171,334,10000
1171,335,10000
1171,336,63
1172,323,20
1172,324,63
1172,325,88
1172,326,10000
1172,327,73
1172,328,39
1172,329,100
1172,330,16
1172,331,2
1172,332,21
1172,333,50
1172,334,12
1172,335,3
1172,336,73
1173,323,10
1173,324,10000
1173,325,10000
1173,326,85
1173,327,10000
1173,328,4
1173,329,3
1173,330,10000
1173,331,10000
1173,332,18
1173,333,10000
1173,334,10000
1173,335,10000
1173,336,62
1174,323,36
1174,324,10000
1174,325,10000
1174,326,34
1174,327,74
1174,328,10000
1174,329,38
1174,330,30
1174,331,78
1174,332,10000
1174,333,10000
1174,334,56
1174,335,10000
1174,336,45
1175,323,100
1175,324,10000
1175,325,10000
1175,326,96
1175,327,60
1175,328,46
1175,329,10000
1175,330,89
1175,331,78
1175,332,88
1175,333,10000
1175,334,10000
1175,335,30
1175,336,10000
1176,323,10000
1176,324,97
1176,325,10000
1176,326,10000
1176,327,10000
1176,328,10000
1176,329,10000
1176,330,10000
1176,331,94
1176,332,10000
1176,333,99
1176,334,10000
1176,335,49
1176,336,10000
1177,323,29
1177,324,10000
1177,325,64
1177,326,76
1177,327,82
1177,328,10000
1177,329,10000
1177,330,10000
1177,331,44
1177,332,44
1177,333,25
1177,334,10000
1177,335,41
1177,336,10000
1178,323,18
1178,324,10000
1178,325,10000
1178,326,26
1178,327,10000
1178,328,10000
1178,329,10000
1178,330,10000
1178,331,10000
1178,332,10000
1178,333,10000
1178,334,10000
1178,335,10000
1178,336,10000
1179,323,3
1179,324,10000
1179,325,10000
1179,326,10000
1179,327,10000
1179,328,10000
1179,329,61
1179,330,90
1179,331,10000
1179,332,92
1179,333,10000
1179,334,52
1179,335,10000
1179,336,73
1180,323,10000
1180,324,10000
1180,325,10000
1180,326,75
1180,327,10000
1180,328,90
1180,329,71
1180,330,10000
1180,331,10000
1180,332,10000
1180,333,64
1180,334,10000
1180,335,65
1180,336,73
1181,323,10000
1181,324,10000
1181,325,10000
1181,326,10000
1181,327,10000
1181,328,10000
1181,329,37
1181,330,10000
1181,331,10000
1181,332,68
1181,333,10000
1181,334,67
1181,335,10000
1181,336,22
1182,323,93
1182,324,10000
1182,325,10000
1182,326,12
1182,327,47
1182,328,4
1182,329,15
1182,330,70
1182,331,37
1182,332,10000
1182,333,17
1182,334,10000
1182,335,10000
1182,336,32
1183,323,76
1183,324,10000
1183,325,10000
1183,326,96
1183,327,10000
1183,328,9
1183,329,82
1183,330,10000
1183,331,99
1183,332,10000
1183,333,29
1183,334,10000
1183,335,4
1183,336,10000
1184,323,10000
1184,324,64
1184,325,26
1184,326,73
1184,327,10000
1184,328,50
1184,329,10000
1184,330,10000
1184,331,22
1184,332,49
1184,333,10000
1184,334,91
1184,335,10000
1184,336,46
1185,323,15
1185,324,10000
1185,325,10000
1185,326,81
1185,327,10000
1185,328,29
1185,329,40
1185,330,42
1185,331,73
1185,332,65
1185,333,12
1185,334,10000
1185,335,63
1185,336,76
1186,323,10000
1186,324,10000
1186,325,10000
1186,326,10000
1186,327,10000
1186,328,10000
1186,329,28
1186,330,10000
1186,331,10000
1186,332,35
1186,333,10000
1186,334,10000
1186,335,31
1186,336,10000
1187,323,10000
1187,324,10000
1187,325,10000
1187,326,10000
1187,327,10000
1187,328,10000
1187,329,82
1187,330,10000
1187,331,10000
1187,332,10000
1187,333,2
1187,334,10000
1187,335,10000
1187,336,49
1188,323,96
1188,324,37
1188,325,99
1188,326,98
1188,327,10000
1188,328,40
1188,329,100
1188,330,10000
1188,331,58
1188,332,71
1188,333,10000
1188,334,10000
1188,335,10000
1188,336,88
1189,323,10000
1189,324,10000
1189,325,15
1189,326,10000
1189,327,10000
1189,328,10000
1189,329,13
1189,330,10000
1189,331,10000
1189,332,56
1189,333,10000
1189,334,38
1189,335,10000
1189,336,90
1190,323,10000
1190,324,90
1190,325,55
1190,326,96
1190,327,10000
1190,328,10000
1190,329,29
1190,330,10000
1190,331,10000
1190,332,65
1190,333,10000
1190,334,10000
1190,335,10000
1190,336,72
1191,323,91
1191,324,10000
1191,325,10000
1191,326,10000
1191,327,1
1191,328,10000
1191,329,79
1191,330,68
1191,331,10000
1191,332,10000
1191,333,75
1191,334,55
1191,335,10000
1191,336,10000
1192,323,10000
1192,324,7
1192,325,17
1192,326,10000
1192,327,12
1192,328,90
1192,329,10000
1192,330,95
1192,331,10000
1192,332,16
1192,333,79
1192,334,55
1192,335,58
1192,336,10000
1193,323,10000
1193,324,42
1193,325,10000
1193,326,10000
1193,327,65
1193,328,10000
1193,329,79
1193,330,77
1193,331,17
1193,332,53
1193,333,10000
1193,334,1
1193,335,44
1193,336,70
1194,323,10000
1194,324,10000
1194,325,84
1194,326,9
1194,327,76
1194,328,10000
1194,329,10000
1194,330,10000
1194,331,25
1194,332,10
1194,333,74
1194,334,10000
1194,335,39
1194,336,10000
1195,323,10000
1195,324,10000
1195,325,49
1195,326,15
1195,327,75
1195,328,48
1195,329,10000
1195,330,10000
1195,331,74
1195,332,34
1195,333,58
1195,334,10000
1195,335,10000
1195,336,10000
1196,323,10000
1196,324,24
1196,325,93
1196,326,10000
1196,327,49
1196,328,37
1196,329,30
1196,330,90
1196,331,85
1196,332,10000
1196,333,10000
1196,334,10000
1196,335,81
1196,336,80
1197,323,10000
1197,324,10000
1197,325,41
1197,326,10000
1197,327,2
1197,328,10000
1197,329,10000
1197,330,10000
1197,331,29
1197,332,82
1197,333,10000
1197,334,10000
1197,335,95
1197,336,23
1198,323,85
1198,324,49
1198,325,10000
1198,326,61
1198,327,53
1198,328,42
1198,329,20
1198,330,10000
1198,331,10000
1198,332,10000
1198,333,10000
1198,334,23
1198,335,13
1198,336,17
1199,323,79
1199,324,10000
1199,325,39
1199,326,12
1199,327,95
1199,328,98
1199,329,10000
1199,330,10000
1199,331,10000
1199,332,1
1199,333,14
1199,334,71
1199,335,10000
1199,336,84
1200,323,3
1200,324,27
1200,325,32
1200,326,94
1200,327,10000
1200,328,2
1200,329,31
1200,330,10000
1200,331,67
1200,332,14
1200,333,10000
1200,334,76
1200,335,30
