Configuration, ObservableConfiguration, Cost
951,191,10000
951,192,10000
951,193,10000
951,194,10000
951,195,17
951,196,10000
951,197,83
951,198,10000
951,199,10000
951,200,29
952,191,10000
952,192,53
952,193,10000
952,194,17
952,195,60
952,196,10000
952,197,10000
952,198,10000
952,199,10000
952,200,87
953,191,10000
953,192,75
953,193,10000
953,194,10000
953,195,10000
953,196,10000
953,197,71
953,198,14
953,199,2
953,200,10000
954,191,10000
954,192,10000
954,193,10000
954,194,10000
954,195,64
954,196,58
954,197,90
954,198,10000
954,199,48
954,200,10000
955,191,10000
955,192,10000
955,193,52
955,194,89
955,195,47
955,196,9
955,197,10000
955,198,72
955,199,10000
955,200,65
956,191,10000
956,192,10000
956,193,10000
956,194,58
956,195,10000
956,196,10000
956,197,94
956,198,10000
956,199,10000
956,200,10000
957,191,62
957,192,13
957,193,28
957,194,10000
957,195,10000
957,196,10000
957,197,10000
957,198,23
957,199,73
957,200,77
958,191,98
958,192,10000
958,193,10000
958,194,17
958,195,70
958,196,10000
958,197,27
958,198,10000
958,199,10000
958,200,32
959,191,46
959,192,88
959,193,10000
959,194,48
959,195,2
959,196,10000
959,197,10000
959,198,10000
959,199,10000
959,200,38
960,191,1
960,192,88
960,193,10000
960,194,43
960,195,10000
960,196,10000
960,197,3
960,198,97
960,199,10000
960,200,10000
961,191,10000
961,192,10000
961,193,85
961,194,43
961,195,13
961,196,84
961,197,10000
961,198,65
961,199,10000
961,200,10000
962,191,96
962,192,10000
962,193,39
962,194,56
962,195,81
962,196,10000
962,197,25
962,198,55
962,199,97
962,200,10000
963,191,65
963,192,76
963,193,10000
963,194,89
963,195,10000
963,196,10
963,197,10000
963,198,10000
963,199,2
963,200,10000
964,191,78
964,192,32
964,193,21
964,194,10000
964,195,78
964,196,10000
964,197,14
964,198,10000
964,199,30
964,200,99
965,191,62
965,192,10000
965,193,10
965,194,10000
965,195,10000
965,196,10000
965,197,10000
965,198,26
965,199,70
965,200,10000
966,191,10000
966,192,16
966,193,10000
966,194,10000
966,195,10000
966,196,10000
966,197,10000
966,198,62
966,199,10000
966,200,95
967,191,10000
967,192,63
967,193,100
967,194,10000
967,195,10000
967,196,51
967,197,10000
967,198,10000
967,199,10000
967,200,10000
968,191,10000
968,192,10000
968,193,91
968,194,10000
968,195,72
968,196,58
968,197,10000
968,198,10000
968,199,67
968,200,43
969,191,51
969,192,10000
969,193,10000
969,194,10000
969,195,49
969,196,10000
969,197,10000
969,198,10000
969,199,1
969,200,10000
970,191,10000
970,192,10
970,193,13
970,194,10000
970,195,10000
970,196,10
970,197,10000
970,198,51
970,199,10000
970,200,26
971,191,87
971,192,89
971,193,57
971,194,10000
971,195,86
971,196,10000
971,197,27
971,198,61
971,199,10000
971,200,56
972,191,10
972,192,47
972,193,99
972,194,59
972,195,10000
972,196,17
972,197,94
972,198,11
972,199,94
972,200,77
973,191,10000
973,192,80
973,193,7
973,194,88
973,195,10000
973,196,38
973,197,10000
973,198,85
973,199,51
973,200,94
974,191,10000
974,192,10000
974,193,10000
974,194,56
974,195,10000
974,196,10000
974,197,10000
974,198,37
974,199,51
974,200,10000
975,191,10000
975,192,30
975,193,11
975,194,10000
975,195,10000
975,196,10000
975,197,51
975,198,5
975,199,22
975,200,97
976,191,28
976,192,10000
976,193,10000
976,194,10000
976,195,10000
976,196,69
976,197,10000
976,198,29
976,199,83
976,200,31
977,191,1
977,192,47
977,193,74
977,194,80
977,195,10000
977,196,78
977,197,38
977,198,10000
977,199,64
977,200,58
978,191,74
978,192,77
978,193,10000
978,194,10000
978,195,95
978,196,10000
978,197,10000
978,198,58
978,199,30
978,200,45
979,191,10000
979,192,2
979,193,58
979,194,10000
979,195,10000
979,196,10000
979,197,10000
979,198,36
979,199,10000
979,200,10000
980,191,10000
980,192,14
980,193,19
980,194,10000
980,195,30
980,196,10000
980,197,10000
980,198,61
980,199,36
980,200,6
981,191,10000
981,192,10000
981,193,10000
981,194,10000
981,195,22
981,196,10000
981,197,44
981,198,89
981,199,63
981,200,10000
982,191,10000
982,192,10000
982,193,10000
982,194,4
982,195,10000
982,196,63
982,197,10000
982,198,24
982,199,10000
982,200,10000
983,191,10000
983,192,10000
983,193,10000
983,194,10000
983,195,23
983,196,46
983,197,92
983,198,14
983,199,8
983,200,9
984,191,10000
984,192,10000
984,193,10000
984,194,17
984,195,96
984,196,10000
984,197,10000
984,198,10000
984,199,60
984,200,10000
985,191,85
985,192,24
985,193,10000
985,194,10000
985,195,73
985,196,10000
985,197,10000
985,198,61
985,199,10000
985,200,10000
986,191,86
986,192,10000
986,193,10000
986,194,69
986,195,87
986,196,19
986,197,10000
986,198,27
986,199,81
986,200,82
987,191,39
987,192,10000
987,193,10000
987,194,53
987,195,1
987,196,72
987,197,10000
987,198,10000
987,199,10000
987,200,10000
988,191,10000
988,192,10000
988,193,10000
988,194,10000
988,195,91
988,196,10000
988,197,87
988,198,85
988,199,10000
988,200,10000
989,191,10000
989,192,10000
989,193,10000
989,194,31
989,195,83
989,196,17
989,197,11
989,198,37
989,199,46
989,200,91
990,191,89
990,192,95
990,193,10000
990,194,27
990,195,10000
990,196,10000
990,197,10000
990,198,56
990,199,2
990,200,10000
991,191,38
991,192,10000
991,193,10000
991,194,63
991,195,10000
991,196,12
991,197,97
991,198,10000
991,199,26
991,200,36
992,191,24
992,192,51
992,193,10000
992,194,8
992,195,25
992,196,9
992,197,10000
992,198,67
992,199,56
992,200,69
993,191,44
993,192,53
993,193,10000
993,194,56
993,195,42
993,196,36
993,197,28
993,198,10000
993,199,69
993,200,38
994,191,10000
994,192,17
994,193,10000
994,194,10000
994,195,41
994,196,36
994,197,4
994,198,10000
994,199,94
994,200,40
995,191,10000
995,192,10000
995,193,80
995,194,10000
995,195,97
995,196,10000
995,197,88
995,198,10000
995,199,66
995,200,10000
996,191,10000
996,192,10000
996,193,10000
996,194,34
996,195,67
996,196,10000
996,197,38
996,198,10000
996,199,10000
996,200,82
997,191,10000
997,192,17
997,193,10000
997,194,10000
997,195,56
997,196,10000
997,197,10000
997,198,4
997,199,29
997,200,62
998,191,10000
