Configuration, ObservableConfiguration, Cost
1351,271,31
1351,272,10000
1351,273,76
1351,274,66
1351,275,67
1351,276,78
1351,277,39
1351,278,10000
1351,279,10000
1351,280,10000
1352,271,10000
1352,272,40
1352,273,10000
1352,274,10000
1352,275,10000
1352,276,63
1352,277,95
1352,278,10000
1352,279,43
1352,280,10000
1353,271,91
1353,272,10000
1353,273,10000
1353,274,9
1353,275,10000
1353,276,10000
1353,277,92
1353,278,10000
1353,279,4
1353,280,73
1354,271,84
1354,272,97
1354,273,35
1354,274,22
1354,275,10000
1354,276,10000
1354,277,27
1354,278,79
1354,279,10000
1354,280,10000
1355,271,10000
1355,272,10000
1355,273,10000
1355,274,2
1355,275,55
1355,276,10000
1355,277,77
1355,278,94
1355,279,10000
1355,280,10000
1356,271,10000
1356,272,41
1356,273,10000
1356,274,99
1356,275,92
1356,276,5
1356,277,92
1356,278,10000
1356,279,60
1356,280,65
1357,271,51
1357,272,10000
1357,273,29
1357,274,26
1357,275,10000
1357,276,10000
1357,277,10000
1357,278,37
1357,279,10000
1357,280,10000
1358,271,84
1358,272,17
1358,273,77
1358,274,10000
1358,275,10000
1358,276,10000
1358,277,10000
1358,278,10000
1358,279,42
1358,280,10000
1359,271,59
1359,272,66
1359,273,44
1359,274,10000
1359,275,34
1359,276,10000
1359,277,29
1359,278,23
1359,279,79
1359,280,10000
1360,271,10000
1360,272,50
1360,273,10000
1360,274,32
1360,275,47
1360,276,10000
1360,277,33
1360,278,10000
1360,279,10000
1360,280,10000
1361,271,10000
1361,272,10000
1361,273,10000
1361,274,10000
1361,275,10000
1361,276,27
1361,277,10000
1361,278,10000
1361,279,10000
1361,280,9
1362,271,10000
1362,272,10000
1362,273,92
1362,274,10000
1362,275,75
1362,276,10000
1362,277,10000
1362,278,10000
1362,279,13
1362,280,10000
1363,271,98
1363,272,12
1363,273,46
1363,274,10000
1363,275,10000
1363,276,68
1363,277,39
1363,278,10000
1363,279,10000
1363,280,10000
1364,271,10000
1364,272,4
1364,273,16
1364,274,35
1364,275,10000
1364,276,53
1364,277,25
1364,278,10000
1364,279,46
1364,280,10000
1365,271,10000
1365,272,10000
1365,273,10000
1365,274,10000
1365,275,74
1365,276,10000
1365,277,10000
1365,278,10000
1365,279,90
1365,280,10000
1366,271,10000
1366,272,16
1366,273,73
1366,274,16
1366,275,41
1366,276,10000
1366,277,10000
1366,278,13
1366,279,10000
1366,280,47
1367,271,10000
1367,272,10000
1367,273,10000
1367,274,31
1367,275,6
1367,276,87
1367,277,10000
1367,278,89
1367,279,10000
1367,280,31
1368,271,77
1368,272,24
1368,273,10000
1368,274,96
1368,275,10000
1368,276,10000
1368,277,33
1368,278,10000
1368,279,56
1368,280,40
1369,271,28
1369,272,10000
1369,273,18
1369,274,58
1369,275,10000
1369,276,93
1369,277,93
1369,278,18
1369,279,3
1369,280,22
1370,271,10000
1370,272,10000
1370,273,77
1370,274,10000
1370,275,69
1370,276,10000
1370,277,94
1370,278,4
1370,279,80
1370,280,10000
1371,271,33
1371,272,32
1371,273,10000
1371,274,78
1371,275,10000
1371,276,8
1371,277,10000
1371,278,10000
1371,279,66
1371,280,10000
1372,271,10000
1372,272,10000
1372,273,10000
1372,274,10000
1372,275,16
1372,276,10000
1372,277,73
1372,278,10000
1372,279,52
1372,280,10000
1373,271,10000
1373,272,10000
1373,273,43
1373,274,71
1373,275,10000
1373,276,10000
1373,277,10000
1373,278,28
1373,279,23
1373,280,10000
1374,271,65
1374,272,24
1374,273,10000
1374,274,99
1374,275,1
1374,276,71
1374,277,10000
1374,278,20
1374,279,78
1374,280,10000
1375,271,67
1375,272,10000
1375,273,10000
1375,274,68
1375,275,81
1375,276,81
1375,277,10000
1375,278,60
1375,279,18
1375,280,10000
1376,271,46
1376,272,59
1376,273,85
1376,274,52
1376,275,45
1376,276,3
1376,277,34
1376,278,91
1376,279,12
1376,280,1
1377,271,10000
1377,272,10000
1377,273,10000
1377,274,10000
1377,275,3
1377,276,98
1377,277,10000
1377,278,10000
1377,279,77
1377,280,10000
1378,271,10000
1378,272,10000
1378,273,10000
1378,274,10000
1378,275,10000
1378,276,10000
1378,277,10000
1378,278,54
1378,279,10000
1378,280,66
1379,271,10000
1379,272,79
1379,273,10000
1379,274,12
1379,275,6
1379,276,38
1379,277,10000
1379,278,10000
1379,279,10000
1379,280,95
1380,271,10000
1380,272,55
1380,273,31
1380,274,37
1380,275,10000
1380,276,90
1380,277,13
1380,278,10000
1380,279,71
1380,280,10000
1381,271,87
1381,272,10000
1381,273,10000
1381,274,10000
1381,275,10000
1381,276,10000
1381,277,80
1381,278,76
1381,279,36
1381,280,10000
1382,271,51
1382,272,56
1382,273,10000
1382,274,19
1382,275,10000
1382,276,10000
1382,277,59
1382,278,10000
1382,279,10000
1382,280,12
1383,271,10000
1383,272,10000
1383,273,10000
1383,274,10000
1383,275,10000
1383,276,2
1383,277,48
1383,278,10000
1383,279,10000
1383,280,90
1384,271,93
1384,272,10000
1384,273,7
1384,274,10000
1384,275,10000
1384,276,27
1384,277,8
1384,278,10000
1384,279,10000
1384,280,10000
1385,271,10000
1385,272,25
1385,273,46
1385,274,10000
1385,275,10000
1385,276,10000
1385,277,10000
1385,278,35
1385,279,10000
1385,280,43
1386,271,10000
1386,272,10000
1386,273,10000
1386,274,10000
1386,275,10000
1386,276,10000
1386,277,3
1386,278,24
1386,279,89
1386,280,78
1387,271,10000
1387,272,17
1387,273,10000
1387,274,10000
1387,275,9
1387,276,48
1387,277,53
1387,278,10000
1387,279,84
1387,280,10000
1388,271,29
1388,272,52
1388,273,45
1388,274,48
1388,275,10000
1388,276,37
1388,277,10000
1388,278,11
1388,279,69
1388,280,10000
1389,271,78
1389,272,10000
1389,273,55
1389,274,10000
1389,275,34
1389,276,94
1389,277,96
1389,278,10000
1389,279,10000
1389,280,10000
1390,271,58
1390,272,52
1390,273,72
1390,274,10000
1390,275,10000
1390,276,10000
1390,277,29
1390,278,79
1390,279,14
1390,280,26
1391,271,39
1391,272,10000
1391,273,1
1391,274,75
1391,275,5
1391,276,9
1391,277,10000
1391,278,10000
1391,279,59
1391,280,10000
1392,271,83
1392,272,10000
1392,273,10000
1392,274,34
1392,275,10000
1392,276,10000
1392,277,41
1392,278,10000
1392,279,10000
1392,280,10000
1393,271,12
1393,272,10000
1393,273,10000
1393,274,39
1393,275,10000
1393,276,88
1393,277,66
1393,278,22
1393,279,10000
1393,280,52
1394,271,10000
1394,272,10000
1394,273,25
1394,274,10000
1394,275,11
1394,276,47
1394,277,10000
1394,278,10000
1394,279,70
1394,280,10000
1395,271,64
1395,272,10000
1395,273,65
1395,274,37
1395,275,79
1395,276,10000
1395,277,53
1395,278,84
1395,279,10000
1395,280,52
1396,271,57
1396,272,66
1396,273,10000
1396,274,70
1396,275,13
1396,276,32
1396,277,10000
1396,278,17
1396,279,4
1396,280,10000
1397,271,36
1397,272,49
1397,273,10000
1397,274,10000
1397,275,43
1397,276,10000
1397,277,10000
1397,278,17
1397,279,51
1397,280,32
1398,271,10000
1398,272,10000
1398,273,91
1398,274,21
1398,275,75
1398,276,10000
1398,277,54
1398,278,37
1398,279,75
1398,280,43
1399,271,10000
1399,272,10000
1399,273,52
1399,274,10000
1399,275,95
1399,276,10000
1399,277,10000
1399,278,55
1399,279,10000
1399,280,10000
1400,271,31
1400,272,28
1400,273,90
1400,274,48
1400,275,44
1400,276,10000
1400,277,14
1400,278,10000
1400,279,82
1400,280,10000
Budget,1225
