Configuration, ObservableConfiguration, Cost
1001,201,77
1001,202,10000
1001,203,10000
1001,204,10000
1001,205,88
1001,206,10000
1001,207,10000
1001,208,10000
1001,209,73
1001,210,10000
1002,201,88
1002,202,10000
1002,203,69
1002,204,92
1002,205,83
1002,206,10000
1002,207,42
1002,208,13
1002,209,62
1002,210,10000
1003,201,30
1003,202,29
1003,203,29
1003,204,60
1003,205,10
1003,206,10000
1003,207,10000
1003,208,95
1003,209,92
1003,210,10000
1004,201,29
1004,202,10000
1004,203,82
1004,204,14
1004,205,10000
1004,206,19
1004,207,10000
1004,208,13
1004,209,65
1004,210,10000
1005,201,10000
1005,202,10000
1005,203,67
1005,204,10000
1005,205,10000
1005,206,10000
1005,207,3
1005,208,10000
1005,209,90
1005,210,10000
1006,201,59
1006,202,81
1006,203,74
1006,204,12
1006,205,58
1006,206,28
1006,207,10000
1006,208,84
1006,209,72
1006,210,10000
1007,201,72
1007,202,10000
1007,203,68
1007,204,76
1007,205,36
1007,206,6
1007,207,92
1007,208,10000
1007,209,10000
1007,210,10000
1008,201,10000
1008,202,10000
1008,203,26
1008,204,31
1008,205,10000
1008,206,10000
1008,207,10000
1008,208,27
1008,209,10000
1008,210,10000
1009,201,10000
1009,202,10000
1009,203,27
1009,204,77
1009,205,56
1009,206,40
1009,207,10000
1009,208,10000
1009,209,95
1009,210,1
1010,201,24
1010,202,10000
1010,203,10000
1010,204,28
1010,205,10000
1010,206,10000
1010,207,93
1010,208,19
1010,209,10000
1010,210,10000
1011,201,78
1011,202,10000
1011,203,10000
1011,204,87
1011,205,10000
1011,206,64
1011,207,26
1011,208,79
1011,209,37
1011,210,10000
1012,201,10000
1012,202,10000
1012,203,81
1012,204,95
1012,205,80
1012,206,10000
1012,207,12
1012,208,10000
1012,209,81
1012,210,10000
1013,201,10000
1013,202,10000
1013,203,10000
1013,204,10000
1013,205,29
1013,206,10000
1013,207,76
1013,208,55
1013,209,55
1013,210,10000
1014,201,86
1014,202,26
1014,203,10000
1014,204,5
1014,205,65
1014,206,10000
1014,207,10000
1014,208,10000
1014,209,14
1014,210,19
1015,201,10000
1015,202,10000
1015,203,10000
1015,204,86
1015,205,10000
1015,206,78
1015,207,52
1015,208,96
1015,209,10000
1015,210,10000
1016,201,63
1016,202,53
1016,203,10000
1016,204,10000
1016,205,10000
1016,206,32
1016,207,10000
1016,208,10000
1016,209,10000
1016,210,10000
1017,201,29
1017,202,10000
1017,203,10000
1017,204,65
1017,205,41
1017,206,25
1017,207,10000
1017,208,10000
1017,209,82
1017,210,10000
1018,201,92
1018,202,14
1018,203,10000
1018,204,76
1018,205,10000
1018,206,59
1018,207,41
1018,208,64
1018,209,10000
1018,210,10000
1019,201,10000
1019,202,10000
1019,203,18
1019,204,52
1019,205,17
1019,206,90
1019,207,34
1019,208,10000
1019,209,58
1019,210,10000
1020,201,31
1020,202,10000
1020,203,49
1020,204,47
1020,205,10000
1020,206,10000
1020,207,50
1020,208,85
1020,209,10000
1020,210,32
1021,201,10000
1021,202,10000
1021,203,10000
1021,204,10000
1021,205,10000
1021,206,53
1021,207,10000
1021,208,7
1021,209,22
1021,210,57
1022,201,10000
1022,202,68
1022,203,58
1022,204,10000
1022,205,35
1022,206,10000
1022,207,10000
1022,208,86
1022,209,91
1022,210,10
1023,201,76
1023,202,42
1023,203,10000
1023,204,10000
1023,205,27
1023,206,86
1023,207,10000
1023,208,10000
1023,209,8
1023,210,10000
1024,201,3
1024,202,10000
1024,203,71
1024,204,10000
1024,205,10000
1024,206,85
1024,207,10000
1024,208,10000
1024,209,81
1024,210,1
1025,201,10000
1025,202,10000
1025,203,100
1025,204,85
1025,205,66
1025,206,10000
1025,207,10000
1025,208,68
1025,209,9
1025,210,10000
1026,201,10000
1026,202,96
1026,203,58
1026,204,43
1026,205,96
1026,206,51
1026,207,10000
1026,208,13
1026,209,76
1026,210,49
1027,201,10000
1027,202,8
1027,203,10000
1027,204,10000
1027,205,59
1027,206,85
1027,207,10000
1027,208,25
1027,209,99
1027,210,10000
1028,201,10000
1028,202,10000
1028,203,93
1028,204,54
1028,205,10000
1028,206,23
1028,207,10000
1028,208,10000
1028,209,10000
1028,210,10000
1029,201,37
1029,202,10000
1029,203,57
1029,204,10000
1029,205,10000
1029,206,53
1029,207,83
1029,208,10000
1029,209,14
1029,210,50
1030,201,24
1030,202,10000
1030,203,68
1030,204,10000
1030,205,82
1030,206,4
1030,207,10000
1030,208,76
1030,209,10000
1030,210,44
1031,201,18
1031,202,10000
1031,203,26
1031,204,10000
1031,205,23
1031,206,39
1031,207,73
1031,208,10000
1031,209,61
1031,210,10000
1032,201,8
1032,202,88
1032,203,18
1032,204,10000
1032,205,10000
1032,206,58
1032,207,10000
1032,208,43
1032,209,52
1032,210,13
1033,201,10000
1033,202,10000
1033,203,10000
1033,204,10000
1033,205,89
1033,206,53
1033,207,10000
1033,208,10000
1033,209,10000
1033,210,49
1034,201,10000
1034,202,10000
1034,203,10000
1034,204,78
1034,205,65
1034,206,10000
1034,207,57
1034,208,10000
1034,209,64
1034,210,21
1035,201,10000
1035,202,10000
1035,203,72
1035,204,10000
1035,205,85
1035,206,10000
1035,207,64
1035,208,9
1035,209,47
1035,210,10000
1036,201,10000
1036,202,88
1036,203,98
1036,204,10000
1036,205,10000
1036,206,72
1036,207,66
1036,208,10000
1036,209,70
1036,210,30
1037,201,10000
1037,202,10000
1037,203,37
1037,204,10000
1037,205,10000
1037,206,6
1037,207,79
1037,208,10000
1037,209,10000
1037,210,10000
1038,201,100
1038,202,77
1038,203,49
1038,204,40
1038,205,20
1038,206,10000
1038,207,10000
1038,208,2
1038,209,10000
1038,210,68
1039,201,27
1039,202,10000
1039,203,27
1039,204,66
1039,205,20
1039,206,14
1039,207,98
1039,208,88
1039,209,34
1039,210,27
1040,201,10000
1040,202,10000
1040,203,10000
1040,204,34
1040,205,10000
1040,206,10000
1040,207,74
1040,208,92
1040,209,99
1040,210,10000
1041,201,10000
1041,202,10000
1041,203,10000
1041,204,75
1041,205,10000
1041,206,10000
1041,207,44
1041,208,30
1041,209,10000
1041,210,10000
1042,201,97
1042,202,79
1042,203,52
1042,204,3
1042,205,10
1042,206,90
1042,207,10000
1042,208,10000
1042,209,4
1042,210,10000
1043,201,10
1043,202,40
1043,203,99
1043,204,10000
1043,205,10000
1043,206,32
1043,207,68
1043,208,100
1043,209,10000
1043,210,10000
1044,201,10000
1044,202,10000
1044,203,86
1044,204,41
1044,205,10000
1044,206,10000
1044,207,10000
1044,208,70
1044,209,33
1044,210,10000
1045,201,2
1045,202,10000
1045,203,7
1045,204,10000
1045,205,10000
1045,206,10000
1045,207,10000
1045,208,64
1045,209,10000
1045,210,47
1046,201,39
1046,202,10000
1046,203,10000
1046,204,10000
1046,205,73
1046,206,13
1046,207,10000
1046,208,10000
1046,209,10000
1046,210,10000
1047,201,10000
1047,202,60
1047,203,10000
1047,204,44
1047,205,10000
1047,206,10000
1047,207,41
1047,208,83
1047,209,10000
1047,210,10000
1048,201,10000
1048,202,10000
1048,203,10000
1048,204,94
1048,205,10000
1048,206,39
1048,207,94
1048,208,10000
1048,209,44
1048,210,54
1049,201,10000
1049,202,10000
1049,203,10000
1049,204,10000
1049,205,10000
1049,206,10000
1049,207,5
1049,208,10000
1049,209,10000
1049,210,79
1050,201,10000
1050,202,10000
1050,203,10000
1050,204,43
1050,205,10000
1050,206,29
1050,207,10000
