Configuration, ObservableConfiguration, Cost
201,41,10000
201,42,10000
201,43,10000
201,44,73
201,45,61
201,46,10000
201,47,84
201,48,18
201,49,23
201,50,10000
202,41,10000
202,42,10000
202,43,10000
202,44,51
202,45,21
202,46,10000
202,47,10000
202,48,10000
202,49,10000
202,50,10000
203,41,20
203,42,73
203,43,54
203,44,63
203,45,4
203,46,10000
203,47,10000
203,48,45
203,49,10000
203,50,10000
204,41,10000
204,42,10000
204,43,10000
204,44,10000
204,45,51
204,46,79
204,47,2
204,48,5
204,49,90
204,50,10000
205,41,44
205,42,10000
205,43,21
205,44,10000
205,45,92
205,46,34
205,47,10000
205,48,10000
205,49,65
205,50,10000
206,41,10000
206,42,49
206,43,96
206,44,10000
206,45,93
206,46,41
206,47,23
206,48,10000
206,49,5
206,50,89
207,41,10000
207,42,56
207,43,10000
207,44,10000
207,45,73
207,46,10000
207,47,10000
207,48,10000
207,49,66
207,50,22
208,41,47
208,42,10000
208,43,20
208,44,10000
208,45,10000
208,46,10000
208,47,10000
208,48,10000
208,49,10000
208,50,10000
209,41,65
209,42,4
209,43,49
209,44,10000
209,45,100
209,46,62
209,47,25
209,48,52
209,49,10000
209,50,10000
210,41,80
210,42,92
210,43,10000
210,44,10000
210,45,81
210,46,10000
210,47,75
210,48,10000
210,49,8
210,50,10000
211,41,86
211,42,14
211,43,10000
211,44,10000
211,45,10000
211,46,10000
211,47,74
211,48,10000
211,49,72
211,50,10000
212,41,10000
212,42,10000
212,43,10000
212,44,10000
212,45,12
212,46,10000
212,47,10000
212,48,87
212,49,48
212,50,10000
213,41,10000
213,42,6
213,43,10000
213,44,10000
213,45,78
213,46,10000
213,47,49
213,48,10000
213,49,10000
213,50,78
214,41,10000
214,42,35
214,43,10000
214,44,10000
214,45,11
214,46,90
214,47,64
214,48,10000
214,49,10000
214,50,10000
215,41,10000
215,42,10000
215,43,22
215,44,80
215,45,86
215,46,33
215,47,10000
215,48,10000
215,49,10000
215,50,34
216,41,1
216,42,10000
216,43,10000
216,44,51
216,45,4
216,46,95
216,47,10000
216,48,97
216,49,64
216,50,10000
217,41,93
217,42,61
217,43,13
217,44,10000
217,45,22
217,46,10000
217,47,10000
217,48,10000
217,49,10000
217,50,75
218,41,10000
218,42,10000
218,43,1
218,44,94
218,45,88
218,46,10000
218,47,20
218,48,10000
218,49,10000
218,50,33
219,41,10000
219,42,100
219,43,41
219,44,48
219,45,11
219,46,8
219,47,48
219,48,68
219,49,2
219,50,10
220,41,28
220,42,70
220,43,9
220,44,100
220,45,10000
220,46,18
220,47,89
220,48,10000
220,49,64
220,50,10000
221,41,10000
221,42,10000
221,43,10000
221,44,86
221,45,49
221,46,30
221,47,68
221,48,10000
221,49,10000
221,50,10000
222,41,62
222,42,68
222,43,10000
222,44,10000
222,45,6
222,46,95
222,47,18
222,48,98
222,49,10000
222,50,28
223,41,10000
223,42,2
223,43,50
223,44,10000
223,45,51
223,46,10000
223,47,79
223,48,13
223,49,10000
223,50,10000
224,41,10000
224,42,60
224,43,23
224,44,10000
224,45,97
224,46,13
224,47,10000
224,48,54
224,49,10
224,50,10000
225,41,10000
225,42,55
225,43,28
225,44,9
225,45,10000
225,46,11
225,47,82
225,48,1
225,49,8
225,50,10000
226,41,94
226,42,10000
226,43,27
226,44,10000
226,45,10
226,46,85
226,47,8
226,48,11
226,49,10000
226,50,10000
227,41,64
227,42,10000
227,43,26
227,44,13
227,45,10000
227,46,82
227,47,10000
227,48,10000
227,49,10000
227,50,10000
228,41,78
228,42,45
228,43,62
228,44,96
228,45,10000
228,46,39
228,47,10000
228,48,9
228,49,10000
228,50,10000
229,41,10000
229,42,10000
229,43,56
229,44,10000
229,45,2
229,46,18
229,47,39
229,48,54
229,49,10000
229,50,71
230,41,10000
230,42,83
230,43,10000
230,44,10000
230,45,36
230,46,10000
230,47,10000
230,48,50
230,49,10000
230,50,53
231,41,85
231,42,46
231,43,10000
231,44,44
231,45,10000
231,46,10000
231,47,44
231,48,10000
231,49,10000
231,50,2
232,41,10000
232,42,30
232,43,73
232,44,10000
232,45,77
232,46,43
232,47,10000
232,48,10000
232,49,42
232,50,78
233,41,55
233,42,10000
233,43,78
233,44,10000
233,45,10000
233,46,10000
233,47,10000
233,48,10000
233,49,40
233,50,10000
234,41,10000
234,42,66
234,43,25
234,44,10000
234,45,42
234,46,99
234,47,10000
234,48,10000
234,49,10000
234,50,10000
235,41,36
235,42,48
235,43,10
235,44,23
235,45,10000
235,46,18
235,47,10000
235,48,34
235,49,10000
235,50,10000
236,41,89
236,42,83
236,43,44
236,44,10000
236,45,78
236,46,94
236,47,10000
236,48,10000
236,49,55
236,50,17
237,41,75
237,42,10000
237,43,10000
237,44,36
237,45,10000
237,46,10000
237,47,10000
237,48,10000
237,49,70
237,50,89
238,41,10000
238,42,7
238,43,10000
238,44,10000
238,45,69
238,46,50
238,47,40
238,48,10000
238,49,56
238,50,57
239,41,10000
239,42,10000
239,43,9
239,44,10000
239,45,10000
239,46,10000
239,47,10000
239,48,10000
239,49,10000
239,50,18
240,41,90
240,42,54
240,43,10000
240,44,10000
240,45,28
240,46,10000
240,47,10000
240,48,56
240,49,10000
240,50,10000
241,41,10000
241,42,10000
241,43,10000
241,44,88
241,45,18
241,46,80
241,47,10000
241,48,10000
241,49,42
241,50,73
242,41,10000
242,42,22
242,43,10000
242,44,76
242,45,10000
242,46,71
242,47,51
242,48,18
242,49,34
242,50,35
243,41,62
243,42,10000
243,43,5
243,44,90
243,45,63
243,46,76
243,47,10000
243,48,10000
243,49,79
243,50,10000
244,41,80
244,42,48
244,43,89
244,44,10000
244,45,22
244,46,98
244,47,10000
244,48,10000
244,49,10000
244,50,10000
245,41,10000
245,42,10000
245,43,38
245,44,10000
245,45,10000
245,46,27
245,47,62
245,48,38
245,49,10000
245,50,10000
246,41,64
246,42,10000
246,43,10000
246,44,32
246,45,9
246,46,10000
246,47,10000
246,48,51
246,49,54
246,50,10000
247,41,51
247,42,8
247,43,10000
247,44,84
247,45,35
247,46,10000
247,47,10000
247,48,69
247,49,10000
247,50,10000
248,41,10000
248,42,12
248,43,10000
248,44,10000
248,45,10000
248,46,10000
248,47,10000
248,48,10000
248,49,61
248,50,73
249,41,96
249,42,97
249,43,61
249,44,65
249,45,51
249,46,21
249,47,10000
249,48,73
249,49,10000
249,50,80
250,41,53
250,42,88
250,43,91
250,44,10000
