Configuration, ObservableConfiguration, Cost
851,307,10000,
851,308,10000,
851,309,24,
851,310,10000,
851,311,10000,
851,312,10000,
851,313,42,
851,314,10000,
851,315,79,
851,316,10000,
851,317,47,
851,318,15,
851,319,10000,
851,320,23,
851,321,85,
851,322,99,
851,323,84,
851,324,10000,
852,307,81,
852,308,28,
852,309,10000,
852,310,85,
852,311,10000,
852,312,10000,
852,313,10000,
852,314,92,
852,315,41,
852,316,10000,
852,317,10000,
852,318,10000,
852,319,10000,
852,320,56,
852,321,10000,
852,322,60,
852,323,97,
852,324,95,
853,307,21,
853,308,10000,
853,309,38,
853,310,10000,
853,311,44,
853,312,58,
853,313,10000,
853,314,43,
853,315,5,
853,316,38,
853,317,10000,
853,318,39,
853,319,27,
853,320,58,
853,321,20,
853,322,10000,
853,323,10000,
853,324,10000,
854,307,72,
854,308,10000,
854,309,34,
854,310,10000,
854,311,93,
854,312,10000,
854,313,10000,
854,314,45,
854,315,67,
854,316,10000,
854,317,10000,
854,318,10000,
854,319,10000,
854,320,25,
854,321,10000,
854,322,10000,
854,323,10000,
854,324,10000,
855,307,84,
855,308,47,
855,309,10000,
855,310,28,
855,311,91,
855,312,14,
855,313,10000,
855,314,55,
855,315,85,
855,316,10000,
855,317,10000,
855,318,27,
855,319,10000,
855,320,10000,
855,321,44,
855,322,10000,
855,323,51,
855,324,10000,
856,307,21,
856,308,10000,
856,309,10000,
856,310,9,
856,311,87,
856,312,78,
856,313,12,
856,314,88,
856,315,10000,
856,316,10000,
856,317,70,
856,318,10000,
856,319,31,
856,320,10000,
856,321,10000,
856,322,4,
856,323,10000,
856,324,68,
857,307,90,
857,308,10000,
857,309,10000,
857,310,78,
857,311,10000,
857,312,91,
857,313,10000,
857,314,10000,
857,315,65,
857,316,10000,
857,317,15,
857,318,10000,
857,319,9,
857,320,73,
857,321,10000,
857,322,8,
857,323,10000,
857,324,10000,
858,307,10000,
858,308,23,
858,309,10,
858,310,10000,
858,311,17,
858,312,41,
858,313,15,
858,314,26,
858,315,10000,
858,316,93,
858,317,27,
858,318,6,
858,319,10000,
858,320,10000,
858,321,18,
858,322,10000,
858,323,10000,
858,324,10000,
859,307,21,
859,308,61,
859,309,25,
859,310,10000,
859,311,10000,
859,312,10000,
859,313,10000,
859,314,10000,
859,315,98,
859,316,10000,
859,317,50,
859,318,34,
859,319,81,
859,320,10000,
859,321,10000,
859,322,69,
859,323,32,
859,324,10000,
860,307,11,
860,308,10000,
860,309,53,
860,310,10000,
860,311,91,
860,312,1,
860,313,28,
860,314,10000,
860,315,10000,
860,316,19,
860,317,6,
860,318,38,
860,319,10000,
860,320,64,
860,321,10,
860,322,10000,
860,323,10000,
860,324,10000,
861,307,59,
861,308,43,
861,309,47,
861,310,14,
861,311,84,
861,312,99,
861,313,10000,
861,314,10000,
861,315,88,
861,316,10000,
861,317,87,
861,318,10000,
861,319,10000,
861,320,13,
861,321,59,
861,322,10000,
861,323,20,
861,324,10000,
862,307,45,
862,308,10000,
862,309,63,
862,310,55,
862,311,10000,
862,312,10000,
862,313,54,
862,314,21,
862,315,10000,
862,316,81,
862,317,21,
862,318,10000,
862,319,10000,
862,320,100,
862,321,62,
862,322,10000,
862,323,10000,
862,324,10000,
863,307,38,
863,308,89,
863,309,10000,
863,310,10000,
863,311,10000,
863,312,10000,
863,313,10000,
863,314,10,
863,315,10000,
863,316,10000,
863,317,10000,
863,318,83,
863,319,10000,
863,320,49,
863,321,10000,
863,322,9,
863,323,10000,
863,324,10000,
864,307,66,
864,308,10000,
864,309,10000,
864,310,49,
864,311,10000,
864,312,69,
864,313,92,
864,314,33,
864,315,77,
864,316,48,
864,317,40,
864,318,10000,
864,319,10000,
864,320,62,
864,321,10000,
864,322,10000,
864,323,10000,
864,324,82,
865,307,34,
865,308,10000,
