Configuration, ObservableConfiguration, Cost
23351,5673,10000,
23351,5674,95,
23351,5675,10000,
23351,5676,10000,
23351,5677,35,
23351,5678,67,
23351,5679,10000,
23351,5680,10000,
23351,5681,84,
23351,5682,82,
23351,5683,10000,
23351,5684,50,
23351,5685,94,
23351,5686,10000,
23351,5687,10000,
23351,5688,90,
23352,5673,89,
23352,5674,67,
23352,5675,99,
23352,5676,48,
23352,5677,10000,
23352,5678,10,
23352,5679,8,
23352,5680,10000,
23352,5681,60,
23352,5682,10000,
23352,5683,10000,
23352,5684,10000,
23352,5685,37,
23352,5686,10000,
23352,5687,18,
23352,5688,10000,
23353,5673,10000,
23353,5674,10000,
23353,5675,19,
23353,5676,10000,
23353,5677,41,
23353,5678,70,
23353,5679,10000,
23353,5680,100,
23353,5681,10000,
23353,5682,10000,
23353,5683,28,
23353,5684,10000,
23353,5685,18,
23353,5686,34,
23353,5687,10000,
23353,5688,10000,
23354,5673,10000,
23354,5674,25,
23354,5675,10000,
23354,5676,82,
23354,5677,10000,
23354,5678,55,
23354,5679,10000,
23354,5680,10000,
23354,5681,10000,
23354,5682,17,
23354,5683,10000,
23354,5684,10000,
23354,5685,10000,
23354,5686,57,
23354,5687,10000,
23354,5688,52,
23355,5673,42,
23355,5674,40,
23355,5675,10000,
23355,5676,87,
23355,5677,10000,
23355,5678,10000,
23355,5679,10000,
23355,5680,10000,
23355,5681,10000,
23355,5682,10000,
23355,5683,33,
23355,5684,7,
23355,5685,24,
23355,5686,10000,
23355,5687,10000,
23355,5688,10000,
23356,5673,10000,
23356,5674,10000,
23356,5675,10000,
23356,5676,78,
23356,5677,10000,
23356,5678,96,
23356,5679,24,
23356,5680,10000,
23356,5681,33,
23356,5682,76,
23356,5683,10000,
23356,5684,10000,
23356,5685,30,
23356,5686,10000,
23356,5687,10000,
23356,5688,16,
23357,5673,10000,
23357,5674,10000,
23357,5675,10000,
23357,5676,49,
23357,5677,10000,
23357,5678,68,
23357,5679,71,
23357,5680,39,
23357,5681,9,
23357,5682,40,
23357,5683,10000,
23357,5684,10000,
23357,5685,84,
23357,5686,35,
23357,5687,10000,
23357,5688,36,
23358,5673,10000,
23358,5674,82,
23358,5675,93,
23358,5676,76,
23358,5677,10000,
23358,5678,64,
23358,5679,23,
23358,5680,38,
23358,5681,10000,
23358,5682,95,
23358,5683,10000,
23358,5684,58,
23358,5685,22,
23358,5686,100,
23358,5687,65,
