Configuration, ObservableConfiguration, Cost
1001,201,10000,
1001,202,10000,
1001,203,3,
1001,204,33,
1001,205,10000,
1001,206,10000,
1001,207,10000,
1001,208,10000,
1001,209,11,
1001,210,70,
1002,201,63,
1002,202,10000,
1002,203,89,
1002,204,10000,
1002,205,71,
1002,206,16,
1002,207,10000,
1002,208,78,
1002,209,47,
1002,210,10000,
1003,201,26,
1003,202,70,
1003,203,10000,
1003,204,10000,
1003,205,92,
1003,206,10000,
1003,207,10000,
1003,208,26,
1003,209,58,
1003,210,10000,
1004,201,5,
1004,202,75,
1004,203,10000,
1004,204,65,
1004,205,10000,
1004,206,70,
1004,207,93,
1004,208,81,
1004,209,4,
1004,210,10000,
1005,201,10000,
1005,202,10000,
1005,203,10000,
1005,204,32,
1005,205,10000,
1005,206,10000,
1005,207,10000,
1005,208,10000,
1005,209,84,
1005,210,32,
1006,201,68,
1006,202,31,
1006,203,10000,
1006,204,10000,
1006,205,10000,
1006,206,10000,
1006,207,10000,
1006,208,10000,
1006,209,10000,
1006,210,71,
1007,201,79,
1007,202,10000,
1007,203,33,
1007,204,89,
1007,205,10000,
1007,206,70,
1007,207,10000,
1007,208,10000,
1007,209,26,
1007,210,10000,
1008,201,10000,
1008,202,10000,
1008,203,63,
1008,204,10000,
1008,205,77,
1008,206,10000,
1008,207,10000,
1008,208,76,
1008,209,55,
1008,210,63,
1009,201,28,
1009,202,61,
1009,203,81,
1009,204,91,
1009,205,37,
1009,206,10000,
1009,207,99,
1009,208,10000,
1009,209,10000,
1009,210,30,
1010,201,5,
1010,202,71,
1010,203,32,
1010,204,10000,
1010,205,80,
1010,206,2,
1010,207,10000,
1010,208,10000,
1010,209,99,
1010,210,18,
1011,201,10000,
1011,202,10000,
1011,203,24,
1011,204,10,
1011,205,20,
1011,206,11,
1011,207,27,
1011,208,32,
1011,209,36,
1011,210,10000,
1012,201,52,
1012,202,10000,
1012,203,10000,
1012,204,82,
1012,205,10000,
1012,206,10000,
1012,207,10000,
1012,208,10000,
1012,209,10000,
1012,210,31,
1013,201,10000,
1013,202,44,
1013,203,100,
1013,204,46,
1013,205,61,
1013,206,47,
1013,207,77,
1013,208,58,
1013,209,81,
1013,210,48,
1014,201,97,
1014,202,10000,
1014,203,10000,
1014,204,10000,
1014,205,81,
1014,206,92,
1014,207,98,
1014,208,73,
1014,209,96,
1014,210,52,
1015,201,10000,
1015,202,9,
1015,203,20,
1015,204,88,
1015,205,17,
1015,206,91,
1015,207,36,
1015,208,96,
1015,209,25,
1015,210,10000,
1016,201,89,
1016,202,10000,
1016,203,34,
1016,204,2,
1016,205,10000,
1016,206,39,
1016,207,10000,
1016,208,73,
1016,209,10,
1016,210,56,
1017,201,9,
1017,202,21,
1017,203,10000,
1017,204,10000,
1017,205,39,
1017,206,10000,
1017,207,19,
1017,208,10000,
1017,209,10000,
1017,210,10000,
1018,201,98,
1018,202,10000,
1018,203,10000,
1018,204,10000,
1018,205,10000,
1018,206,98,
1018,207,10000,
1018,208,10000,
1018,209,10000,
1018,210,76,
1019,201,10000,
1019,202,44,
1019,203,51,
1019,204,10000,
1019,205,10000,
1019,206,47,
1019,207,10000,
1019,208,61,
1019,209,79,
1019,210,10000,
1020,201,10000,
1020,202,10000,
1020,203,10000,
1020,204,10000,
1020,205,10000,
1020,206,46,
1020,207,10000,
1020,208,88,
1020,209,53,
1020,210,61,
1021,201,10000,
1021,202,10000,
1021,203,10000,
1021,204,9,
1021,205,10000,
1021,206,10000,
1021,207,27,
1021,208,10000,
1021,209,10000,
1021,210,32,
1022,201,62,
1022,202,10000,
1022,203,10000,
1022,204,10000,
1022,205,49,
1022,206,90,
1022,207,10000,
1022,208,10000,
1022,209,78,
1022,210,10000,
1023,201,10000,
1023,202,1,
1023,203,10000,
1023,204,87,
1023,205,10000,
1023,206,10000,
1023,207,10000,
1023,208,75,
1023,209,35,
1023,210,24,
1024,201,10000,
1024,202,12,
1024,203,10000,
1024,204,18,
1024,205,10000,
1024,206,39,
1024,207,10000,
1024,208,10000,
1024,209,10000,
1024,210,79,
1025,201,81,
1025,202,21,
1025,203,10000,
1025,204,45,
1025,205,40,
1025,206,78,
1025,207,10000,
1025,208,10000,
1025,209,62,
1025,210,10000,
1026,201,99,
1026,202,10000,
1026,203,81,
1026,204,10000,
1026,205,10000,
1026,206,10000,
1026,207,57,
1026,208,10000,
1026,209,73,
1026,210,88,
1027,201,43,
1027,202,10000,
1027,203,76,
1027,204,97,
1027,205,90,
1027,206,40,
1027,207,99,
1027,208,10000,
1027,209,10000,
