Configuration, ObservableConfiguration, Cost
201,41,10000,
201,42,10000,
201,43,10000,
201,44,65,
201,45,10000,
201,46,10000,
201,47,10000,
201,48,10000,
201,49,10000,
201,50,12,
202,41,10000,
202,42,42,
202,43,10000,
202,44,13,
202,45,10000,
202,46,10000,
202,47,30,
202,48,9,
202,49,24,
202,50,10000,
203,41,81,
203,42,84,
203,43,76,
203,44,10000,
203,45,10000,
203,46,10000,
203,47,10000,
203,48,10000,
203,49,10000,
203,50,10000,
204,41,10000,
204,42,10000,
204,43,22,
204,44,10000,
204,45,10000,
204,46,10000,
204,47,10000,
204,48,10000,
204,49,23,
204,50,10000,
205,41,10000,
205,42,20,
205,43,10000,
205,44,10000,
205,45,42,
205,46,10000,
205,47,10000,
205,48,10000,
205,49,45,
205,50,91,
206,41,88,
206,42,10000,
206,43,10000,
206,44,10000,
206,45,62,
206,46,10000,
206,47,69,
206,48,10,
206,49,15,
206,50,10000,
207,41,10000,
207,42,84,
207,43,10000,
207,44,76,
207,45,26,
207,46,10000,
207,47,39,
207,48,10000,
207,49,10000,
207,50,12,
208,41,80,
208,42,62,
208,43,65,
208,44,34,
208,45,77,
208,46,10000,
208,47,10000,
208,48,16,
208,49,10000,
208,50,20,
209,41,10000,
209,42,10000,
209,43,10000,
209,44,10000,
209,45,51,
209,46,67,
209,47,10000,
209,48,1,
209,49,10000,
209,50,34,
210,41,98,
210,42,10000,
210,43,10000,
210,44,10000,
210,45,37,
210,46,10000,
210,47,71,
210,48,24,
210,49,90,
210,50,28,
211,41,18,
211,42,10000,
211,43,10000,
211,44,10000,
211,45,10000,
211,46,10000,
211,47,10000,
211,48,64,
211,49,1,
211,50,10000,
212,41,10000,
212,42,10000,
212,43,10000,
212,44,77,
212,45,10000,
212,46,44,
212,47,86,
212,48,98,
212,49,10000,
212,50,95,
213,41,10000,
213,42,10000,
213,43,19,
213,44,84,
213,45,76,
213,46,92,
213,47,61,
213,48,39,
213,49,2,
213,50,62,
214,41,56,
214,42,24,
214,43,10000,
214,44,68,
214,45,5,
214,46,4,
214,47,24,
214,48,16,
214,49,10000,
214,50,10000,
215,41,40,
215,42,10000,
215,43,4,
215,44,61,
215,45,67,
215,46,65,
215,47,10000,
215,48,10000,
215,49,49,
215,50,93,
216,41,51,
216,42,10000,
216,43,10000,
216,44,91,
216,45,91,
216,46,40,
216,47,44,
216,48,10000,
216,49,10000,
216,50,10000,
217,41,10000,
217,42,10000,
217,43,10000,
217,44,10000,
217,45,10000,
217,46,35,
217,47,10000,
217,48,67,
217,49,10000,
217,50,14,
218,41,10000,
218,42,10000,
218,43,75,
218,44,10000,
218,45,10000,
218,46,10000,
218,47,10000,
218,48,10000,
218,49,71,
218,50,10000,
219,41,10000,
219,42,10000,
219,43,22,
219,44,10000,
219,45,10000,
219,46,42,
219,47,79,
219,48,10000,
219,49,67,
219,50,10000,
220,41,3,
220,42,79,
220,43,39,
220,44,10000,
220,45,6,
220,46,10000,
220,47,10000,
220,48,10000,
220,49,4,
220,50,54,
221,41,5,
221,42,82,
221,43,10000,
221,44,10000,
221,45,10000,
221,46,63,
221,47,10000,
221,48,10000,
221,49,10000,
221,50,13,
222,41,89,
222,42,79,
222,43,24,
222,44,7,
222,45,71,
222,46,10000,
222,47,10000,
222,48,74,
222,49,10000,
222,50,10000,
223,41,36,
223,42,10000,
223,43,10000,
223,44,10000,
223,45,10000,
223,46,73,
223,47,10000,
223,48,10000,
223,49,48,
223,50,10000,
224,41,81,
224,42,10000,
224,43,76,
224,44,65,
224,45,92,
224,46,28,
224,47,10000,
224,48,10000,
224,49,100,
224,50,65,
225,41,28,
225,42,10000,
225,43,10000,
225,44,10000,
225,45,75,
225,46,27,
225,47,90,
225,48,10000,
225,49,10000,
225,50,10000,
226,41,2,
226,42,10000,
226,43,10000,
226,44,10000,
226,45,83,
226,46,10000,
226,47,15,
226,48,59,
226,49,97,
226,50,10000,
227,41,72,
227,42,91,
227,43,10000,
227,44,98,
227,45,10000,
227,46,10000,
227,47,93,
227,48,10000,
227,49,99,
227,50,10000,
228,41,42,
228,42,10000,
228,43,99,
228,44,10000,
228,45,10000,
228,46,16,
228,47,6,
228,48,72,
228,49,10000,
228,50,10000,
229,41,10000,
229,42,69,
229,43,10000,
229,44,39,
229,45,77,
229,46,10000,
229,47,31,
229,48,34,
229,49,10000,
229,50,10000,
230,41,88,
230,42,48,
230,43,42,
230,44,10000,
230,45,2,
230,46,10000,
230,47,20,
230,48,10000,
230,49,79,
230,50,86,
231,41,10000,
231,42,91,
231,43,58,
231,44,33,
231,45,10000,
231,46,10000,
231,47,10000,
231,48,10000,
231,49,10000,
231,50,10000,
232,41,90,
232,42,10000,
232,43,10000,
232,44,10000,
232,45,10000,
232,46,10000,
232,47,15,
232,48,94,
232,49,10000,
232,50,70,
233,41,50,
233,42,10000,
233,43,19,
233,44,97,
233,45,10000,
233,46,10000,
233,47,48,
233,48,10000,
233,49,10000,
233,50,86,
234,41,10000,
234,42,97,
234,43,66,
234,44,10000,
234,45,10000,
234,46,25,
234,47,36,
234,48,10000,
234,49,10000,
234,50,10000,
235,41,62,
235,42,86,
235,43,64,
235,44,31,
235,45,51,
235,46,29,
235,47,10000,
235,48,25,
235,49,10000,
235,50,10000,
236,41,11,
236,42,10000,
236,43,5,
236,44,89,
236,45,10000,
236,46,10000,
236,47,79,
236,48,42,
236,49,99,
236,50,84,
237,41,29,
237,42,97,
237,43,96,
237,44,10000,
237,45,10000,
237,46,97,
237,47,10000,
237,48,20,
237,49,10000,
237,50,8,
238,41,70,
238,42,10000,
238,43,60,
238,44,10000,
238,45,10000,
238,46,65,
238,47,76,
238,48,51,
238,49,39,
238,50,10000,
239,41,14,
239,42,35,
239,43,10000,
239,44,18,
239,45,10000,
239,46,74,
239,47,16,
239,48,10000,
239,49,54,
239,50,6,
240,41,71,
240,42,49,
240,43,19,
240,44,27,
240,45,23,
240,46,10000,
240,47,10000,
240,48,10000,
240,49,95,
240,50,10000,
241,41,10000,
241,42,10000,
241,43,83,
241,44,10000,
241,45,10000,
241,46,10000,
241,47,10000,
241,48,26,
241,49,10000,
241,50,93,
242,41,82,
242,42,10000,
242,43,10000,
242,44,30,
242,45,13,
242,46,10000,
242,47,10000,
242,48,10000,
242,49,10000,
242,50,53,
243,41,10000,
243,42,73,
243,43,10000,
243,44,22,
243,45,10000,
243,46,10000,
