Configuration, ObservableConfiguration, Cost
1201,361,10000,
1201,362,32,
1201,363,34,
1201,364,53,
1201,365,10000,
1201,366,5,
1201,367,42,
1201,368,90,
1201,369,10000,
1201,370,77,
1201,371,10000,
1201,372,10000,
1201,373,81,
1201,374,10000,
1201,375,10000,
1201,376,12,
1201,377,39,
1201,378,41,
1201,379,50,
1201,380,10000,
1201,381,10000,
1201,382,10000,
1201,383,46,
1201,384,10000,
1201,385,10000,
1201,386,10000,
1201,387,10000,
1201,388,75,
1201,389,10000,
1201,390,10000,
1202,361,87,
1202,362,10000,
1202,363,8,
1202,364,39,
1202,365,10000,
1202,366,82,
1202,367,10000,
1202,368,10000,
1202,369,89,
1202,370,10000,
1202,371,68,
1202,372,10000,
1202,373,87,
1202,374,8,
1202,375,10000,
1202,376,10000,
1202,377,10000,
1202,378,10000,
1202,379,83,
1202,380,93,
1202,381,10000,
1202,382,10000,
1202,383,10000,
1202,384,10000,
1202,385,48,
1202,386,74,
1202,387,10000,
1202,388,10000,
1202,389,10000,
1202,390,23,
1203,361,41,
1203,362,10000,
1203,363,10000,
1203,364,10000,
1203,365,10000,
1203,366,13,
1203,367,91,
1203,368,10000,
1203,369,55,
1203,370,10,
1203,371,21,
1203,372,10000,
1203,373,10000,
1203,374,36,
1203,375,53,
1203,376,10000,
1203,377,29,
1203,378,58,
1203,379,49,
1203,380,52,
1203,381,10000,
1203,382,10000,
1203,383,10000,
1203,384,85,
1203,385,30,
1203,386,10000,
1203,387,10000,
1203,388,4,
1203,389,10000,
1203,390,10000,
1204,361,10000,
1204,362,39,
1204,363,66,
1204,364,30,
1204,365,23,
1204,366,16,
1204,367,10000,
1204,368,10000,
1204,369,32,
1204,370,14,
1204,371,65,
1204,372,43,
1204,373,10000,
1204,374,26,
1204,375,33,
1204,376,10000,
1204,377,59,
1204,378,97,
1204,379,10000,
1204,380,43,
1204,381,10000,
1204,382,10000,
1204,383,10000,
1204,384,87,
1204,385,92,
1204,386,10000,
1204,387,10000,
1204,388,10000,
1204,389,4,
1204,390,75,
1205,361,10000,
1205,362,48,
1205,363,31,
1205,364,72,
1205,365,100,
1205,366,10000,
1205,367,10000,
1205,368,10000,
1205,369,55,
1205,370,58,
1205,371,10000,
1205,372,45,
1205,373,66,
1205,374,10000,
1205,375,10000,
1205,376,5,
1205,377,48,
1205,378,10000,
1205,379,52,
1205,380,58,
1205,381,77,
1205,382,88,
1205,383,10000,
1205,384,40,
1205,385,98,
1205,386,26,
1205,387,92,
1205,388,47,
1205,389,10000,
1205,390,41,
1206,361,4,
1206,362,70,
1206,363,54,
1206,364,10000,
1206,365,29,
1206,366,19,
1206,367,10000,
1206,368,62,
1206,369,10000,
1206,370,10000,
1206,371,49,
1206,372,10000,
1206,373,83,
1206,374,65,
1206,375,10000,
1206,376,10000,
1206,377,10000,
1206,378,10000,
1206,379,4,
1206,380,10000,
1206,381,10000,
1206,382,10000,
1206,383,19,
1206,384,96,
1206,385,10000,
1206,386,10000,
1206,387,58,
1206,388,34,
1206,389,18,
1206,390,2,
1207,361,10000,
1207,362,10000,
1207,363,10000,
1207,364,10000,
1207,365,10000,
1207,366,10000,
1207,367,83,
1207,368,10000,
1207,369,10000,
1207,370,10,
1207,371,40,
1207,372,10000,
1207,373,10000,
1207,374,10000,
1207,375,10000,
1207,376,10000,
1207,377,10000,
1207,378,10000,
1207,379,10000,
1207,380,42,
1207,381,10000,
1207,382,84,
1207,383,10000,
1207,384,82,
1207,385,31,
1207,386,10000,
1207,387,10000,
1207,388,10000,
1207,389,10000,
1207,390,15,
1208,361,43,
1208,362,17,
1208,363,74,
1208,364,84,
1208,365,55,
1208,366,10000,
1208,367,10000,
1208,368,53,
1208,369,41,
1208,370,60,
1208,371,10000,
1208,372,10000,
1208,373,73,
1208,374,15,
1208,375,97,
1208,376,10000,
1208,377,10000,
1208,378,87,
1208,379,83,
1208,380,51,
1208,381,34,
1208,382,10000,
1208,383,86,
1208,384,47,
1208,385,10000,
1208,386,10000,
1208,387,10000,
1208,388,10000,
1208,389,10000,
1208,390,74,
1209,361,10000,
1209,362,64,
1209,363,28,
1209,364,55,
1209,365,10000,
1209,366,10000,
1209,367,75,
1209,368,10000,
1209,369,10000,
1209,370,10000,
1209,371,10000,
1209,372,9,
1209,373,20,
1209,374,10000,
1209,375,10000,
1209,376,10000,
1209,377,31,
1209,378,10000,
1209,379,10000,
1209,380,10000,
1209,381,10000,
1209,382,10000,
1209,383,10000,
1209,384,10000,
1209,385,41,
1209,386,53,
1209,387,10,
1209,388,78,
1209,389,83,
1209,390,10000,
1210,361,90,
1210,362,10000,
1210,363,97,
1210,364,54,
1210,365,97,
1210,366,24,
1210,367,10000,
1210,368,10000,
1210,369,35,
1210,370,10000,
1210,371,36,
1210,372,95,
1210,373,25,
1210,374,49,
1210,375,10000,
1210,376,89,
1210,377,49,
1210,378,10000,
1210,379,46,
1210,380,10000,
1210,381,10000,
