Configuration, ObservableConfiguration, Cost
1051,421,24,
1051,422,22,
1051,423,10000,
1051,424,64,
1051,425,10000,
1051,426,50,
1051,427,86,
1051,428,10000,
1051,429,25,
1051,430,68,
1051,431,10000,
1051,432,74,
1051,433,26,
1051,434,73,
1051,435,10000,
1051,436,63,
1051,437,74,
1051,438,10,
1051,439,10000,
1051,440,14,
1052,421,88,
1052,422,10000,
1052,423,10000,
1052,424,58,
1052,425,98,
1052,426,26,
1052,427,10000,
1052,428,65,
1052,429,10000,
1052,430,2,
1052,431,10000,
1052,432,10000,
1052,433,10000,
1052,434,10000,
1052,435,12,
1052,436,72,
1052,437,10000,
1052,438,10000,
1052,439,10000,
1052,440,91,
1053,421,10000,
1053,422,10,
1053,423,10000,
1053,424,10000,
1053,425,38,
1053,426,13,
1053,427,44,
1053,428,10000,
1053,429,10000,
1053,430,10000,
1053,431,46,
1053,432,10000,
1053,433,10000,
1053,434,10000,
1053,435,59,
1053,436,18,
1053,437,10000,
1053,438,59,
1053,439,88,
1053,440,10000,
1054,421,10000,
1054,422,49,
1054,423,78,
1054,424,88,
1054,425,70,
1054,426,10000,
1054,427,25,
1054,428,22,
1054,429,10000,
1054,430,10000,
1054,431,51,
1054,432,16,
1054,433,26,
1054,434,55,
1054,435,7,
1054,436,10000,
1054,437,58,
1054,438,10000,
1054,439,10000,
1054,440,10000,
1055,421,10000,
1055,422,55,
1055,423,60,
1055,424,68,
1055,425,10000,
1055,426,10000,
1055,427,27,
1055,428,55,
1055,429,10000,
1055,430,10000,
1055,431,10000,
1055,432,10000,
1055,433,21,
1055,434,26,
1055,435,14,
1055,436,10000,
1055,437,94,
1055,438,95,
1055,439,10000,
1055,440,53,
1056,421,10000,
1056,422,49,
1056,423,10000,
1056,424,10000,
1056,425,10000,
1056,426,10000,
1056,427,10000,
1056,428,10000,
1056,429,10000,
1056,430,10000,
1056,431,34,
1056,432,70,
1056,433,10000,
1056,434,42,
1056,435,9,
1056,436,10000,
1056,437,65,
1056,438,37,
1056,439,80,
1056,440,10000,
1057,421,89,
1057,422,10000,
1057,423,10000,
1057,424,86,
1057,425,33,
1057,426,7,
1057,427,10000,
1057,428,10000,
1057,429,71,
1057,430,10000,
1057,431,10000,
1057,432,32,
1057,433,1,
1057,434,10000,
1057,435,74,
1057,436,6,
1057,437,10000,
1057,438,10000,
1057,439,14,
1057,440,35,
1058,421,84,
1058,422,10000,
1058,423,73,
1058,424,10000,
1058,425,6,
1058,426,10000,
1058,427,4,
1058,428,10000,
1058,429,10000,
1058,430,70,
1058,431,10000,
1058,432,28,
1058,433,10000,
1058,434,29,
1058,435,78,
1058,436,10000,
1058,437,10000,
1058,438,10000,
1058,439,10000,
1058,440,10000,
1059,421,64,
1059,422,10000,
1059,423,25,
1059,424,10000,
1059,425,7,
1059,426,43,
1059,427,10000,
