Configuration, ObservableConfiguration, Cost
541,541,30,
541,542,31,
541,543,24,
541,544,10000,
541,545,10000,
541,546,46,
541,547,1,
541,548,10000,
541,549,10000,
541,550,20,
541,551,10000,
541,552,10000,
541,553,10000,
541,554,20,
541,555,37,
541,556,92,
541,557,82,
541,558,38,
541,559,31,
541,560,10000,
542,541,10000,
542,542,80,
542,543,87,
542,544,10,
542,545,96,
542,546,44,
542,547,10000,
542,548,86,
542,549,10000,
542,550,10000,
542,551,86,
542,552,10000,
542,553,10000,
542,554,10000,
542,555,28,
542,556,86,
542,557,77,
542,558,10000,
542,559,10000,
542,560,10000,
543,541,79,
543,542,10,
543,543,40,
543,544,10000,
543,545,23,
543,546,73,
543,547,96,
543,548,89,
543,549,20,
543,550,10000,
543,551,10000,
543,552,66,
543,553,10000,
543,554,31,
543,555,83,
543,556,10000,
543,557,34,
543,558,87,
543,559,98,
543,560,10000,
544,541,68,
544,542,10000,
544,543,33,
544,544,10000,
544,545,10000,
544,546,10,
544,547,39,
544,548,21,
544,549,10000,
544,550,10000,
544,551,10000,
544,552,91,
544,553,85,
544,554,10000,
544,555,66,
544,556,51,
544,557,10000,
544,558,75,
544,559,56,
544,560,51,
545,541,66,
545,542,81,
545,543,10000,
545,544,55,
545,545,10000,
545,546,7,
545,547,33,
545,548,95,
545,549,10000,
545,550,10000,
545,551,31,
545,552,10000,
545,553,10000,
545,554,10000,
545,555,10000,
545,556,14,
545,557,10000,
545,558,10000,
545,559,10000,
545,560,7,
546,541,10000,
546,542,26,
546,543,10000,
546,544,79,
546,545,8,
546,546,80,
546,547,23,
546,548,19,
546,549,10000,
546,550,10000,
546,551,7,
546,552,10000,
546,553,83,
546,554,49,
546,555,10000,
546,556,67,
546,557,10000,
546,558,10000,
546,559,89,
546,560,64,
547,541,10000,
547,542,10000,
547,543,10000,
547,544,10000,
547,545,10000,
547,546,10000,
547,547,10000,
547,548,29,
547,549,90,
547,550,10000,
547,551,10000,
547,552,23,
547,553,7,
547,554,90,
547,555,70,
547,556,10000,
547,557,78,
547,558,51,
547,559,10000,
547,560,67,
548,541,10000,
548,542,89,
548,543,5,
548,544,10000,
548,545,6,
548,546,10000,
548,547,10000,
548,548,10000,
548,549,90,
548,550,79,
548,551,10000,
548,552,10000,
548,553,10000,
548,554,28,
548,555,6,
548,556,10000,
548,557,6,
548,558,10000,
548,559,71,
548,560,32,
549,541,37,
549,542,65,
549,543,10000,
549,544,40,
549,545,10000,
549,546,21,
549,547,74,
549,548,88,
549,549,20,
549,550,65,
549,551,10000,
549,552,10000,
549,553,10000,
549,554,10000,
549,555,47,
549,556,10000,
549,557,49,
549,558,10000,
549,559,10000,
549,560,10000,
550,541,10000,
550,542,10000,
550,543,10000,
550,544,68,
550,545,38,
550,546,52,
550,547,12,
550,548,55,
550,549,10000,
550,550,10000,
550,551,10000,
550,552,10000,
550,553,10000,
550,554,10000,
550,555,87,
550,556,10000,
550,557,46,
550,558,10000,
550,559,14,
550,560,97,
551,541,67,
551,542,37,
551,543,74,
551,544,73,
551,545,76,
551,546,10000,
551,547,71,
551,548,61,
551,549,10000,
551,550,10000,
551,551,38,
551,552,10000,
551,553,92,
551,554,78,
551,555,26,
551,556,15,
551,557,70,
551,558,10000,
551,559,10000,
551,560,6,
552,541,7,
552,542,10000,
552,543,18,
552,544,10000,
552,545,84,
552,546,28,
552,547,10000,
552,548,10000,
552,549,39,
552,550,10000,
552,551,10000,
552,552,10000,
552,553,10000,
552,554,10000,
552,555,10000,
552,556,10000,
552,557,42,
552,558,20,
552,559,59,
552,560,10000,
553,541,89,
553,542,6,
553,543,10000,
553,544,34,
553,545,10000,
553,546,4,
553,547,10000,
553,548,10000,
553,549,1,
553,550,10000,
553,551,10000,
553,552,10000,
553,553,26,
553,554,10000,
553,555,37,
553,556,10000,
553,557,10000,
553,558,25,
553,559,19,
553,560,98,
554,541,10,
554,542,10000,
554,543,10000,
554,544,88,
554,545,10000,
554,546,41,
554,547,10000,
554,548,22,
554,549,10000,
554,550,10000,
554,551,10000,
554,552,18,
554,553,7,
554,554,86,
554,555,10000,
554,556,64,
554,557,98,
554,558,28,
554,559,10000,
554,560,10000,
555,541,54,
555,542,10000,
555,543,10000,
555,544,10000,
555,545,70,
555,546,54,
555,547,33,
555,548,10000,
555,549,8,
555,550,10000,
555,551,10000,
555,552,35,
555,553,43,
555,554,10000,
555,555,17,
555,556,10000,
555,557,10000,
555,558,10000,
555,559,44,
555,560,10000,
556,541,89,
556,542,10000,
556,543,10000,
556,544,10000,
556,545,10000,
556,546,10000,
556,547,10000,
556,548,10000,
556,549,6,
556,550,39,
556,551,61,
556,552,45,
556,553,10000,
556,554,31,
556,555,10000,
556,556,77,
556,557,10000,
556,558,62,
556,559,10000,
556,560,10000,
557,541,10000,
557,542,98,
557,543,10000,
557,544,10000,
557,545,87,
557,546,6,
557,547,10000,
557,548,10000,
557,549,13,
557,550,97,
557,551,10000,
557,552,70,
557,553,40,
557,554,72,
557,555,10000,
557,556,35,
557,557,10000,
557,558,10000,
557,559,10000,
557,560,64,
558,541,10000,
558,542,10000,
558,543,10000,
558,544,10000,
558,545,10000,
558,546,32,
558,547,10000,
558,548,58,
558,549,73,
558,550,99,
558,551,60,
558,552,10000,
558,553,23,
558,554,10000,
558,555,32,
558,556,10000,
558,557,38,
558,558,47,
558,559,28,
558,560,10000,
559,541,45,
559,542,10000,
559,543,10000,
559,544,10000,
559,545,10000,
559,546,45,
559,547,85,
559,548,10000,
559,549,10000,
559,550,10000,
559,551,74,
559,552,44,
559,553,94,
559,554,10000,
559,555,18,
559,556,10000,
559,557,41,
559,558,10000,
559,559,57,
559,560,10000,
560,541,8,
560,542,29,
560,543,96,
560,544,40,
560,545,23,
560,546,10000,
560,547,39,
560,548,24,
560,549,78,
560,550,10000,
560,551,48,
560,552,10000,
560,553,2,
560,554,10000,
560,555,71,
560,556,50,
560,557,30,
560,558,10000,
560,559,71,
560,560,3,
Budget,1881,
