Configuration, ObservableConfiguration, Cost
281,281,10000,
281,282,10000,
281,283,7,
281,284,15,
281,285,56,
281,286,10000,
281,287,10000,
281,288,10000,
281,289,10000,
281,290,10000,
281,291,83,
281,292,10000,
281,293,75,
281,294,10000,
281,295,10000,
281,296,10000,
281,297,10000,
281,298,15,
281,299,10000,
281,300,10000,
282,281,85,
282,282,10000,
282,283,10000,
282,284,50,
282,285,59,
282,286,52,
282,287,19,
282,288,10000,
282,289,10000,
282,290,10000,
282,291,50,
282,292,10000,
282,293,10000,
282,294,87,
282,295,99,
282,296,10000,
282,297,82,
282,298,10000,
282,299,10000,
282,300,30,
283,281,62,
283,282,10000,
283,283,5,
283,284,75,
283,285,59,
283,286,84,
283,287,10000,
283,288,10000,
283,289,32,
283,290,92,
283,291,10000,
283,292,10000,
283,293,41,
283,294,10000,
283,295,10000,
283,296,83,
283,297,10000,
283,298,14,
283,299,10000,
283,300,10000,
284,281,43,
284,282,100,
284,283,10000,
284,284,1,
284,285,10000,
284,286,85,
284,287,10000,
284,288,10000,
284,289,10000,
284,290,10000,
284,291,45,
284,292,10000,
284,293,9,
284,294,10000,
284,295,10000,
284,296,4,
284,297,10000,
284,298,34,
284,299,50,
284,300,10000,
285,281,95,
285,282,21,
285,283,10000,
285,284,10000,
285,285,7,
285,286,10000,
285,287,37,
285,288,84,
285,289,27,
285,290,10000,
285,291,19,
285,292,5,
285,293,10000,
285,294,13,
285,295,10000,
285,296,10000,
285,297,10000,
285,298,12,
285,299,23,
285,300,10000,
286,281,16,
286,282,10000,
286,283,10000,
286,284,10000,
286,285,10000,
286,286,10000,
286,287,10000,
286,288,49,
286,289,42,
286,290,10000,
286,291,88,
286,292,57,
286,293,82,
286,294,20,
286,295,10000,
286,296,81,
286,297,10000,
286,298,10000,
286,299,53,
286,300,10000,
287,281,10000,
287,282,10000,
287,283,81,
287,284,10000,
287,285,76,
287,286,10000,
287,287,60,
287,288,10000,
287,289,10000,
287,290,71,
287,291,86,
287,292,65,
287,293,85,
287,294,10000,
287,295,64,
287,296,10000,
287,297,17,
287,298,78,
287,299,74,
287,300,10000,
288,281,10000,
288,282,10000,
288,283,10000,
288,284,53,
288,285,52,
288,286,10000,
288,287,9,
288,288,10000,
288,289,10000,
288,290,41,
288,291,52,
288,292,10000,
288,293,37,
288,294,10000,
288,295,22,
288,296,80,
288,297,10000,
288,298,10000,
288,299,10000,
288,300,39,
289,281,10000,
289,282,2,
289,283,44,
289,284,24,
289,285,10000,
289,286,69,
289,287,10000,
289,288,48,
289,289,10000,
289,290,10000,
289,291,10000,
289,292,10000,
289,293,98,
289,294,26,
289,295,10000,
289,296,27,
289,297,6,
289,298,92,
289,299,10000,
289,300,10000,
290,281,43,
290,282,43,
290,283,10000,
290,284,10000,
290,285,80,
290,286,10000,
290,287,10000,
290,288,10000,
290,289,89,
290,290,10000,
290,291,10000,
290,292,10000,
290,293,86,
290,294,83,
290,295,16,
290,296,37,
290,297,44,
290,298,10000,
290,299,92,
290,300,10000,
291,281,10000,
291,282,28,
291,283,88,
291,284,83,
291,285,3,
291,286,70,
291,287,10000,
291,288,10000,
291,289,22,
291,290,10000,
291,291,10000,
291,292,10000,
291,293,10000,
291,294,24,
291,295,10000,
291,296,77,
291,297,98,
291,298,10000,
291,299,26,
291,300,10000,
292,281,32,
292,282,10000,
292,283,36,
292,284,54,
292,285,5,
292,286,10000,
292,287,10000,
292,288,86,
292,289,85,
292,290,10000,
292,291,24,
292,292,10000,
292,293,76,
292,294,10000,
292,295,83,
292,296,10000,
292,297,10000,
292,298,73,
292,299,10000,
292,300,10000,
293,281,10000,
293,282,10000,
293,283,10000,
293,284,64,
293,285,35,
293,286,10000,
293,287,10000,
293,288,74,
293,289,45,
293,290,10000,
293,291,29,
293,292,10000,
293,293,10000,
293,294,10000,
293,295,10000,
293,296,50,
293,297,56,
293,298,25,
293,299,39,
293,300,81,
294,281,37,
294,282,74,
294,283,10000,
294,284,10000,
294,285,50,
294,286,47,
294,287,10000,
294,288,5,
294,289,10000,
294,290,10000,
294,291,10000,
294,292,6,
294,293,42,
294,294,4,
294,295,10000,
294,296,10000,
294,297,98,
294,298,10000,
294,299,10000,
294,300,77,
295,281,10000,
295,282,10000,
295,283,10000,
295,284,63,
295,285,80,
295,286,10000,
295,287,10000,
295,288,10000,
295,289,10000,
295,290,73,
295,291,10000,
295,292,10000,
295,293,10000,
295,294,10000,
295,295,63,
295,296,10000,
295,297,10000,
295,298,88,
295,299,18,
295,300,10000,
296,281,68,
296,282,69,
296,283,10000,
296,284,10000,
296,285,9,
296,286,10000,
296,287,25,
296,288,44,
296,289,51,
296,290,10000,
296,291,62,
296,292,10000,
296,293,10000,
296,294,89,
296,295,72,
296,296,7,
296,297,10000,
296,298,67,
296,299,10000,
296,300,10000,
297,281,26,
297,282,78,
297,283,10000,
297,284,27,
297,285,10000,
297,286,10000,
297,287,50,
297,288,10000,
297,289,10000,
297,290,70,
297,291,10000,
297,292,10000,
297,293,49,
297,294,10000,
297,295,10000,
297,296,81,
297,297,10000,
297,298,10000,
297,299,67,
297,300,10000,
298,281,10000,
298,282,10000,
298,283,10000,
298,284,10000,
298,285,10000,
298,286,10000,
298,287,83,
298,288,10000,
298,289,10000,
298,290,10000,
298,291,57,
298,292,16,
298,293,10000,
298,294,10000,
298,295,10000,
298,296,51,
298,297,10000,
298,298,43,
298,299,10000,
298,300,10000,
299,281,71,
299,282,10000,
299,283,10000,
299,284,10000,
299,285,67,
299,286,10000,
299,287,28,
299,288,64,
299,289,17,
299,290,62,
299,291,13,
299,292,10000,
299,293,10000,
299,294,60,
299,295,10000,
299,296,26,
299,297,10000,
299,298,89,
299,299,10000,
299,300,10000,
300,281,91,
300,282,37,
300,283,11,
300,284,21,
300,285,16,
300,286,10000,
300,287,79,
300,288,10000,
300,289,10000,
300,290,19,
300,291,10000,
300,292,74,
300,293,10000,
300,294,10000,
300,295,10000,
300,296,10000,
300,297,95,
300,298,14,
300,299,10000,
300,300,40,
Budget,1025,
