Configuration, ObservableConfiguration, Cost
51,11,91,
51,12,74,
51,13,90,
51,14,10000,
51,15,70,
51,16,8,
51,17,10000,
51,18,1,
51,19,44,
51,20,10000,
52,11,26,
52,12,10000,
52,13,55,
52,14,10000,
52,15,59,
52,16,11,
52,17,10000,
52,18,10000,
52,19,30,
52,20,50,
53,11,10000,
53,12,33,
53,13,14,
53,14,10000,
53,15,10000,
53,16,10000,
53,17,10000,
53,18,43,
53,19,84,
53,20,10000,
54,11,33,
54,12,10000,
54,13,72,
54,14,59,
54,15,61,
54,16,10000,
54,17,26,
54,18,37,
54,19,10000,
54,20,19,
55,11,32,
55,12,10000,
55,13,86,
55,14,10000,
55,15,10000,
55,16,10000,
55,17,10000,
55,18,10000,
55,19,13,
55,20,10000,
56,11,3,
56,12,9,
56,13,10000,
56,14,10000,
56,15,52,
56,16,64,
56,17,19,
56,18,10000,
56,19,92,
56,20,10000,
57,11,9,
57,12,57,
57,13,87,
57,14,10000,
57,15,10000,
57,16,10000,
57,17,41,
57,18,98,
57,19,16,
57,20,32,
58,11,25,
58,12,10000,
58,13,10000,
58,14,10000,
58,15,10000,
58,16,52,
58,17,14,
58,18,86,
58,19,10000,
58,20,33,
59,11,89,
59,12,10000,
59,13,53,
59,14,97,
59,15,10000,
59,16,38,
59,17,10000,
59,18,51,
59,19,10000,
59,20,10000,
60,11,61,
60,12,64,
60,13,6,
60,14,10000,
60,15,10000,
60,16,49,
60,17,71,
60,18,27,
60,19,10000,
60,20,10000,
61,11,71,
61,12,99,
61,13,17,
61,14,10000,
61,15,36,
61,16,42,
61,17,27,
61,18,27,
61,19,17,
61,20,98,
62,11,95,
62,12,10000,
62,13,53,
62,14,10000,
62,15,88,
62,16,66,
62,17,97,
62,18,5,
62,19,10000,
62,20,51,
63,11,10000,
63,12,10000,
63,13,89,
63,14,41,
63,15,43,
63,16,10000,
63,17,10000,
63,18,10000,
63,19,10000,
63,20,10000,
64,11,10000,
64,12,10000,
64,13,1,
64,14,10000,
64,15,10000,
64,16,10000,
64,17,41,
64,18,83,
64,19,45,
64,20,15,
65,11,64,
65,12,73,
65,13,33,
65,14,10000,
65,15,10000,
65,16,40,
65,17,10000,
65,18,10000,
65,19,32,
65,20,89,
66,11,10000,
66,12,24,
66,13,30,
66,14,10000,
66,15,10000,
66,16,10000,
66,17,38,
66,18,10000,
66,19,12,
66,20,29,
67,11,2,
67,12,10000,
67,13,10000,
67,14,10000,
67,15,66,
67,16,47,
67,17,10000,
67,18,13,
67,19,3,
67,20,10000,
68,11,41,
68,12,10000,
68,13,70,
68,14,42,
68,15,10000,
68,16,10000,
68,17,10000,
68,18,10000,
68,19,10000,
68,20,10000,
69,11,36,
69,12,10000,
69,13,10000,
69,14,10000,
69,15,10000,
69,16,31,
69,17,7,
69,18,46,
69,19,16,
69,20,10000,
70,11,91,
70,12,81,
70,13,10000,
70,14,10000,
70,15,10000,
70,16,87,
70,17,18,
70,18,54,
70,19,21,
70,20,10000,
71,11,37,
71,12,10000,
71,13,10000,
71,14,10000,
71,15,10000,
71,16,10000,
71,17,35,
71,18,41,
71,19,67,
71,20,33,
72,11,10000,
72,12,64,
72,13,24,
72,14,22,
72,15,50,
72,16,10000,
72,17,86,
72,18,10000,
72,19,10000,
72,20,60,
73,11,10000,
73,12,10000,
73,13,19,
73,14,10000,
73,15,10000,
73,16,10000,
73,17,61,
73,18,96,
73,19,10000,
73,20,68,
74,11,72,
74,12,85,
74,13,58,
74,14,13,
74,15,10000,
74,16,10000,
74,17,8,
74,18,65,
74,19,10000,
74,20,10000,
75,11,20,
75,12,35,
75,13,10000,
75,14,95,
75,15,18,
75,16,35,
75,17,10000,
75,18,56,
75,19,16,
75,20,10000,
76,11,38,
76,12,58,
76,13,63,
76,14,10000,
76,15,10000,
76,16,35,
76,17,10000,
76,18,10000,
76,19,10000,
76,20,10000,
77,11,7,
77,12,22,
77,13,10000,
77,14,10000,
77,15,17,
77,16,53,
77,17,88,
77,18,98,
77,19,34,
77,20,10000,
78,11,71,
78,12,9,
78,13,10000,
78,14,10000,
78,15,10000,
78,16,10000,
78,17,10000,
78,18,10000,
78,19,89,
78,20,10000,
79,11,10000,
79,12,59,
79,13,83,
79,14,10000,
79,15,10000,
79,16,75,
79,17,10000,
79,18,10000,
79,19,2,
79,20,10000,
80,11,61,
80,12,51,
80,13,10000,
80,14,41,
80,15,10000,
80,16,34,
80,17,74,
80,18,10000,
80,19,10000,
80,20,76,
81,11,10000,
81,12,57,
81,13,50,
81,14,10000,
81,15,10000,
81,16,91,
81,17,10000,
81,18,10000,
81,19,42,
81,20,34,
82,11,10000,
82,12,10000,
82,13,28,
82,14,42,
82,15,10000,
82,16,10000,
82,17,30,
82,18,50,
82,19,10000,
82,20,10000,
83,11,10000,
83,12,20,
83,13,17,
83,14,68,
83,15,65,
83,16,10000,
83,17,10000,
83,18,44,
83,19,10000,
83,20,10000,
84,11,68,
84,12,24,
84,13,10000,
84,14,75,
84,15,10000,
84,16,10000,
84,17,8,
84,18,10000,
84,19,77,
84,20,10000,
85,11,10000,
85,12,10000,
85,13,5,
85,14,15,
85,15,73,
85,16,31,
85,17,10000,
85,18,10000,
85,19,48,
85,20,36,
86,11,10000,
86,12,10000,
86,13,44,
86,14,5,
86,15,63,
86,16,10000,
86,17,10000,
86,18,10000,
86,19,10000,
86,20,15,
87,11,23,
87,12,44,
87,13,62,
87,14,91,
87,15,10000,
87,16,10000,
87,17,89,
87,18,55,
87,19,20,
87,20,71,
88,11,67,
88,12,10000,
88,13,10000,
88,14,10000,
88,15,10000,
88,16,83,
88,17,2,
88,18,10000,
88,19,10000,
88,20,94,
89,11,44,
89,12,10000,
89,13,10000,
89,14,96,
89,15,10000,
89,16,9,
89,17,10000,
89,18,10000,
89,19,53,
89,20,10000,
90,11,77,
90,12,39,
90,13,66,
90,14,10000,
90,15,92,
90,16,10000,
90,17,69,
90,18,86,
90,19,10000,
90,20,10000,
91,11,55,
91,12,51,
91,13,35,
91,14,10000,
91,15,10000,
91,16,90,
91,17,10000,
91,18,18,
91,19,10000,
91,20,78,
92,11,10000,
92,12,10000,
92,13,47,
92,14,72,
92,15,5,
92,16,10000,
92,17,41,
92,18,10000,
92,19,10000,
92,20,25,
93,11,10000,
93,12,10000,
93,13,10000,
93,14,76,
93,15,21,
93,16,10000,
93,17,10000,
93,18,10000,
93,19,74,
93,20,90,
94,11,10000,
94,12,10000,
94,13,14,
94,14,72,
94,15,99,
94,16,10000,
94,17,10000,
94,18,10000,
94,19,63,
94,20,10000,
95,11,14,
95,12,18,
95,13,10000,
95,14,47,
95,15,78,
95,16,27,
95,17,29,
95,18,1,
95,19,10000,
95,20,100,
96,11,100,
96,12,10000,
96,13,10000,
96,14,10000,
96,15,100,
96,16,26,
96,17,10000,
96,18,42,
96,19,10000,
96,20,45,
97,11,10000,
97,12,10000,
97,13,26,
97,14,10000,
97,15,10000,
97,16,81,
97,17,54,
97,18,10000,
97,19,29,
97,20,10000,
98,11,10000,
98,12,25,
98,13,64,
98,14,70,
98,15,10000,
98,16,10000,
98,17,25,
98,18,33,
98,19,10000,
98,20,10000,
99,11,89,
99,12,10000,
99,13,47,
99,14,10000,
99,15,10000,
99,16,10000,
99,17,76,
99,18,10000,
99,19,83,
99,20,42,
100,11,35,
100,12,69,
100,13,10000,
100,14,10000,
100,15,94,
100,16,67,
100,17,17,
100,18,75,
100,19,17,
100,20,7,
Budget,705,
