Configuration, ObservableConfiguration, Cost
551,111,10000,
551,112,36,
551,113,42,
551,114,29,
551,115,10000,
551,116,47,
551,117,89,
551,118,10000,
551,119,10000,
551,120,10000,
552,111,85,
552,112,17,
552,113,10000,
552,114,38,
552,115,10000,
552,116,52,
552,117,10000,
552,118,10000,
552,119,92,
552,120,70,
553,111,29,
553,112,10000,
553,113,74,
553,114,10000,
553,115,72,
553,116,17,
553,117,10000,
553,118,12,
553,119,63,
553,120,76,
554,111,10000,
554,112,25,
554,113,30,
554,114,75,
554,115,13,
554,116,10000,
554,117,10000,
554,118,26,
554,119,10000,
554,120,82,
555,111,47,
555,112,35,
555,113,10000,
555,114,12,
555,115,10000,
555,116,10,
555,117,10000,
555,118,10000,
555,119,43,
555,120,43,
556,111,10000,
556,112,10000,
556,113,70,
556,114,87,
556,115,10000,
556,116,10,
556,117,10000,
556,118,64,
556,119,96,
556,120,59,
557,111,83,
557,112,94,
557,113,10000,
557,114,10000,
557,115,7,
557,116,10000,
557,117,10000,
557,118,35,
557,119,14,
557,120,53,
558,111,10000,
558,112,80,
558,113,10000,
558,114,29,
558,115,81,
558,116,10000,
558,117,36,
558,118,10000,
558,119,72,
558,120,10000,
559,111,35,
559,112,10000,
559,113,10000,
559,114,5,
559,115,10000,
559,116,10000,
559,117,10000,
559,118,90,
559,119,39,
559,120,10000,
560,111,10000,
560,112,23,
560,113,10000,
560,114,10000,
560,115,10000,
560,116,34,
560,117,19,
560,118,10000,
560,119,10000,
560,120,10000,
561,111,10000,
561,112,10000,
561,113,31,
561,114,70,
561,115,78,
561,116,10000,
561,117,10000,
561,118,10000,
561,119,10000,
561,120,10000,
562,111,10000,
562,112,10000,
562,113,10000,
562,114,43,
562,115,10000,
562,116,4,
562,117,10000,
562,118,10000,
562,119,10000,
562,120,10000,
563,111,76,
563,112,77,
563,113,10000,
563,114,56,
563,115,46,
563,116,85,
563,117,10000,
563,118,10000,
563,119,23,
563,120,6,
564,111,10000,
564,112,10000,
564,113,67,
564,114,38,
564,115,18,
564,116,20,
564,117,10000,
564,118,10000,
564,119,12,
564,120,51,
565,111,20,
565,112,11,
565,113,10000,
565,114,75,
565,115,10000,
565,116,2,
565,117,26,
565,118,10000,
565,119,10000,
565,120,10000,
566,111,10000,
566,112,10000,
566,113,10000,
566,114,70,
566,115,10000,
566,116,10000,
566,117,10000,
566,118,11,
566,119,10000,
566,120,10000,
567,111,10,
567,112,10000,
567,113,3,
567,114,10000,
567,115,17,
567,116,10000,
567,117,10000,
567,118,3,
567,119,97,
567,120,68,
568,111,15,
568,112,72,
568,113,12,
568,114,100,
568,115,15,
568,116,10000,
568,117,10000,
568,118,10000,
568,119,10000,
568,120,10000,
569,111,10000,
569,112,10000,
569,113,58,
569,114,72,
569,115,11,
569,116,10000,
569,117,48,
569,118,10000,
569,119,79,
569,120,94,
570,111,10000,
570,112,83,
570,113,10000,
570,114,10000,
570,115,96,
570,116,10000,
570,117,25,
570,118,10000,
570,119,100,
570,120,10000,
571,111,28,
571,112,10000,
571,113,10000,
571,114,10000,
571,115,10000,
571,116,23,
571,117,10000,
571,118,10000,
571,119,10000,
571,120,10000,
572,111,42,
572,112,4,
572,113,10000,
572,114,10000,
572,115,83,
572,116,9,
572,117,34,
572,118,78,
572,119,6,
572,120,10000,
573,111,93,
573,112,10000,
573,113,10000,
573,114,10000,
573,115,12,
573,116,10000,
573,117,10000,
573,118,62,
573,119,2,
573,120,67,
574,111,8,
574,112,10000,
574,113,16,
574,114,49,
574,115,10000,
574,116,45,
574,117,61,
574,118,10000,
574,119,28,
574,120,10000,
575,111,10000,
575,112,10000,
575,113,92,
575,114,66,
575,115,10000,
575,116,10000,
575,117,10000,
575,118,10000,
575,119,67,
575,120,58,
576,111,93,
576,112,87,
576,113,73,
576,114,14,
576,115,10000,
576,116,10000,
576,117,47,
576,118,18,
576,119,66,
576,120,82,
577,111,10000,
577,112,99,
577,113,10000,
577,114,10000,
577,115,66,
577,116,58,
577,117,16,
577,118,81,
577,119,1,
577,120,10000,
578,111,10000,
578,112,10000,
578,113,10000,
578,114,81,
578,115,51,
578,116,10000,
578,117,10000,
578,118,10000,
578,119,52,
578,120,90,
579,111,10000,
579,112,79,
579,113,79,
579,114,43,
579,115,10000,
579,116,74,
