Configuration, ObservableConfiguration, Cost
1351,541,10000,
1351,542,10000,
1351,543,10000,
1351,544,50,
1351,545,33,
1351,546,10000,
1351,547,92,
1351,548,10000,
1351,549,43,
1351,550,10000,
1351,551,10000,
1351,552,14,
1351,553,10000,
1351,554,79,
1351,555,10000,
1351,556,10000,
1351,557,5,
1351,558,10000,
1351,559,10000,
1351,560,86,
1352,541,66,
1352,542,10000,
1352,543,91,
1352,544,10000,
1352,545,10000,
1352,546,10000,
1352,547,10000,
1352,548,10000,
1352,549,2,
1352,550,85,
1352,551,78,
1352,552,10000,
1352,553,10000,
1352,554,14,
1352,555,10000,
1352,556,10000,
1352,557,10,
1352,558,10000,
1352,559,37,
1352,560,13,
1353,541,24,
1353,542,35,
1353,543,77,
1353,544,15,
1353,545,10000,
1353,546,19,
1353,547,10000,
1353,548,75,
1353,549,10000,
1353,550,10000,
1353,551,10000,
1353,552,38,
1353,553,10000,
1353,554,96,
1353,555,21,
1353,556,46,
1353,557,33,
1353,558,34,
1353,559,10000,
1353,560,75,
1354,541,10000,
1354,542,65,
1354,543,82,
1354,544,10000,
1354,545,10000,
1354,546,49,
1354,547,10000,
1354,548,10000,
1354,549,10000,
1354,550,58,
1354,551,10000,
1354,552,10000,
1354,553,10000,
1354,554,8,
1354,555,54,
1354,556,10000,
1354,557,10000,
1354,558,79,
1354,559,10000,
1354,560,10000,
1355,541,51,
1355,542,21,
1355,543,10000,
1355,544,10000,
1355,545,42,
1355,546,85,
1355,547,17,
1355,548,10000,
1355,549,10000,
1355,550,25,
1355,551,10000,
1355,552,10000,
1355,553,75,
1355,554,87,
1355,555,34,
1355,556,89,
1355,557,51,
1355,558,20,
1355,559,43,
1355,560,10000,
1356,541,10000,
1356,542,70,
1356,543,18,
1356,544,10000,
1356,545,10000,
1356,546,83,
1356,547,14,
1356,548,10000,
1356,549,10000,
1356,550,10000,
1356,551,10000,
1356,552,33,
1356,553,10000,
1356,554,86,
1356,555,94,
1356,556,10000,
1356,557,10000,
1356,558,39,
1356,559,62,
1356,560,33,
1357,541,88,
1357,542,71,
1357,543,24,
1357,544,48,
1357,545,10000,
1357,546,78,
1357,547,10000,
1357,548,10000,
1357,549,52,
1357,550,39,
1357,551,49,
1357,552,93,
1357,553,85,
1357,554,54,
1357,555,87,
1357,556,16,
1357,557,10,
1357,558,96,
1357,559,19,
1357,560,74,
1358,541,10000,
1358,542,10000,
1358,543,70,
1358,544,10000,
1358,545,10000,
1358,546,10000,
1358,547,10000,
1358,548,18,
1358,549,19,
1358,550,10000,
1358,551,10000,
1358,552,10000,
1358,553,10000,
1358,554,96,
1358,555,37,
1358,556,42,
1358,557,10000,
1358,558,17,
1358,559,10000,
1358,560,5,
