Configuration, ObservableConfiguration, Cost
601,241,26,
601,242,10000,
601,243,51,
601,244,3,
601,245,10000,
601,246,10000,
601,247,10000,
601,248,10000,
601,249,10000,
601,250,10000,
601,251,10000,
601,252,76,
601,253,48,
601,254,19,
601,255,23,
601,256,73,
601,257,8,
601,258,4,
601,259,10000,
601,260,75,
602,241,10000,
602,242,7,
602,243,10000,
602,244,80,
602,245,5,
602,246,93,
602,247,73,
602,248,10000,
602,249,10000,
602,250,34,
602,251,80,
602,252,10000,
602,253,92,
602,254,97,
602,255,10000,
602,256,54,
602,257,17,
602,258,10000,
602,259,75,
602,260,44,
603,241,10000,
603,242,59,
603,243,99,
603,244,10000,
603,245,10000,
603,246,10000,
603,247,10000,
603,248,10000,
603,249,10000,
603,250,10000,
603,251,38,
603,252,10000,
603,253,46,
603,254,33,
603,255,52,
603,256,10000,
603,257,10000,
603,258,10000,
603,259,18,
603,260,10000,
604,241,10000,
604,242,70,
604,243,2,
604,244,10000,
604,245,10000,
604,246,66,
604,247,17,
604,248,10,
604,249,84,
604,250,69,
604,251,10000,
604,252,96,
604,253,10000,
604,254,23,
604,255,19,
604,256,10000,
604,257,40,
604,258,37,
604,259,10000,
604,260,56,
605,241,40,
605,242,15,
605,243,10000,
605,244,10000,
605,245,84,
605,246,49,
605,247,61,
605,248,10000,
605,249,90,
605,250,10000,
605,251,98,
605,252,10000,
605,253,10000,
605,254,10000,
605,255,99,
605,256,10000,
605,257,22,
605,258,37,
605,259,98,
605,260,10000,
606,241,3,
606,242,25,
606,243,10000,
606,244,14,
606,245,55,
606,246,84,
606,247,34,
606,248,10000,
606,249,10000,
606,250,97,
606,251,10000,
606,252,10000,
606,253,10000,
606,254,96,
606,255,61,
606,256,70,
606,257,9,
606,258,10000,
606,259,10000,
606,260,58,
607,241,10000,
607,242,10000,
607,243,49,
607,244,8,
607,245,82,
607,246,10000,
607,247,33,
607,248,10000,
607,249,78,
607,250,94,
607,251,10000,
607,252,10000,
607,253,50,
607,254,10000,
607,255,10000,
607,256,10000,
607,257,10000,
607,258,90,
607,259,5,
607,260,10000,
608,241,10000,
608,242,58,
608,243,10000,
608,244,66,
608,245,10000,
608,246,10000,
608,247,29,
608,248,96,
