System Num, Configuration
1201,1246,
1202,1247,
1203,1222,
1204,1243,
1205,1232,
1206,1202,
1207,1210,
1208,1240,
1209,1202,
1210,1238,
1211,1201,
1212,1212,
1213,1202,
1214,1228,
1215,1250,
1216,1210,
1217,1223,
1218,1213,
1219,1249,
1220,1245,
1221,1229,
1222,1241,
1223,1205,
1224,1205,
1225,1213,
1226,1203,
1227,1228,
1228,1237,
1229,1227,
1230,1206,
1231,1235,
1232,1208,
1233,1249,
1234,1238,
1235,1238,
1236,1232,
1237,1226,
1238,1235,
1239,1223,
1240,1239,
1241,1211,
1242,1211,
1243,1219,
1244,1227,
1245,1215,
1246,1216,
1247,1246,
1248,1218,
1249,1211,
1250,1225,
