System Num, Configuration
1401,1417,
1402,1425,
1403,1417,
1404,1401,
1405,1409,
1406,1441,
1407,1440,
1408,1428,
1409,1403,
1410,1409,
1411,1437,
1412,1419,
1413,1450,
1414,1405,
1415,1436,
1416,1423,
1417,1432,
1418,1402,
1419,1413,
1420,1448,
1421,1421,
1422,1410,
1423,1434,
1424,1441,
1425,1437,
1426,1422,
1427,1443,
1428,1441,
1429,1415,
1430,1436,
1431,1446,
1432,1402,
1433,1440,
1434,1412,
1435,1427,
1436,1419,
1437,1449,
1438,1437,
1439,1425,
1440,1430,
1441,1428,
1442,1447,
1443,1426,
1444,1436,
1445,1438,
1446,1429,
1447,1448,
1448,1409,
1449,1443,
1450,1401,
