System Num, Configuration
1001,1029,
1002,1040,
1003,1032,
1004,1024,
1005,1002,
1006,1024,
1007,1023,
1008,1045,
1009,1014,
1010,1009,
1011,1024,
1012,1021,
1013,1003,
1014,1002,
1015,1011,
1016,1014,
1017,1043,
1018,1043,
1019,1001,
1020,1017,
1021,1022,
1022,1024,
1023,1015,
1024,1050,
1025,1047,
1026,1005,
1027,1044,
1028,1041,
1029,1050,
1030,1017,
1031,1018,
1032,1025,
1033,1041,
1034,1035,
1035,1037,
1036,1023,
1037,1001,
1038,1002,
1039,1032,
1040,1002,
1041,1048,
1042,1049,
1043,1013,
1044,1038,
1045,1012,
1046,1010,
1047,1035,
1048,1044,
1049,1030,
1050,1050,
