System Num, Configuration
1351,1366,
1352,1360,
1353,1380,
1354,1395,
1355,1396,
1356,1374,
1357,1372,
1358,1358,
1359,1398,
1360,1372,
1361,1378,
1362,1380,
1363,1368,
1364,1352,
1365,1354,
1366,1360,
1367,1389,
1368,1377,
1369,1371,
1370,1395,
1371,1372,
1372,1357,
1373,1367,
1374,1354,
1375,1392,
1376,1368,
1377,1363,
1378,1355,
1379,1395,
1380,1372,
1381,1383,
1382,1372,
1383,1363,
1384,1372,
1385,1397,
1386,1373,
1387,1377,
1388,1391,
1389,1368,
1390,1370,
1391,1354,
1392,1353,
1393,1391,
1394,1389,
1395,1400,
1396,1397,
1397,1370,
1398,1378,
1399,1352,
1400,1392,
