System Num, Configuration
1251,1282,
1252,1297,
1253,1297,
1254,1256,
1255,1284,
1256,1290,
1257,1280,
1258,1264,
1259,1278,
1260,1276,
1261,1260,
1262,1299,
1263,1265,
1264,1256,
1265,1259,
1266,1281,
1267,1266,
1268,1278,
1269,1287,
1270,1278,
1271,1285,
1272,1256,
1273,1275,
1274,1299,
1275,1271,
1276,1259,
1277,1251,
1278,1253,
1279,1269,
1280,1294,
1281,1284,
1282,1258,
1283,1251,
1284,1261,
1285,1284,
1286,1272,
1287,1279,
1288,1256,
1289,1261,
1290,1280,
1291,1270,
1292,1281,
1293,1287,
1294,1263,
1295,1265,
1296,1297,
1297,1252,
1298,1291,
1299,1271,
1300,1284,
