System Num, Configuration
1451,1480,
1452,1454,
1453,1474,
1454,1472,
1455,1484,
1456,1472,
1457,1470,
1458,1489,
1459,1484,
1460,1452,
1461,1497,
1462,1467,
1463,1492,
1464,1474,
1465,1495,
1466,1492,
1467,1489,
1468,1494,
1469,1478,
1470,1493,
1471,1487,
1472,1460,
1473,1474,
1474,1458,
1475,1455,
1476,1481,
1477,1458,
1478,1451,
1479,1469,
1480,1475,
1481,1475,
1482,1477,
1483,1481,
1484,1484,
1485,1464,
1486,1494,
1487,1455,
1488,1499,
1489,1468,
1490,1474,
1491,1472,
1492,1461,
1493,1475,
1494,1459,
1495,1493,
1496,1467,
1497,1463,
1498,1456,
1499,1488,
1500,1461,
