System Num, Configuration
1201,1238,
1202,1214,
1203,1242,
1204,1207,
1205,1239,
1206,1227,
1207,1218,
1208,1239,
1209,1232,
1210,1224,
1211,1219,
1212,1249,
1213,1229,
1214,1242,
1215,1235,
1216,1235,
1217,1249,
1218,1237,
1219,1226,
1220,1226,
1221,1210,
1222,1242,
1223,1223,
1224,1239,
1225,1215,
1226,1238,
1227,1213,
1228,1218,
1229,1206,
1230,1204,
1231,1237,
1232,1215,
1233,1233,
1234,1236,
1235,1228,
1236,1244,
1237,1209,
1238,1214,
1239,1232,
1240,1222,
1241,1233,
1242,1213,
1243,1207,
1244,1210,
1245,1241,
1246,1236,
1247,1211,
1248,1232,
1249,1241,
1250,1209,
