System Num, Configuration
1101,1121,
1102,1146,
1103,1109,
1104,1134,
1105,1116,
1106,1148,
1107,1139,
1108,1139,
1109,1145,
1110,1130,
1111,1132,
1112,1109,
1113,1140,
1114,1102,
1115,1141,
1116,1140,
1117,1142,
1118,1118,
1119,1101,
1120,1105,
1121,1141,
1122,1127,
1123,1136,
1124,1145,
1125,1118,
1126,1129,
1127,1114,
1128,1109,
1129,1103,
1130,1115,
1131,1108,
1132,1124,
1133,1116,
1134,1120,
1135,1114,
1136,1141,
1137,1104,
1138,1101,
1139,1107,
1140,1115,
1141,1146,
1142,1113,
1143,1134,
1144,1126,
1145,1142,
1146,1105,
1147,1150,
1148,1142,
1149,1111,
1150,1116,
