System Num, Configuration
1151,1164,
1152,1158,
1153,1193,
1154,1192,
1155,1194,
1156,1171,
1157,1193,
1158,1173,
1159,1155,
1160,1158,
1161,1195,
1162,1181,
1163,1175,
1164,1164,
1165,1180,
1166,1174,
1167,1194,
1168,1159,
1169,1152,
1170,1187,
1171,1160,
1172,1174,
1173,1170,
1174,1176,
1175,1177,
1176,1198,
1177,1170,
1178,1170,
1179,1155,
1180,1161,
1181,1192,
1182,1166,
1183,1168,
1184,1194,
1185,1184,
1186,1178,
1187,1200,
1188,1175,
1189,1193,
1190,1200,
1191,1177,
1192,1165,
1193,1195,
1194,1200,
1195,1159,
1196,1174,
1197,1159,
1198,1167,
1199,1166,
1200,1156,
