System Num, Configuration
1451,1494,
1452,1487,
1453,1500,
1454,1495,
1455,1464,
1456,1470,
1457,1472,
1458,1497,
1459,1459,
1460,1475,
1461,1479,
1462,1466,
1463,1492,
1464,1482,
1465,1456,
1466,1452,
1467,1492,
1468,1451,
1469,1487,
1470,1495,
1471,1461,
1472,1497,
1473,1459,
1474,1477,
1475,1477,
1476,1477,
1477,1494,
1478,1473,
1479,1457,
1480,1475,
1481,1459,
1482,1464,
1483,1466,
1484,1456,
1485,1469,
1486,1468,
1487,1483,
1488,1452,
1489,1462,
1490,1474,
1491,1479,
1492,1462,
1493,1454,
1494,1485,
1495,1459,
1496,1500,
1497,1468,
1498,1495,
1499,1474,
1500,1485,
