System Num, Configuration
1101,1139,
1102,1113,
1103,1120,
1104,1141,
1105,1123,
1106,1150,
1107,1106,
1108,1115,
1109,1101,
1110,1105,
1111,1149,
1112,1121,
1113,1141,
1114,1122,
1115,1120,
1116,1118,
1117,1134,
1118,1112,
1119,1111,
1120,1142,
1121,1107,
1122,1146,
1123,1142,
1124,1149,
1125,1141,
1126,1128,
1127,1134,
1128,1124,
1129,1144,
1130,1130,
1131,1126,
1132,1121,
1133,1135,
1134,1115,
1135,1102,
1136,1114,
1137,1105,
1138,1119,
1139,1116,
1140,1140,
1141,1124,
1142,1114,
1143,1144,
1144,1133,
1145,1113,
1146,1120,
1147,1136,
1148,1127,
1149,1124,
1150,1147,
