System Num, Configuration
1251,1284,
1252,1276,
1253,1300,
1254,1285,
1255,1255,
1256,1291,
1257,1251,
1258,1281,
1259,1268,
1260,1264,
1261,1257,
1262,1260,
1263,1257,
1264,1264,
1265,1281,
1266,1285,
1267,1298,
1268,1300,
1269,1271,
1270,1258,
1271,1276,
1272,1280,
1273,1297,
1274,1271,
1275,1287,
1276,1273,
1277,1299,
1278,1288,
1279,1259,
1280,1296,
1281,1293,
1282,1258,
1283,1261,
1284,1292,
1285,1282,
1286,1260,
1287,1264,
1288,1294,
1289,1280,
1290,1277,
1291,1288,
1292,1283,
1293,1263,
1294,1260,
1295,1296,
1296,1252,
1297,1275,
1298,1279,
1299,1290,
1300,1293,
