System Num, Configuration
1101,1126,
1102,1138,
1103,1150,
1104,1119,
1105,1131,
1106,1107,
1107,1133,
1108,1146,
1109,1114,
1110,1107,
1111,1144,
1112,1105,
1113,1125,
1114,1125,
1115,1102,
1116,1119,
1117,1109,
1118,1110,
1119,1120,
1120,1126,
1121,1148,
1122,1122,
1123,1143,
1124,1137,
1125,1133,
1126,1128,
1127,1108,
1128,1145,
1129,1113,
1130,1129,
1131,1125,
1132,1112,
1133,1137,
1134,1110,
1135,1125,
1136,1132,
1137,1141,
1138,1115,
1139,1102,
1140,1144,
1141,1119,
1142,1146,
1143,1125,
1144,1119,
1145,1122,
1146,1142,
1147,1137,
1148,1138,
1149,1139,
1150,1102,
