System Num, Configuration
1051,1086,
1052,1054,
1053,1093,
1054,1078,
1055,1074,
1056,1065,
1057,1071,
1058,1060,
1059,1088,
1060,1075,
1061,1070,
1062,1067,
1063,1072,
1064,1087,
1065,1079,
1066,1064,
1067,1093,
1068,1100,
1069,1065,
1070,1090,
1071,1094,
1072,1054,
1073,1053,
1074,1066,
1075,1075,
1076,1058,
1077,1061,
1078,1054,
1079,1070,
1080,1075,
1081,1062,
1082,1078,
1083,1084,
1084,1076,
1085,1075,
1086,1071,
1087,1054,
1088,1090,
1089,1092,
1090,1076,
1091,1090,
1092,1065,
1093,1075,
1094,1098,
1095,1100,
1096,1059,
1097,1085,
1098,1056,
1099,1054,
1100,1081,
