System Num, Configuration
1051,1080,
1052,1079,
1053,1053,
1054,1077,
1055,1093,
1056,1070,
1057,1070,
1058,1055,
1059,1098,
1060,1065,
1061,1098,
1062,1071,
1063,1091,
1064,1093,
1065,1076,
1066,1079,
1067,1100,
1068,1088,
1069,1098,
1070,1067,
1071,1080,
1072,1051,
1073,1087,
1074,1085,
1075,1055,
1076,1071,
1077,1062,
1078,1081,
1079,1069,
1080,1087,
1081,1070,
1082,1074,
1083,1088,
1084,1082,
1085,1053,
1086,1075,
1087,1069,
1088,1097,
1089,1093,
1090,1087,
1091,1089,
1092,1078,
1093,1087,
1094,1057,
1095,1076,
1096,1088,
1097,1056,
1098,1060,
1099,1065,
1100,1068,
