System Num, Configuration
1051,1078,
1052,1093,
1053,1081,
1054,1073,
1055,1082,
1056,1083,
1057,1099,
1058,1090,
1059,1076,
1060,1092,
1061,1071,
1062,1061,
1063,1080,
1064,1070,
1065,1078,
1066,1083,
1067,1064,
1068,1088,
1069,1091,
1070,1067,
1071,1062,
1072,1078,
1073,1098,
1074,1095,
1075,1067,
1076,1080,
1077,1100,
1078,1082,
1079,1093,
1080,1087,
1081,1053,
1082,1073,
1083,1054,
1084,1064,
1085,1071,
1086,1054,
1087,1073,
1088,1081,
1089,1087,
1090,1069,
1091,1074,
1092,1097,
1093,1086,
1094,1080,
1095,1066,
1096,1084,
1097,1092,
1098,1095,
1099,1077,
1100,1072,
