System Num, Configuration
1301,1313,
1302,1347,
1303,1321,
1304,1342,
1305,1336,
1306,1318,
1307,1301,
1308,1312,
1309,1343,
1310,1319,
1311,1319,
1312,1317,
1313,1304,
1314,1325,
1315,1341,
1316,1348,
1317,1314,
1318,1348,
1319,1307,
1320,1344,
1321,1326,
1322,1343,
1323,1342,
1324,1342,
1325,1323,
1326,1349,
1327,1346,
1328,1325,
1329,1302,
1330,1317,
1331,1311,
1332,1335,
1333,1338,
1334,1320,
1335,1346,
1336,1314,
1337,1317,
1338,1312,
1339,1309,
1340,1334,
1341,1309,
1342,1313,
1343,1338,
1344,1338,
1345,1306,
1346,1325,
1347,1332,
1348,1303,
1349,1333,
1350,1335,
