System Num, Configuration
1051,1060,
1052,1066,
1053,1061,
1054,1065,
1055,1053,
1056,1096,
1057,1099,
1058,1061,
1059,1081,
1060,1091,
1061,1074,
1062,1056,
1063,1072,
1064,1083,
1065,1087,
1066,1084,
1067,1062,
1068,1082,
1069,1060,
1070,1076,
1071,1066,
1072,1066,
1073,1060,
1074,1067,
1075,1081,
1076,1092,
1077,1081,
1078,1099,
1079,1056,
1080,1090,
1081,1057,
1082,1060,
1083,1100,
1084,1075,
1085,1052,
1086,1090,
1087,1092,
1088,1100,
1089,1080,
1090,1091,
1091,1073,
1092,1098,
1093,1067,
1094,1078,
1095,1054,
1096,1084,
1097,1071,
1098,1100,
1099,1074,
1100,1099,
