System Num, Configuration
1001,1007,
1002,1031,
1003,1033,
1004,1046,
1005,1018,
1006,1016,
1007,1020,
1008,1050,
1009,1022,
1010,1041,
1011,1004,
1012,1030,
1013,1036,
1014,1044,
1015,1018,
1016,1024,
1017,1003,
1018,1028,
1019,1029,
1020,1039,
1021,1050,
1022,1017,
1023,1026,
1024,1032,
1025,1014,
1026,1003,
1027,1012,
1028,1049,
1029,1009,
1030,1011,
1031,1019,
1032,1022,
1033,1026,
1034,1049,
1035,1002,
1036,1050,
1037,1048,
1038,1006,
1039,1004,
1040,1023,
1041,1035,
1042,1049,
1043,1030,
1044,1034,
1045,1045,
1046,1026,
1047,1031,
1048,1042,
1049,1016,
1050,1030,
