System Num, Configuration
1451,1482,
1452,1500,
1453,1483,
1454,1458,
1455,1486,
1456,1494,
1457,1459,
1458,1498,
1459,1471,
1460,1490,
1461,1493,
1462,1498,
1463,1461,
1464,1494,
1465,1484,
1466,1467,
1467,1462,
1468,1496,
1469,1456,
1470,1487,
1471,1499,
1472,1489,
1473,1472,
1474,1478,
1475,1486,
1476,1476,
1477,1492,
1478,1486,
1479,1459,
1480,1455,
1481,1476,
1482,1466,
1483,1498,
1484,1487,
1485,1497,
1486,1467,
1487,1455,
1488,1472,
1489,1485,
1490,1498,
1491,1496,
1492,1469,
1493,1484,
1494,1452,
1495,1455,
1496,1468,
1497,1463,
1498,1499,
1499,1457,
1500,1470,
