System Num, Configuration
1351,1370,
1352,1381,
1353,1386,
1354,1356,
1355,1364,
1356,1396,
1357,1389,
1358,1370,
1359,1395,
1360,1359,
1361,1370,
1362,1367,
1363,1354,
1364,1354,
1365,1386,
1366,1388,
1367,1398,
1368,1372,
1369,1369,
1370,1368,
1371,1352,
1372,1388,
1373,1397,
1374,1357,
1375,1359,
1376,1356,
1377,1369,
1378,1368,
1379,1377,
1380,1360,
1381,1367,
1382,1381,
1383,1387,
1384,1354,
1385,1396,
1386,1353,
1387,1353,
1388,1384,
1389,1382,
1390,1386,
1391,1394,
1392,1399,
1393,1394,
1394,1364,
1395,1393,
1396,1357,
1397,1362,
1398,1373,
1399,1394,
1400,1364,
