System Num, Configuration
1201,1224,
1202,1238,
1203,1241,
1204,1211,
1205,1209,
1206,1223,
1207,1233,
1208,1202,
1209,1219,
1210,1249,
1211,1204,
1212,1233,
1213,1241,
1214,1232,
1215,1234,
1216,1230,
1217,1224,
1218,1246,
1219,1243,
1220,1216,
1221,1234,
1222,1235,
1223,1248,
1224,1204,
1225,1214,
1226,1236,
1227,1203,
1228,1230,
1229,1202,
1230,1238,
1231,1243,
1232,1228,
1233,1232,
1234,1239,
1235,1246,
1236,1228,
1237,1214,
1238,1225,
1239,1222,
1240,1223,
1241,1202,
1242,1230,
1243,1212,
1244,1248,
1245,1247,
1246,1245,
1247,1236,
1248,1210,
1249,1202,
1250,1222,
