System Num, Configuration
1451,1470,
1452,1469,
1453,1494,
1454,1497,
1455,1467,
1456,1465,
1457,1451,
1458,1485,
1459,1465,
1460,1500,
1461,1478,
1462,1495,
1463,1452,
1464,1486,
1465,1495,
1466,1488,
1467,1483,
1468,1491,
1469,1451,
1470,1487,
1471,1457,
1472,1451,
1473,1496,
1474,1464,
1475,1471,
1476,1475,
1477,1493,
1478,1482,
1479,1455,
1480,1479,
1481,1478,
1482,1487,
1483,1497,
1484,1455,
1485,1469,
1486,1473,
1487,1494,
1488,1489,
1489,1470,
1490,1457,
1491,1478,
1492,1455,
1493,1457,
1494,1464,
1495,1470,
1496,1498,
1497,1494,
1498,1472,
1499,1488,
1500,1487,
