System Num, Configuration
1151,1167,
1152,1171,
1153,1192,
1154,1151,
1155,1192,
1156,1156,
1157,1173,
1158,1186,
1159,1171,
1160,1190,
1161,1196,
1162,1172,
1163,1189,
1164,1186,
1165,1171,
1166,1157,
1167,1198,
1168,1193,
1169,1157,
1170,1193,
1171,1189,
1172,1152,
1173,1187,
1174,1190,
1175,1158,
1176,1188,
1177,1154,
1178,1156,
1179,1195,
1180,1177,
1181,1186,
1182,1156,
1183,1160,
1184,1175,
1185,1199,
1186,1161,
1187,1187,
1188,1190,
1189,1180,
1190,1188,
1191,1151,
1192,1188,
1193,1181,
1194,1187,
1195,1198,
1196,1167,
1197,1171,
1198,1169,
1199,1160,
1200,1196,
