System Num, Configuration
1401,1432,
1402,1417,
1403,1403,
1404,1439,
1405,1401,
1406,1414,
1407,1429,
1408,1437,
1409,1412,
1410,1439,
1411,1420,
1412,1421,
1413,1423,
1414,1405,
1415,1415,
1416,1407,
1417,1402,
1418,1442,
1419,1427,
1420,1449,
1421,1435,
1422,1440,
1423,1440,
1424,1443,
1425,1420,
1426,1438,
1427,1422,
1428,1439,
1429,1413,
1430,1429,
1431,1438,
1432,1427,
1433,1421,
1434,1413,
1435,1447,
1436,1428,
1437,1411,
1438,1426,
1439,1409,
1440,1430,
1441,1408,
1442,1421,
1443,1445,
1444,1407,
1445,1447,
1446,1410,
1447,1423,
1448,1442,
1449,1401,
1450,1403,
